,Window Max Daily Deaths-alias,SUM(Confirm + Probable deaths)-alias,SUM(Confirmed Deathsby Death Dt)-alias,SUM(Probable Deathsby Death Dt)-alias,DAY(Epi Dt)-value,DAY(Epi Dt)-alias,County Parameter Cum Curve-alias,AGG(Prelim start date)-alias,AGG(Prelim end date)-alias,Measure Names-alias,Measure Values-value,Measure Values-alias
47,92,4,4,0,2021-06-09 00:00:00,6/09,Wisconsin,5/27/2021,6/10/2021,Probable case death,0,0.00
48,92,1,1,0,2021-06-08 00:00:00,6/08,Wisconsin,5/26/2021,6/9/2021,Probable case death,0,0.00
49,92,0,0,0,2021-06-07 00:00:00,6/07,Wisconsin,5/25/2021,6/8/2021,Probable case death,0,0.00
50,92,2,1,1,2021-06-06 00:00:00,6/06,Wisconsin,5/24/2021,6/7/2021,Probable case death,1,1.00
51,92,3,2,1,2021-06-05 00:00:00,6/05,Wisconsin,5/23/2021,6/6/2021,Probable case death,1,1.00
52,92,3,3,0,2021-06-04 00:00:00,6/04,Wisconsin,5/22/2021,6/5/2021,Probable case death,0,0.00
53,92,4,4,0,2021-06-03 00:00:00,6/03,Wisconsin,5/21/2021,6/4/2021,Probable case death,0,0.00
54,92,4,2,2,2021-06-02 00:00:00,6/02,Wisconsin,5/20/2021,6/3/2021,Probable case death,2,2.00
55,92,2,2,0,2021-06-01 00:00:00,6/01,Wisconsin,5/19/2021,6/2/2021,Probable case death,0,0.00
56,92,5,5,0,2021-05-31 00:00:00,5/31,Wisconsin,5/18/2021,6/1/2021,Probable case death,0,0.00
57,92,4,3,1,2021-05-30 00:00:00,5/30,Wisconsin,5/17/2021,5/31/2021,Probable case death,1,1.00
58,92,2,2,0,2021-05-29 00:00:00,5/29,Wisconsin,5/16/2021,5/30/2021,Probable case death,0,0.00
59,92,4,4,0,2021-05-28 00:00:00,5/28,Wisconsin,5/15/2021,5/29/2021,Probable case death,0,0.00
60,92,4,2,2,2021-05-27 00:00:00,5/27,Wisconsin,5/14/2021,5/28/2021,Probable case death,2,2.00
61,92,3,3,0,2021-05-26 00:00:00,5/26,Wisconsin,5/13/2021,5/27/2021,Probable case death,0,0.00
62,92,4,4,0,2021-05-25 00:00:00,5/25,Wisconsin,5/12/2021,5/26/2021,Probable case death,0,0.00
63,92,4,4,0,2021-05-24 00:00:00,5/24,Wisconsin,5/11/2021,5/25/2021,Probable case death,0,0.00
64,92,2,2,0,2021-05-23 00:00:00,5/23,Wisconsin,5/10/2021,5/24/2021,Probable case death,0,0.00
65,92,6,6,0,2021-05-22 00:00:00,5/22,Wisconsin,5/9/2021,5/23/2021,Probable case death,0,0.00
66,92,5,5,0,2021-05-21 00:00:00,5/21,Wisconsin,5/8/2021,5/22/2021,Probable case death,0,0.00
67,92,2,1,1,2021-05-20 00:00:00,5/20,Wisconsin,5/7/2021,5/21/2021,Probable case death,1,1.00
68,92,4,3,1,2021-05-19 00:00:00,5/19,Wisconsin,5/6/2021,5/20/2021,Probable case death,1,1.00
69,92,4,4,0,2021-05-18 00:00:00,5/18,Wisconsin,5/5/2021,5/19/2021,Probable case death,0,0.00
70,92,1,1,0,2021-05-17 00:00:00,5/17,Wisconsin,5/4/2021,5/18/2021,Probable case death,0,0.00
71,92,7,7,0,2021-05-16 00:00:00,5/16,Wisconsin,5/3/2021,5/17/2021,Probable case death,0,0.00
72,92,5,4,1,2021-05-15 00:00:00,5/15,Wisconsin,5/2/2021,5/16/2021,Probable case death,1,1.00
73,92,4,4,0,2021-05-14 00:00:00,5/14,Wisconsin,5/1/2021,5/15/2021,Probable case death,0,0.00
74,92,6,6,0,2021-05-13 00:00:00,5/13,Wisconsin,4/30/2021,5/14/2021,Probable case death,0,0.00
75,92,5,4,1,2021-05-12 00:00:00,5/12,Wisconsin,4/29/2021,5/13/2021,Probable case death,1,1.00
76,92,6,6,0,2021-05-11 00:00:00,5/11,Wisconsin,4/28/2021,5/12/2021,Probable case death,0,0.00
77,92,4,4,0,2021-05-10 00:00:00,5/10,Wisconsin,4/27/2021,5/11/2021,Probable case death,0,0.00
78,92,7,7,0,2021-05-09 00:00:00,5/09,Wisconsin,4/26/2021,5/10/2021,Probable case death,0,0.00
79,92,4,4,0,2021-05-08 00:00:00,5/08,Wisconsin,4/25/2021,5/9/2021,Probable case death,0,0.00
80,92,3,3,0,2021-05-07 00:00:00,5/07,Wisconsin,4/24/2021,5/8/2021,Probable case death,0,0.00
81,92,3,3,0,2021-05-06 00:00:00,5/06,Wisconsin,4/23/2021,5/7/2021,Probable case death,0,0.00
82,92,3,3,0,2021-05-05 00:00:00,5/05,Wisconsin,4/22/2021,5/6/2021,Probable case death,0,0.00
83,92,6,4,2,2021-05-04 00:00:00,5/04,Wisconsin,4/21/2021,5/5/2021,Probable case death,2,2.00
84,92,8,8,0,2021-05-03 00:00:00,5/03,Wisconsin,4/20/2021,5/4/2021,Probable case death,0,0.00
85,92,6,6,0,2021-05-02 00:00:00,5/02,Wisconsin,4/19/2021,5/3/2021,Probable case death,0,0.00
86,92,8,8,0,2021-05-01 00:00:00,5/01,Wisconsin,4/18/2021,5/2/2021,Probable case death,0,0.00
87,92,6,5,1,2021-04-30 00:00:00,4/30,Wisconsin,4/17/2021,5/1/2021,Probable case death,1,1.00
88,92,4,3,1,2021-04-29 00:00:00,4/29,Wisconsin,4/16/2021,4/30/2021,Probable case death,1,1.00
89,92,4,4,0,2021-04-28 00:00:00,4/28,Wisconsin,4/15/2021,4/29/2021,Probable case death,0,0.00
90,92,10,9,1,2021-04-27 00:00:00,4/27,Wisconsin,4/14/2021,4/28/2021,Probable case death,1,1.00
91,92,7,7,0,2021-04-26 00:00:00,4/26,Wisconsin,4/13/2021,4/27/2021,Probable case death,0,0.00
92,92,4,3,1,2021-04-25 00:00:00,4/25,Wisconsin,4/12/2021,4/26/2021,Probable case death,1,1.00
93,92,4,4,0,2021-04-24 00:00:00,4/24,Wisconsin,4/11/2021,4/25/2021,Probable case death,0,0.00
94,92,6,6,0,2021-04-23 00:00:00,4/23,Wisconsin,4/10/2021,4/24/2021,Probable case death,0,0.00
95,92,7,6,1,2021-04-22 00:00:00,4/22,Wisconsin,4/9/2021,4/23/2021,Probable case death,1,1.00
96,92,8,8,0,2021-04-21 00:00:00,4/21,Wisconsin,4/8/2021,4/22/2021,Probable case death,0,0.00
97,92,6,5,1,2021-04-20 00:00:00,4/20,Wisconsin,4/7/2021,4/21/2021,Probable case death,1,1.00
98,92,3,3,0,2021-04-19 00:00:00,4/19,Wisconsin,4/6/2021,4/20/2021,Probable case death,0,0.00
99,92,1,1,0,2021-04-18 00:00:00,4/18,Wisconsin,4/5/2021,4/19/2021,Probable case death,0,0.00
100,92,5,5,0,2021-04-17 00:00:00,4/17,Wisconsin,4/4/2021,4/18/2021,Probable case death,0,0.00
101,92,9,8,1,2021-04-16 00:00:00,4/16,Wisconsin,4/3/2021,4/17/2021,Probable case death,1,1.00
102,92,4,3,1,2021-04-15 00:00:00,4/15,Wisconsin,4/2/2021,4/16/2021,Probable case death,1,1.00
103,92,3,3,0,2021-04-14 00:00:00,4/14,Wisconsin,4/1/2021,4/15/2021,Probable case death,0,0.00
104,92,5,5,0,2021-04-13 00:00:00,4/13,Wisconsin,3/31/2021,4/14/2021,Probable case death,0,0.00
105,92,6,6,0,2021-04-12 00:00:00,4/12,Wisconsin,3/30/2021,4/13/2021,Probable case death,0,0.00
106,92,6,5,1,2021-04-11 00:00:00,4/11,Wisconsin,3/29/2021,4/12/2021,Probable case death,1,1.00
107,92,4,3,1,2021-04-10 00:00:00,4/10,Wisconsin,3/28/2021,4/11/2021,Probable case death,1,1.00
108,92,5,5,0,2021-04-09 00:00:00,4/09,Wisconsin,3/27/2021,4/10/2021,Probable case death,0,0.00
109,92,9,8,1,2021-04-08 00:00:00,4/08,Wisconsin,3/26/2021,4/9/2021,Probable case death,1,1.00
110,92,6,6,0,2021-04-07 00:00:00,4/07,Wisconsin,3/25/2021,4/8/2021,Probable case death,0,0.00
111,92,4,3,1,2021-04-06 00:00:00,4/06,Wisconsin,3/24/2021,4/7/2021,Probable case death,1,1.00
112,92,0,0,0,2021-04-05 00:00:00,4/05,Wisconsin,3/23/2021,4/6/2021,Probable case death,0,0.00
113,92,4,3,1,2021-04-04 00:00:00,4/04,Wisconsin,3/22/2021,4/5/2021,Probable case death,1,1.00
114,92,4,4,0,2021-04-03 00:00:00,4/03,Wisconsin,3/21/2021,4/4/2021,Probable case death,0,0.00
115,92,3,2,1,2021-04-02 00:00:00,4/02,Wisconsin,3/20/2021,4/3/2021,Probable case death,1,1.00
116,92,4,4,0,2021-04-01 00:00:00,4/01,Wisconsin,3/19/2021,4/2/2021,Probable case death,0,0.00
117,92,5,5,0,2021-03-31 00:00:00,3/31,Wisconsin,3/18/2021,4/1/2021,Probable case death,0,0.00
118,92,5,4,1,2021-03-30 00:00:00,3/30,Wisconsin,3/17/2021,3/31/2021,Probable case death,1,1.00
119,92,6,5,1,2021-03-29 00:00:00,3/29,Wisconsin,3/16/2021,3/30/2021,Probable case death,1,1.00
120,92,5,5,0,2021-03-28 00:00:00,3/28,Wisconsin,3/15/2021,3/29/2021,Probable case death,0,0.00
121,92,3,2,1,2021-03-27 00:00:00,3/27,Wisconsin,3/14/2021,3/28/2021,Probable case death,1,1.00
122,92,4,3,1,2021-03-26 00:00:00,3/26,Wisconsin,3/13/2021,3/27/2021,Probable case death,1,1.00
123,92,4,3,1,2021-03-25 00:00:00,3/25,Wisconsin,3/12/2021,3/26/2021,Probable case death,1,1.00
124,92,6,6,0,2021-03-24 00:00:00,3/24,Wisconsin,3/11/2021,3/25/2021,Probable case death,0,0.00
125,92,6,6,0,2021-03-23 00:00:00,3/23,Wisconsin,3/10/2021,3/24/2021,Probable case death,0,0.00
126,92,8,7,1,2021-03-22 00:00:00,3/22,Wisconsin,3/9/2021,3/23/2021,Probable case death,1,1.00
127,92,3,2,1,2021-03-21 00:00:00,3/21,Wisconsin,3/8/2021,3/22/2021,Probable case death,1,1.00
128,92,5,5,0,2021-03-20 00:00:00,3/20,Wisconsin,3/7/2021,3/21/2021,Probable case death,0,0.00
129,92,7,7,0,2021-03-19 00:00:00,3/19,Wisconsin,3/6/2021,3/20/2021,Probable case death,0,0.00
130,92,2,2,0,2021-03-18 00:00:00,3/18,Wisconsin,3/5/2021,3/19/2021,Probable case death,0,0.00
131,92,4,4,0,2021-03-17 00:00:00,3/17,Wisconsin,3/4/2021,3/18/2021,Probable case death,0,0.00
132,92,1,1,0,2021-03-16 00:00:00,3/16,Wisconsin,3/3/2021,3/17/2021,Probable case death,0,0.00
133,92,5,5,0,2021-03-15 00:00:00,3/15,Wisconsin,3/2/2021,3/16/2021,Probable case death,0,0.00
134,92,3,3,0,2021-03-14 00:00:00,3/14,Wisconsin,3/1/2021,3/15/2021,Probable case death,0,0.00
135,92,4,2,2,2021-03-13 00:00:00,3/13,Wisconsin,2/28/2021,3/14/2021,Probable case death,2,2.00
136,92,5,5,0,2021-03-12 00:00:00,3/12,Wisconsin,2/27/2021,3/13/2021,Probable case death,0,0.00
137,92,3,3,0,2021-03-11 00:00:00,3/11,Wisconsin,2/26/2021,3/12/2021,Probable case death,0,0.00
138,92,2,2,0,2021-03-10 00:00:00,3/10,Wisconsin,2/25/2021,3/11/2021,Probable case death,0,0.00
139,92,4,4,0,2021-03-09 00:00:00,3/09,Wisconsin,2/24/2021,3/10/2021,Probable case death,0,0.00
140,92,9,7,2,2021-03-08 00:00:00,3/08,Wisconsin,2/23/2021,3/9/2021,Probable case death,2,2.00
141,92,10,9,1,2021-03-07 00:00:00,3/07,Wisconsin,2/22/2021,3/8/2021,Probable case death,1,1.00
142,92,3,3,0,2021-03-06 00:00:00,3/06,Wisconsin,2/21/2021,3/7/2021,Probable case death,0,0.00
143,92,5,5,0,2021-03-05 00:00:00,3/05,Wisconsin,2/20/2021,3/6/2021,Probable case death,0,0.00
144,92,4,4,0,2021-03-04 00:00:00,3/04,Wisconsin,2/19/2021,3/5/2021,Probable case death,0,0.00
145,92,9,9,0,2021-03-03 00:00:00,3/03,Wisconsin,2/18/2021,3/4/2021,Probable case death,0,0.00
146,92,7,7,0,2021-03-02 00:00:00,3/02,Wisconsin,2/17/2021,3/3/2021,Probable case death,0,0.00
147,92,8,8,0,2021-03-01 00:00:00,3/01,Wisconsin,2/16/2021,3/2/2021,Probable case death,0,0.00
148,92,7,7,0,2021-02-28 00:00:00,2/28,Wisconsin,2/15/2021,3/1/2021,Probable case death,0,0.00
149,92,7,7,0,2021-02-27 00:00:00,2/27,Wisconsin,2/14/2021,2/28/2021,Probable case death,0,0.00
150,92,7,7,0,2021-02-26 00:00:00,2/26,Wisconsin,2/13/2021,2/27/2021,Probable case death,0,0.00
151,92,15,13,2,2021-02-25 00:00:00,2/25,Wisconsin,2/12/2021,2/26/2021,Probable case death,2,2.00
152,92,10,8,2,2021-02-24 00:00:00,2/24,Wisconsin,2/11/2021,2/25/2021,Probable case death,2,2.00
153,92,8,7,1,2021-02-23 00:00:00,2/23,Wisconsin,2/10/2021,2/24/2021,Probable case death,1,1.00
154,92,10,10,0,2021-02-22 00:00:00,2/22,Wisconsin,2/9/2021,2/23/2021,Probable case death,0,0.00
155,92,9,7,2,2021-02-21 00:00:00,2/21,Wisconsin,2/8/2021,2/22/2021,Probable case death,2,2.00
156,92,7,7,0,2021-02-20 00:00:00,2/20,Wisconsin,2/7/2021,2/21/2021,Probable case death,0,0.00
157,92,13,13,0,2021-02-19 00:00:00,2/19,Wisconsin,2/6/2021,2/20/2021,Probable case death,0,0.00
158,92,11,11,0,2021-02-18 00:00:00,2/18,Wisconsin,2/5/2021,2/19/2021,Probable case death,0,0.00
159,92,7,6,1,2021-02-17 00:00:00,2/17,Wisconsin,2/4/2021,2/18/2021,Probable case death,1,1.00
160,92,6,5,1,2021-02-16 00:00:00,2/16,Wisconsin,2/3/2021,2/17/2021,Probable case death,1,1.00
161,92,6,6,0,2021-02-15 00:00:00,2/15,Wisconsin,2/2/2021,2/16/2021,Probable case death,0,0.00
162,92,17,17,0,2021-02-14 00:00:00,2/14,Wisconsin,2/1/2021,2/15/2021,Probable case death,0,0.00
163,92,16,15,1,2021-02-13 00:00:00,2/13,Wisconsin,1/31/2021,2/14/2021,Probable case death,1,1.00
164,92,11,10,1,2021-02-12 00:00:00,2/12,Wisconsin,1/30/2021,2/13/2021,Probable case death,1,1.00
165,92,15,15,0,2021-02-11 00:00:00,2/11,Wisconsin,1/29/2021,2/12/2021,Probable case death,0,0.00
166,92,8,5,3,2021-02-10 00:00:00,2/10,Wisconsin,1/28/2021,2/11/2021,Probable case death,3,3.00
167,92,23,20,3,2021-02-09 00:00:00,2/09,Wisconsin,1/27/2021,2/10/2021,Probable case death,3,3.00
168,92,10,9,1,2021-02-08 00:00:00,2/08,Wisconsin,1/26/2021,2/9/2021,Probable case death,1,1.00
169,92,17,13,4,2021-02-07 00:00:00,2/07,Wisconsin,1/25/2021,2/8/2021,Probable case death,4,4.00
170,92,13,10,3,2021-02-06 00:00:00,2/06,Wisconsin,1/24/2021,2/7/2021,Probable case death,3,3.00
171,92,15,12,3,2021-02-05 00:00:00,2/05,Wisconsin,1/23/2021,2/6/2021,Probable case death,3,3.00
172,92,28,24,4,2021-02-04 00:00:00,2/04,Wisconsin,1/22/2021,2/5/2021,Probable case death,4,4.00
173,92,27,21,6,2021-02-03 00:00:00,2/03,Wisconsin,1/21/2021,2/4/2021,Probable case death,6,6.00
174,92,24,19,5,2021-02-02 00:00:00,2/02,Wisconsin,1/20/2021,2/3/2021,Probable case death,5,5.00
175,92,22,19,3,2021-02-01 00:00:00,2/01,Wisconsin,1/19/2021,2/2/2021,Probable case death,3,3.00
176,92,19,18,1,2021-01-31 00:00:00,1/31,Wisconsin,1/18/2021,2/1/2021,Probable case death,1,1.00
177,92,31,29,2,2021-01-30 00:00:00,1/30,Wisconsin,1/17/2021,1/31/2021,Probable case death,2,2.00
178,92,23,19,4,2021-01-29 00:00:00,1/29,Wisconsin,1/16/2021,1/30/2021,Probable case death,4,4.00
179,92,25,23,2,2021-01-28 00:00:00,1/28,Wisconsin,1/15/2021,1/29/2021,Probable case death,2,2.00
180,92,24,21,3,2021-01-27 00:00:00,1/27,Wisconsin,1/14/2021,1/28/2021,Probable case death,3,3.00
181,92,24,23,1,2021-01-26 00:00:00,1/26,Wisconsin,1/13/2021,1/27/2021,Probable case death,1,1.00
182,92,22,17,5,2021-01-25 00:00:00,1/25,Wisconsin,1/12/2021,1/26/2021,Probable case death,5,5.00
183,92,31,27,4,2021-01-24 00:00:00,1/24,Wisconsin,1/11/2021,1/25/2021,Probable case death,4,4.00
184,92,31,23,8,2021-01-23 00:00:00,1/23,Wisconsin,1/10/2021,1/24/2021,Probable case death,8,8.00
185,92,30,28,2,2021-01-22 00:00:00,1/22,Wisconsin,1/9/2021,1/23/2021,Probable case death,2,2.00
186,92,34,32,2,2021-01-21 00:00:00,1/21,Wisconsin,1/8/2021,1/22/2021,Probable case death,2,2.00
187,92,28,24,4,2021-01-20 00:00:00,1/20,Wisconsin,1/7/2021,1/21/2021,Probable case death,4,4.00
188,92,31,22,9,2021-01-19 00:00:00,1/19,Wisconsin,1/6/2021,1/20/2021,Probable case death,9,9.00
189,92,29,24,5,2021-01-18 00:00:00,1/18,Wisconsin,1/5/2021,1/19/2021,Probable case death,5,5.00
190,92,28,28,0,2021-01-17 00:00:00,1/17,Wisconsin,1/4/2021,1/18/2021,Probable case death,0,0.00
191,92,39,32,7,2021-01-16 00:00:00,1/16,Wisconsin,1/3/2021,1/17/2021,Probable case death,7,7.00
192,92,35,27,8,2021-01-15 00:00:00,1/15,Wisconsin,1/2/2021,1/16/2021,Probable case death,8,8.00
193,92,29,21,8,2021-01-14 00:00:00,1/14,Wisconsin,1/1/2021,1/15/2021,Probable case death,8,8.00
194,92,40,33,7,2021-01-13 00:00:00,1/13,Wisconsin,12/31/2020,1/14/2021,Probable case death,7,7.00
195,92,31,24,7,2021-01-12 00:00:00,1/12,Wisconsin,12/30/2020,1/13/2021,Probable case death,7,7.00
196,92,40,33,7,2021-01-11 00:00:00,1/11,Wisconsin,12/29/2020,1/12/2021,Probable case death,7,7.00
197,92,22,17,5,2021-01-10 00:00:00,1/10,Wisconsin,12/28/2020,1/11/2021,Probable case death,5,5.00
198,92,36,30,6,2021-01-09 00:00:00,1/09,Wisconsin,12/27/2020,1/10/2021,Probable case death,6,6.00
199,92,40,31,9,2021-01-08 00:00:00,1/08,Wisconsin,12/26/2020,1/9/2021,Probable case death,9,9.00
200,92,51,43,8,2021-01-07 00:00:00,1/07,Wisconsin,12/25/2020,1/8/2021,Probable case death,8,8.00
201,92,35,28,7,2021-01-06 00:00:00,1/06,Wisconsin,12/24/2020,1/7/2021,Probable case death,7,7.00
202,92,41,35,6,2021-01-05 00:00:00,1/05,Wisconsin,12/23/2020,1/6/2021,Probable case death,6,6.00
203,92,33,29,4,2021-01-04 00:00:00,1/04,Wisconsin,12/22/2020,1/5/2021,Probable case death,4,4.00
204,92,40,35,5,2021-01-03 00:00:00,1/03,Wisconsin,12/21/2020,1/4/2021,Probable case death,5,5.00
205,92,54,47,7,2021-01-02 00:00:00,1/02,Wisconsin,12/20/2020,1/3/2021,Probable case death,7,7.00
206,92,44,34,10,2021-01-01 00:00:00,1/01,Wisconsin,12/19/2020,1/2/2021,Probable case death,10,10.00
207,92,47,43,4,2020-12-31 00:00:00,12/31,Wisconsin,12/18/2020,1/1/2021,Probable case death,4,4.00
208,92,36,29,7,2020-12-30 00:00:00,12/30,Wisconsin,12/17/2020,12/31/2020,Probable case death,7,7.00
209,92,47,34,13,2020-12-29 00:00:00,12/29,Wisconsin,12/16/2020,12/30/2020,Probable case death,13,13.00
210,92,42,35,7,2020-12-28 00:00:00,12/28,Wisconsin,12/15/2020,12/29/2020,Probable case death,7,7.00
211,92,41,35,6,2020-12-27 00:00:00,12/27,Wisconsin,12/14/2020,12/28/2020,Probable case death,6,6.00
212,92,60,54,6,2020-12-26 00:00:00,12/26,Wisconsin,12/13/2020,12/27/2020,Probable case death,6,6.00
213,92,35,31,4,2020-12-25 00:00:00,12/25,Wisconsin,12/12/2020,12/26/2020,Probable case death,4,4.00
214,92,40,35,5,2020-12-24 00:00:00,12/24,Wisconsin,12/11/2020,12/25/2020,Probable case death,5,5.00
215,92,48,42,6,2020-12-23 00:00:00,12/23,Wisconsin,12/10/2020,12/24/2020,Probable case death,6,6.00
216,92,35,30,5,2020-12-22 00:00:00,12/22,Wisconsin,12/9/2020,12/23/2020,Probable case death,5,5.00
217,92,56,48,8,2020-12-21 00:00:00,12/21,Wisconsin,12/8/2020,12/22/2020,Probable case death,8,8.00
218,92,53,45,8,2020-12-20 00:00:00,12/20,Wisconsin,12/7/2020,12/21/2020,Probable case death,8,8.00
219,92,53,41,12,2020-12-19 00:00:00,12/19,Wisconsin,12/6/2020,12/20/2020,Probable case death,12,12.00
220,92,57,50,7,2020-12-18 00:00:00,12/18,Wisconsin,12/5/2020,12/19/2020,Probable case death,7,7.00
221,92,64,57,7,2020-12-17 00:00:00,12/17,Wisconsin,12/4/2020,12/18/2020,Probable case death,7,7.00
222,92,55,45,10,2020-12-16 00:00:00,12/16,Wisconsin,12/3/2020,12/17/2020,Probable case death,10,10.00
223,92,54,47,7,2020-12-15 00:00:00,12/15,Wisconsin,12/2/2020,12/16/2020,Probable case death,7,7.00
224,92,64,59,5,2020-12-14 00:00:00,12/14,Wisconsin,12/1/2020,12/15/2020,Probable case death,5,5.00
225,92,54,48,6,2020-12-13 00:00:00,12/13,Wisconsin,11/30/2020,12/14/2020,Probable case death,6,6.00
226,92,51,37,14,2020-12-12 00:00:00,12/12,Wisconsin,11/29/2020,12/13/2020,Probable case death,14,14.00
