,Window Max Daily Deaths-alias,SUM(Confirm + Probable deaths)-alias,SUM(Confirmed Deathsby Death Dt)-alias,SUM(Probable Deathsby Death Dt)-alias,DAY(Epi Dt)-value,DAY(Epi Dt)-alias,County Parameter Cum Curve-alias,AGG(Prelim start date)-alias,AGG(Prelim end date)-alias,Measure Names-alias,Measure Values-value,Measure Values-alias
20,93,2,2,0,2021-07-29 00:00:00,7/29,Wisconsin,7/16/2021,7/30/2021,Probable case death,0,0.00
21,93,1,1,0,2021-07-28 00:00:00,7/28,Wisconsin,7/15/2021,7/29/2021,Probable case death,0,0.00
22,93,4,3,1,2021-07-27 00:00:00,7/27,Wisconsin,7/14/2021,7/28/2021,Probable case death,1,1.00
23,93,3,3,0,2021-07-26 00:00:00,7/26,Wisconsin,7/13/2021,7/27/2021,Probable case death,0,0.00
24,93,0,0,0,2021-07-25 00:00:00,7/25,Wisconsin,7/12/2021,7/26/2021,Probable case death,0,0.00
25,93,2,2,0,2021-07-24 00:00:00,7/24,Wisconsin,7/11/2021,7/25/2021,Probable case death,0,0.00
26,93,1,0,1,2021-07-23 00:00:00,7/23,Wisconsin,7/10/2021,7/24/2021,Probable case death,1,1.00
27,93,0,0,0,2021-07-22 00:00:00,7/22,Wisconsin,7/9/2021,7/23/2021,Probable case death,0,0.00
28,93,0,0,0,2021-07-21 00:00:00,7/21,Wisconsin,7/8/2021,7/22/2021,Probable case death,0,0.00
29,93,0,0,0,2021-07-20 00:00:00,7/20,Wisconsin,7/7/2021,7/21/2021,Probable case death,0,0.00
30,93,0,0,0,2021-07-19 00:00:00,7/19,Wisconsin,7/6/2021,7/20/2021,Probable case death,0,0.00
31,93,0,0,0,2021-07-18 00:00:00,7/18,Wisconsin,7/5/2021,7/19/2021,Probable case death,0,0.00
32,93,1,1,0,2021-07-17 00:00:00,7/17,Wisconsin,7/4/2021,7/18/2021,Probable case death,0,0.00
33,93,2,2,0,2021-07-16 00:00:00,7/16,Wisconsin,7/3/2021,7/17/2021,Probable case death,0,0.00
34,93,2,2,0,2021-07-15 00:00:00,7/15,Wisconsin,7/2/2021,7/16/2021,Probable case death,0,0.00
35,93,3,3,0,2021-07-14 00:00:00,7/14,Wisconsin,7/1/2021,7/15/2021,Probable case death,0,0.00
36,93,0,0,0,2021-07-13 00:00:00,7/13,Wisconsin,6/30/2021,7/14/2021,Probable case death,0,0.00
37,93,0,0,0,2021-07-12 00:00:00,7/12,Wisconsin,6/29/2021,7/13/2021,Probable case death,0,0.00
38,93,1,1,0,2021-07-11 00:00:00,7/11,Wisconsin,6/28/2021,7/12/2021,Probable case death,0,0.00
39,93,1,1,0,2021-07-10 00:00:00,7/10,Wisconsin,6/27/2021,7/11/2021,Probable case death,0,0.00
40,93,1,1,0,2021-07-09 00:00:00,7/09,Wisconsin,6/26/2021,7/10/2021,Probable case death,0,0.00
41,93,1,1,0,2021-07-08 00:00:00,7/08,Wisconsin,6/25/2021,7/9/2021,Probable case death,0,0.00
42,93,1,1,0,2021-07-07 00:00:00,7/07,Wisconsin,6/24/2021,7/8/2021,Probable case death,0,0.00
43,93,3,3,0,2021-07-06 00:00:00,7/06,Wisconsin,6/23/2021,7/7/2021,Probable case death,0,0.00
44,93,1,1,0,2021-07-05 00:00:00,7/05,Wisconsin,6/22/2021,7/6/2021,Probable case death,0,0.00
45,93,1,1,0,2021-07-04 00:00:00,7/04,Wisconsin,6/21/2021,7/5/2021,Probable case death,0,0.00
46,93,2,2,0,2021-07-03 00:00:00,7/03,Wisconsin,6/20/2021,7/4/2021,Probable case death,0,0.00
47,93,0,0,0,2021-07-02 00:00:00,7/02,Wisconsin,6/19/2021,7/3/2021,Probable case death,0,0.00
48,93,2,2,0,2021-07-01 00:00:00,7/01,Wisconsin,6/18/2021,7/2/2021,Probable case death,0,0.00
49,93,2,2,0,2021-06-30 00:00:00,6/30,Wisconsin,6/17/2021,7/1/2021,Probable case death,0,0.00
50,93,0,0,0,2021-06-29 00:00:00,6/29,Wisconsin,6/16/2021,6/30/2021,Probable case death,0,0.00
51,93,2,2,0,2021-06-28 00:00:00,6/28,Wisconsin,6/15/2021,6/29/2021,Probable case death,0,0.00
52,93,3,3,0,2021-06-27 00:00:00,6/27,Wisconsin,6/14/2021,6/28/2021,Probable case death,0,0.00
53,93,0,0,0,2021-06-26 00:00:00,6/26,Wisconsin,6/13/2021,6/27/2021,Probable case death,0,0.00
54,93,2,2,0,2021-06-25 00:00:00,6/25,Wisconsin,6/12/2021,6/26/2021,Probable case death,0,0.00
55,93,0,0,0,2021-06-24 00:00:00,6/24,Wisconsin,6/11/2021,6/25/2021,Probable case death,0,0.00
56,93,1,1,0,2021-06-23 00:00:00,6/23,Wisconsin,6/10/2021,6/24/2021,Probable case death,0,0.00
57,93,3,3,0,2021-06-22 00:00:00,6/22,Wisconsin,6/9/2021,6/23/2021,Probable case death,0,0.00
58,93,0,0,0,2021-06-21 00:00:00,6/21,Wisconsin,6/8/2021,6/22/2021,Probable case death,0,0.00
59,93,2,2,0,2021-06-20 00:00:00,6/20,Wisconsin,6/7/2021,6/21/2021,Probable case death,0,0.00
60,93,2,2,0,2021-06-19 00:00:00,6/19,Wisconsin,6/6/2021,6/20/2021,Probable case death,0,0.00
61,93,0,0,0,2021-06-18 00:00:00,6/18,Wisconsin,6/5/2021,6/19/2021,Probable case death,0,0.00
62,93,1,1,0,2021-06-17 00:00:00,6/17,Wisconsin,6/4/2021,6/18/2021,Probable case death,0,0.00
63,93,0,0,0,2021-06-16 00:00:00,6/16,Wisconsin,6/3/2021,6/17/2021,Probable case death,0,0.00
64,93,0,0,0,2021-06-15 00:00:00,6/15,Wisconsin,6/2/2021,6/16/2021,Probable case death,0,0.00
65,93,2,2,0,2021-06-14 00:00:00,6/14,Wisconsin,6/1/2021,6/15/2021,Probable case death,0,0.00
66,93,2,2,0,2021-06-13 00:00:00,6/13,Wisconsin,5/31/2021,6/14/2021,Probable case death,0,0.00
67,93,4,4,0,2021-06-12 00:00:00,6/12,Wisconsin,5/30/2021,6/13/2021,Probable case death,0,0.00
68,93,1,1,0,2021-06-11 00:00:00,6/11,Wisconsin,5/29/2021,6/12/2021,Probable case death,0,0.00
69,93,1,1,0,2021-06-10 00:00:00,6/10,Wisconsin,5/28/2021,6/11/2021,Probable case death,0,0.00
70,93,4,4,0,2021-06-09 00:00:00,6/09,Wisconsin,5/27/2021,6/10/2021,Probable case death,0,0.00
71,93,1,1,0,2021-06-08 00:00:00,6/08,Wisconsin,5/26/2021,6/9/2021,Probable case death,0,0.00
72,93,0,0,0,2021-06-07 00:00:00,6/07,Wisconsin,5/25/2021,6/8/2021,Probable case death,0,0.00
73,93,2,1,1,2021-06-06 00:00:00,6/06,Wisconsin,5/24/2021,6/7/2021,Probable case death,1,1.00
74,93,3,2,1,2021-06-05 00:00:00,6/05,Wisconsin,5/23/2021,6/6/2021,Probable case death,1,1.00
75,93,3,3,0,2021-06-04 00:00:00,6/04,Wisconsin,5/22/2021,6/5/2021,Probable case death,0,0.00
76,93,4,4,0,2021-06-03 00:00:00,6/03,Wisconsin,5/21/2021,6/4/2021,Probable case death,0,0.00
77,93,4,2,2,2021-06-02 00:00:00,6/02,Wisconsin,5/20/2021,6/3/2021,Probable case death,2,2.00
78,93,2,2,0,2021-06-01 00:00:00,6/01,Wisconsin,5/19/2021,6/2/2021,Probable case death,0,0.00
79,93,5,5,0,2021-05-31 00:00:00,5/31,Wisconsin,5/18/2021,6/1/2021,Probable case death,0,0.00
80,93,4,3,1,2021-05-30 00:00:00,5/30,Wisconsin,5/17/2021,5/31/2021,Probable case death,1,1.00
81,93,2,2,0,2021-05-29 00:00:00,5/29,Wisconsin,5/16/2021,5/30/2021,Probable case death,0,0.00
82,93,4,4,0,2021-05-28 00:00:00,5/28,Wisconsin,5/15/2021,5/29/2021,Probable case death,0,0.00
83,93,4,2,2,2021-05-27 00:00:00,5/27,Wisconsin,5/14/2021,5/28/2021,Probable case death,2,2.00
84,93,3,3,0,2021-05-26 00:00:00,5/26,Wisconsin,5/13/2021,5/27/2021,Probable case death,0,0.00
85,93,4,4,0,2021-05-25 00:00:00,5/25,Wisconsin,5/12/2021,5/26/2021,Probable case death,0,0.00
86,93,4,4,0,2021-05-24 00:00:00,5/24,Wisconsin,5/11/2021,5/25/2021,Probable case death,0,0.00
87,93,2,2,0,2021-05-23 00:00:00,5/23,Wisconsin,5/10/2021,5/24/2021,Probable case death,0,0.00
88,93,6,6,0,2021-05-22 00:00:00,5/22,Wisconsin,5/9/2021,5/23/2021,Probable case death,0,0.00
89,93,5,5,0,2021-05-21 00:00:00,5/21,Wisconsin,5/8/2021,5/22/2021,Probable case death,0,0.00
90,93,3,2,1,2021-05-20 00:00:00,5/20,Wisconsin,5/7/2021,5/21/2021,Probable case death,1,1.00
91,93,4,3,1,2021-05-19 00:00:00,5/19,Wisconsin,5/6/2021,5/20/2021,Probable case death,1,1.00
92,93,4,4,0,2021-05-18 00:00:00,5/18,Wisconsin,5/5/2021,5/19/2021,Probable case death,0,0.00
93,93,1,1,0,2021-05-17 00:00:00,5/17,Wisconsin,5/4/2021,5/18/2021,Probable case death,0,0.00
94,93,7,7,0,2021-05-16 00:00:00,5/16,Wisconsin,5/3/2021,5/17/2021,Probable case death,0,0.00
95,93,5,4,1,2021-05-15 00:00:00,5/15,Wisconsin,5/2/2021,5/16/2021,Probable case death,1,1.00
96,93,4,4,0,2021-05-14 00:00:00,5/14,Wisconsin,5/1/2021,5/15/2021,Probable case death,0,0.00
97,93,6,6,0,2021-05-13 00:00:00,5/13,Wisconsin,4/30/2021,5/14/2021,Probable case death,0,0.00
98,93,5,4,1,2021-05-12 00:00:00,5/12,Wisconsin,4/29/2021,5/13/2021,Probable case death,1,1.00
99,93,6,6,0,2021-05-11 00:00:00,5/11,Wisconsin,4/28/2021,5/12/2021,Probable case death,0,0.00
100,93,4,4,0,2021-05-10 00:00:00,5/10,Wisconsin,4/27/2021,5/11/2021,Probable case death,0,0.00
101,93,7,7,0,2021-05-09 00:00:00,5/09,Wisconsin,4/26/2021,5/10/2021,Probable case death,0,0.00
102,93,4,4,0,2021-05-08 00:00:00,5/08,Wisconsin,4/25/2021,5/9/2021,Probable case death,0,0.00
103,93,3,3,0,2021-05-07 00:00:00,5/07,Wisconsin,4/24/2021,5/8/2021,Probable case death,0,0.00
104,93,3,3,0,2021-05-06 00:00:00,5/06,Wisconsin,4/23/2021,5/7/2021,Probable case death,0,0.00
105,93,4,4,0,2021-05-05 00:00:00,5/05,Wisconsin,4/22/2021,5/6/2021,Probable case death,0,0.00
106,93,6,4,2,2021-05-04 00:00:00,5/04,Wisconsin,4/21/2021,5/5/2021,Probable case death,2,2.00
107,93,8,8,0,2021-05-03 00:00:00,5/03,Wisconsin,4/20/2021,5/4/2021,Probable case death,0,0.00
108,93,6,6,0,2021-05-02 00:00:00,5/02,Wisconsin,4/19/2021,5/3/2021,Probable case death,0,0.00
109,93,9,9,0,2021-05-01 00:00:00,5/01,Wisconsin,4/18/2021,5/2/2021,Probable case death,0,0.00
110,93,6,5,1,2021-04-30 00:00:00,4/30,Wisconsin,4/17/2021,5/1/2021,Probable case death,1,1.00
111,93,4,3,1,2021-04-29 00:00:00,4/29,Wisconsin,4/16/2021,4/30/2021,Probable case death,1,1.00
112,93,4,4,0,2021-04-28 00:00:00,4/28,Wisconsin,4/15/2021,4/29/2021,Probable case death,0,0.00
113,93,10,9,1,2021-04-27 00:00:00,4/27,Wisconsin,4/14/2021,4/28/2021,Probable case death,1,1.00
114,93,7,7,0,2021-04-26 00:00:00,4/26,Wisconsin,4/13/2021,4/27/2021,Probable case death,0,0.00
115,93,4,3,1,2021-04-25 00:00:00,4/25,Wisconsin,4/12/2021,4/26/2021,Probable case death,1,1.00
116,93,4,4,0,2021-04-24 00:00:00,4/24,Wisconsin,4/11/2021,4/25/2021,Probable case death,0,0.00
117,93,6,6,0,2021-04-23 00:00:00,4/23,Wisconsin,4/10/2021,4/24/2021,Probable case death,0,0.00
118,93,7,6,1,2021-04-22 00:00:00,4/22,Wisconsin,4/9/2021,4/23/2021,Probable case death,1,1.00
119,93,8,8,0,2021-04-21 00:00:00,4/21,Wisconsin,4/8/2021,4/22/2021,Probable case death,0,0.00
120,93,7,6,1,2021-04-20 00:00:00,4/20,Wisconsin,4/7/2021,4/21/2021,Probable case death,1,1.00
121,93,3,3,0,2021-04-19 00:00:00,4/19,Wisconsin,4/6/2021,4/20/2021,Probable case death,0,0.00
122,93,1,1,0,2021-04-18 00:00:00,4/18,Wisconsin,4/5/2021,4/19/2021,Probable case death,0,0.00
123,93,5,5,0,2021-04-17 00:00:00,4/17,Wisconsin,4/4/2021,4/18/2021,Probable case death,0,0.00
124,93,9,8,1,2021-04-16 00:00:00,4/16,Wisconsin,4/3/2021,4/17/2021,Probable case death,1,1.00
125,93,4,3,1,2021-04-15 00:00:00,4/15,Wisconsin,4/2/2021,4/16/2021,Probable case death,1,1.00
126,93,3,3,0,2021-04-14 00:00:00,4/14,Wisconsin,4/1/2021,4/15/2021,Probable case death,0,0.00
127,93,5,5,0,2021-04-13 00:00:00,4/13,Wisconsin,3/31/2021,4/14/2021,Probable case death,0,0.00
128,93,7,7,0,2021-04-12 00:00:00,4/12,Wisconsin,3/30/2021,4/13/2021,Probable case death,0,0.00
129,93,6,5,1,2021-04-11 00:00:00,4/11,Wisconsin,3/29/2021,4/12/2021,Probable case death,1,1.00
130,93,4,3,1,2021-04-10 00:00:00,4/10,Wisconsin,3/28/2021,4/11/2021,Probable case death,1,1.00
131,93,5,5,0,2021-04-09 00:00:00,4/09,Wisconsin,3/27/2021,4/10/2021,Probable case death,0,0.00
132,93,9,8,1,2021-04-08 00:00:00,4/08,Wisconsin,3/26/2021,4/9/2021,Probable case death,1,1.00
133,93,6,6,0,2021-04-07 00:00:00,4/07,Wisconsin,3/25/2021,4/8/2021,Probable case death,0,0.00
134,93,4,3,1,2021-04-06 00:00:00,4/06,Wisconsin,3/24/2021,4/7/2021,Probable case death,1,1.00
135,93,0,0,0,2021-04-05 00:00:00,4/05,Wisconsin,3/23/2021,4/6/2021,Probable case death,0,0.00
136,93,4,3,1,2021-04-04 00:00:00,4/04,Wisconsin,3/22/2021,4/5/2021,Probable case death,1,1.00
137,93,4,4,0,2021-04-03 00:00:00,4/03,Wisconsin,3/21/2021,4/4/2021,Probable case death,0,0.00
138,93,3,2,1,2021-04-02 00:00:00,4/02,Wisconsin,3/20/2021,4/3/2021,Probable case death,1,1.00
139,93,4,4,0,2021-04-01 00:00:00,4/01,Wisconsin,3/19/2021,4/2/2021,Probable case death,0,0.00
140,93,5,5,0,2021-03-31 00:00:00,3/31,Wisconsin,3/18/2021,4/1/2021,Probable case death,0,0.00
141,93,6,5,1,2021-03-30 00:00:00,3/30,Wisconsin,3/17/2021,3/31/2021,Probable case death,1,1.00
142,93,6,5,1,2021-03-29 00:00:00,3/29,Wisconsin,3/16/2021,3/30/2021,Probable case death,1,1.00
143,93,5,5,0,2021-03-28 00:00:00,3/28,Wisconsin,3/15/2021,3/29/2021,Probable case death,0,0.00
144,93,3,2,1,2021-03-27 00:00:00,3/27,Wisconsin,3/14/2021,3/28/2021,Probable case death,1,1.00
145,93,4,3,1,2021-03-26 00:00:00,3/26,Wisconsin,3/13/2021,3/27/2021,Probable case death,1,1.00
146,93,4,3,1,2021-03-25 00:00:00,3/25,Wisconsin,3/12/2021,3/26/2021,Probable case death,1,1.00
147,93,6,6,0,2021-03-24 00:00:00,3/24,Wisconsin,3/11/2021,3/25/2021,Probable case death,0,0.00
148,93,6,6,0,2021-03-23 00:00:00,3/23,Wisconsin,3/10/2021,3/24/2021,Probable case death,0,0.00
149,93,8,7,1,2021-03-22 00:00:00,3/22,Wisconsin,3/9/2021,3/23/2021,Probable case death,1,1.00
150,93,3,2,1,2021-03-21 00:00:00,3/21,Wisconsin,3/8/2021,3/22/2021,Probable case death,1,1.00
151,93,5,5,0,2021-03-20 00:00:00,3/20,Wisconsin,3/7/2021,3/21/2021,Probable case death,0,0.00
152,93,7,7,0,2021-03-19 00:00:00,3/19,Wisconsin,3/6/2021,3/20/2021,Probable case death,0,0.00
153,93,3,3,0,2021-03-18 00:00:00,3/18,Wisconsin,3/5/2021,3/19/2021,Probable case death,0,0.00
154,93,4,4,0,2021-03-17 00:00:00,3/17,Wisconsin,3/4/2021,3/18/2021,Probable case death,0,0.00
155,93,1,1,0,2021-03-16 00:00:00,3/16,Wisconsin,3/3/2021,3/17/2021,Probable case death,0,0.00
156,93,5,5,0,2021-03-15 00:00:00,3/15,Wisconsin,3/2/2021,3/16/2021,Probable case death,0,0.00
157,93,3,3,0,2021-03-14 00:00:00,3/14,Wisconsin,3/1/2021,3/15/2021,Probable case death,0,0.00
158,93,4,2,2,2021-03-13 00:00:00,3/13,Wisconsin,2/28/2021,3/14/2021,Probable case death,2,2.00
159,93,5,5,0,2021-03-12 00:00:00,3/12,Wisconsin,2/27/2021,3/13/2021,Probable case death,0,0.00
160,93,4,4,0,2021-03-11 00:00:00,3/11,Wisconsin,2/26/2021,3/12/2021,Probable case death,0,0.00
161,93,2,2,0,2021-03-10 00:00:00,3/10,Wisconsin,2/25/2021,3/11/2021,Probable case death,0,0.00
162,93,4,4,0,2021-03-09 00:00:00,3/09,Wisconsin,2/24/2021,3/10/2021,Probable case death,0,0.00
163,93,10,7,3,2021-03-08 00:00:00,3/08,Wisconsin,2/23/2021,3/9/2021,Probable case death,3,3.00
164,93,11,10,1,2021-03-07 00:00:00,3/07,Wisconsin,2/22/2021,3/8/2021,Probable case death,1,1.00
165,93,3,3,0,2021-03-06 00:00:00,3/06,Wisconsin,2/21/2021,3/7/2021,Probable case death,0,0.00
166,93,5,5,0,2021-03-05 00:00:00,3/05,Wisconsin,2/20/2021,3/6/2021,Probable case death,0,0.00
167,93,5,5,0,2021-03-04 00:00:00,3/04,Wisconsin,2/19/2021,3/5/2021,Probable case death,0,0.00
168,93,9,9,0,2021-03-03 00:00:00,3/03,Wisconsin,2/18/2021,3/4/2021,Probable case death,0,0.00
169,93,7,7,0,2021-03-02 00:00:00,3/02,Wisconsin,2/17/2021,3/3/2021,Probable case death,0,0.00
170,93,8,8,0,2021-03-01 00:00:00,3/01,Wisconsin,2/16/2021,3/2/2021,Probable case death,0,0.00
171,93,7,7,0,2021-02-28 00:00:00,2/28,Wisconsin,2/15/2021,3/1/2021,Probable case death,0,0.00
172,93,7,7,0,2021-02-27 00:00:00,2/27,Wisconsin,2/14/2021,2/28/2021,Probable case death,0,0.00
173,93,9,9,0,2021-02-26 00:00:00,2/26,Wisconsin,2/13/2021,2/27/2021,Probable case death,0,0.00
174,93,15,13,2,2021-02-25 00:00:00,2/25,Wisconsin,2/12/2021,2/26/2021,Probable case death,2,2.00
175,93,10,8,2,2021-02-24 00:00:00,2/24,Wisconsin,2/11/2021,2/25/2021,Probable case death,2,2.00
176,93,8,7,1,2021-02-23 00:00:00,2/23,Wisconsin,2/10/2021,2/24/2021,Probable case death,1,1.00
177,93,10,10,0,2021-02-22 00:00:00,2/22,Wisconsin,2/9/2021,2/23/2021,Probable case death,0,0.00
178,93,9,7,2,2021-02-21 00:00:00,2/21,Wisconsin,2/8/2021,2/22/2021,Probable case death,2,2.00
179,93,7,7,0,2021-02-20 00:00:00,2/20,Wisconsin,2/7/2021,2/21/2021,Probable case death,0,0.00
180,93,13,13,0,2021-02-19 00:00:00,2/19,Wisconsin,2/6/2021,2/20/2021,Probable case death,0,0.00
181,93,11,11,0,2021-02-18 00:00:00,2/18,Wisconsin,2/5/2021,2/19/2021,Probable case death,0,0.00
182,93,7,6,1,2021-02-17 00:00:00,2/17,Wisconsin,2/4/2021,2/18/2021,Probable case death,1,1.00
183,93,6,5,1,2021-02-16 00:00:00,2/16,Wisconsin,2/3/2021,2/17/2021,Probable case death,1,1.00
184,93,6,6,0,2021-02-15 00:00:00,2/15,Wisconsin,2/2/2021,2/16/2021,Probable case death,0,0.00
185,93,17,17,0,2021-02-14 00:00:00,2/14,Wisconsin,2/1/2021,2/15/2021,Probable case death,0,0.00
186,93,16,15,1,2021-02-13 00:00:00,2/13,Wisconsin,1/31/2021,2/14/2021,Probable case death,1,1.00
187,93,11,10,1,2021-02-12 00:00:00,2/12,Wisconsin,1/30/2021,2/13/2021,Probable case death,1,1.00
188,93,17,17,0,2021-02-11 00:00:00,2/11,Wisconsin,1/29/2021,2/12/2021,Probable case death,0,0.00
189,93,8,5,3,2021-02-10 00:00:00,2/10,Wisconsin,1/28/2021,2/11/2021,Probable case death,3,3.00
190,93,23,20,3,2021-02-09 00:00:00,2/09,Wisconsin,1/27/2021,2/10/2021,Probable case death,3,3.00
191,93,10,9,1,2021-02-08 00:00:00,2/08,Wisconsin,1/26/2021,2/9/2021,Probable case death,1,1.00
192,93,18,14,4,2021-02-07 00:00:00,2/07,Wisconsin,1/25/2021,2/8/2021,Probable case death,4,4.00
193,93,15,10,5,2021-02-06 00:00:00,2/06,Wisconsin,1/24/2021,2/7/2021,Probable case death,5,5.00
194,93,15,12,3,2021-02-05 00:00:00,2/05,Wisconsin,1/23/2021,2/6/2021,Probable case death,3,3.00
195,93,29,24,5,2021-02-04 00:00:00,2/04,Wisconsin,1/22/2021,2/5/2021,Probable case death,5,5.00
196,93,29,22,7,2021-02-03 00:00:00,2/03,Wisconsin,1/21/2021,2/4/2021,Probable case death,7,7.00
197,93,24,19,5,2021-02-02 00:00:00,2/02,Wisconsin,1/20/2021,2/3/2021,Probable case death,5,5.00
198,93,23,20,3,2021-02-01 00:00:00,2/01,Wisconsin,1/19/2021,2/2/2021,Probable case death,3,3.00
199,93,20,19,1,2021-01-31 00:00:00,1/31,Wisconsin,1/18/2021,2/1/2021,Probable case death,1,1.00
200,93,33,31,2,2021-01-30 00:00:00,1/30,Wisconsin,1/17/2021,1/31/2021,Probable case death,2,2.00
201,93,23,19,4,2021-01-29 00:00:00,1/29,Wisconsin,1/16/2021,1/30/2021,Probable case death,4,4.00
202,93,28,26,2,2021-01-28 00:00:00,1/28,Wisconsin,1/15/2021,1/29/2021,Probable case death,2,2.00
203,93,27,24,3,2021-01-27 00:00:00,1/27,Wisconsin,1/14/2021,1/28/2021,Probable case death,3,3.00
204,93,24,23,1,2021-01-26 00:00:00,1/26,Wisconsin,1/13/2021,1/27/2021,Probable case death,1,1.00
205,93,23,17,6,2021-01-25 00:00:00,1/25,Wisconsin,1/12/2021,1/26/2021,Probable case death,6,6.00
206,93,32,28,4,2021-01-24 00:00:00,1/24,Wisconsin,1/11/2021,1/25/2021,Probable case death,4,4.00
207,93,34,25,9,2021-01-23 00:00:00,1/23,Wisconsin,1/10/2021,1/24/2021,Probable case death,9,9.00
208,93,31,29,2,2021-01-22 00:00:00,1/22,Wisconsin,1/9/2021,1/23/2021,Probable case death,2,2.00
209,93,35,33,2,2021-01-21 00:00:00,1/21,Wisconsin,1/8/2021,1/22/2021,Probable case death,2,2.00
210,93,28,24,4,2021-01-20 00:00:00,1/20,Wisconsin,1/7/2021,1/21/2021,Probable case death,4,4.00
211,93,31,22,9,2021-01-19 00:00:00,1/19,Wisconsin,1/6/2021,1/20/2021,Probable case death,9,9.00
212,93,30,25,5,2021-01-18 00:00:00,1/18,Wisconsin,1/5/2021,1/19/2021,Probable case death,5,5.00
213,93,29,29,0,2021-01-17 00:00:00,1/17,Wisconsin,1/4/2021,1/18/2021,Probable case death,0,0.00
214,93,39,32,7,2021-01-16 00:00:00,1/16,Wisconsin,1/3/2021,1/17/2021,Probable case death,7,7.00
215,93,35,27,8,2021-01-15 00:00:00,1/15,Wisconsin,1/2/2021,1/16/2021,Probable case death,8,8.00
216,93,30,22,8,2021-01-14 00:00:00,1/14,Wisconsin,1/1/2021,1/15/2021,Probable case death,8,8.00
217,93,40,33,7,2021-01-13 00:00:00,1/13,Wisconsin,12/31/2020,1/14/2021,Probable case death,7,7.00
218,93,32,25,7,2021-01-12 00:00:00,1/12,Wisconsin,12/30/2020,1/13/2021,Probable case death,7,7.00
219,93,40,33,7,2021-01-11 00:00:00,1/11,Wisconsin,12/29/2020,1/12/2021,Probable case death,7,7.00
220,93,22,17,5,2021-01-10 00:00:00,1/10,Wisconsin,12/28/2020,1/11/2021,Probable case death,5,5.00
221,93,36,30,6,2021-01-09 00:00:00,1/09,Wisconsin,12/27/2020,1/10/2021,Probable case death,6,6.00
222,93,40,31,9,2021-01-08 00:00:00,1/08,Wisconsin,12/26/2020,1/9/2021,Probable case death,9,9.00
223,93,51,43,8,2021-01-07 00:00:00,1/07,Wisconsin,12/25/2020,1/8/2021,Probable case death,8,8.00
224,93,35,28,7,2021-01-06 00:00:00,1/06,Wisconsin,12/24/2020,1/7/2021,Probable case death,7,7.00
225,93,41,35,6,2021-01-05 00:00:00,1/05,Wisconsin,12/23/2020,1/6/2021,Probable case death,6,6.00
226,93,33,29,4,2021-01-04 00:00:00,1/04,Wisconsin,12/22/2020,1/5/2021,Probable case death,4,4.00
