Virus name,Accession ID,Collection date
hCoV-19/USA/WI-UW-3205/2021,EPI_ISL_1017802,2021-01-27
hCoV-19/USA/WI-UW-3206/2021,EPI_ISL_1017803,2021-01-27
hCoV-19/USA/WI-UW-3209/2021,EPI_ISL_1017804,2021-01-21
hCoV-19/USA/WI-UW-3210/2021,EPI_ISL_1017805,2021-01-27
hCoV-19/USA/WI-UW-3211/2021,EPI_ISL_1017806,2021-01-27
hCoV-19/USA/WI-UW-3212/2021,EPI_ISL_1017807,2021-01-29
hCoV-19/USA/WI-UW-3213/2021,EPI_ISL_1017808,2021-01-25
hCoV-19/USA/WI-UW-3214/2021,EPI_ISL_1017809,2021-01-27
hCoV-19/USA/WI-UW-3215/2021,EPI_ISL_1017810,2021-02-01
hCoV-19/USA/WI-UW-3216/2021,EPI_ISL_1017811,2021-01-27
hCoV-19/USA/WI-UW-3217/2021,EPI_ISL_1017812,2021-01-27
hCoV-19/USA/WI-UW-3218/2021,EPI_ISL_1017813,2021-02-01
hCoV-19/USA/WI-UW-3219/2021,EPI_ISL_1017814,2021-01-27
hCoV-19/USA/WI-UW-3220/2021,EPI_ISL_1017815,2021-02-01
hCoV-19/USA/WI-UW-3221/2021,EPI_ISL_1017816,2021-01-25
hCoV-19/USA/WI-UW-3222/2021,EPI_ISL_1017817,2021-01-27
hCoV-19/USA/WI-UW-3223/2021,EPI_ISL_1017818,2021-01-27
hCoV-19/USA/WI-UW-3224/2021,EPI_ISL_1017819,2021-02-01
hCoV-19/USA/WI-UW-3225/2021,EPI_ISL_1017820,2021-02-01
hCoV-19/USA/WI-UW-3226/2021,EPI_ISL_1017821,2021-02-01
hCoV-19/USA/WI-UW-3227/2021,EPI_ISL_1017822,2021-02-01
hCoV-19/USA/WI-UW-3309/2021,EPI_ISL_1017823,2021-02-10
hCoV-19/USA/WI-UW-3310/2021,EPI_ISL_1017824,2021-02-01
hCoV-19/USA/WI-UW-3311/2021,EPI_ISL_1017825,2021-02-01
hCoV-19/USA/WI-UW-3312/2021,EPI_ISL_1017826,2021-02-01
hCoV-19/USA/WI-UW-3313/2021,EPI_ISL_1017827,2021-02-01
hCoV-19/USA/WI-UW-3314/2021,EPI_ISL_1017828,2021-02-01
hCoV-19/USA/WI-UW-3315/2021,EPI_ISL_1017829,2021-02-02
hCoV-19/USA/WI-UW-3316/2021,EPI_ISL_1017830,2021-02-05
hCoV-19/USA/WI-UW-3317/2021,EPI_ISL_1017831,2021-02-08
hCoV-19/USA/WI-UW-3318/2021,EPI_ISL_1017832,2021-02-08
hCoV-19/USA/WI-UW-3319/2021,EPI_ISL_1017833,2021-02-08
hCoV-19/USA/WI-UW-3321/2021,EPI_ISL_1017834,2021-02-10
hCoV-19/USA/WI-CDC-LC0005598/2021,EPI_ISL_1022340,2021-01-15
hCoV-19/USA/WI-CDC-LC0005600/2021,EPI_ISL_1022341,2021-01-15
hCoV-19/USA/WI-CDC-LC0005601/2021,EPI_ISL_1022342,2021-01-15
hCoV-19/USA/WI-CDC-LC0001742/2020,EPI_ISL_1028529,2020-12-27
hCoV-19/USA/WI-CDC-LC0001826/2020,EPI_ISL_1028534,2020-12-27
hCoV-19/USA/WI-CDC-LC0011217/2021,EPI_ISL_1036976,2021-02-01
hCoV-19/USA/WI-UW-3477/2021,EPI_ISL_1064239,2021-01-30
hCoV-19/USA/WI-UW-3486/2021,EPI_ISL_1064240,2021-01-29
hCoV-19/USA/WI-UW-3478/2021,EPI_ISL_1064241,2021-02-01
hCoV-19/USA/WI-UW-3484/2021,EPI_ISL_1064242,2021-01-30
hCoV-19/USA/WI-UW-3471/2021,EPI_ISL_1064243,2021-02-01
hCoV-19/USA/WI-UW-3466/2021,EPI_ISL_1064244,2021-02-03
hCoV-19/USA/WI-UW-3472/2021,EPI_ISL_1064245,2021-02-02
hCoV-19/USA/WI-UW-3487/2021,EPI_ISL_1064246,2021-02-02
hCoV-19/USA/WI-UW-3468/2021,EPI_ISL_1064247,2021-01-29
hCoV-19/USA/WI-UW-3467/2021,EPI_ISL_1064248,2021-02-02
hCoV-19/USA/WI-UW-3480/2021,EPI_ISL_1064249,2021-02-02
hCoV-19/USA/WI-UW-3465/2021,EPI_ISL_1064250,2021-02-03
hCoV-19/USA/WI-UW-3460/2021,EPI_ISL_1064251,2021-02-04
hCoV-19/USA/WI-UW-3475/2021,EPI_ISL_1064252,2021-02-04
hCoV-19/USA/WI-UW-3493/2021,EPI_ISL_1064253,2021-02-03
hCoV-19/USA/WI-UW-3489/2021,EPI_ISL_1064254,2021-01-30
hCoV-19/USA/WI-UW-3476/2021,EPI_ISL_1064255,2021-01-29
hCoV-19/USA/WI-UW-3492/2021,EPI_ISL_1064256,2021-02-03
hCoV-19/USA/WI-UW-3474/2021,EPI_ISL_1064257,2021-01-29
hCoV-19/USA/WI-UW-3463/2021,EPI_ISL_1064258,2021-02-01
hCoV-19/USA/WI-UW-3481/2021,EPI_ISL_1064259,2021-02-03
hCoV-19/USA/WI-UW-3491/2021,EPI_ISL_1064281,2021-02-04
hCoV-19/USA/WI-UW-3528/2021,EPI_ISL_1064282,2021-02-04
hCoV-19/USA/WI-UW-3530/2021,EPI_ISL_1064283,2021-02-09
hCoV-19/USA/WI-UW-3518/2021,EPI_ISL_1064284,2021-02-09
hCoV-19/USA/WI-UW-3520/2021,EPI_ISL_1064285,2021-02-09
hCoV-19/USA/WI-UW-3527/2021,EPI_ISL_1064286,2021-02-04
hCoV-19/USA/WI-UW-3511/2021,EPI_ISL_1064287,2021-02-09
hCoV-19/USA/WI-UW-3523/2021,EPI_ISL_1064288,2021-02-08
hCoV-19/USA/WI-UW-3526/2021,EPI_ISL_1064289,2021-02-08
hCoV-19/USA/WI-UW-3544/2021,EPI_ISL_1112220,2021-02-11
hCoV-19/USA/WI-CDC-22208045/2021,EPI_ISL_1193669,2021-02-18
hCoV-19/USA/WI-CDC-2-3925198/2021,EPI_ISL_1226214,2021-02-10
hCoV-19/USA/WI-CDC-2-3925293/2021,EPI_ISL_1226215,2021-02-10
hCoV-19/USA/WI-CDC-2-3925200/2021,EPI_ISL_1226216,2021-02-09
hCoV-19/USA/WI-CDC-2-3925170/2021,EPI_ISL_1226217,2021-02-11
hCoV-19/USA/WI-CDC-2-3925265/2021,EPI_ISL_1226218,2021-02-11
hCoV-19/USA/WI-CDC-2-3925253/2021,EPI_ISL_1226219,2021-02-10
hCoV-19/USA/WI-CDC-2-3925255/2021,EPI_ISL_1226220,2021-02-11
hCoV-19/USA/WI-CDC-2-3925294/2021,EPI_ISL_1226221,2021-02-12
hCoV-19/USA/WI-CDC-2-3925171/2021,EPI_ISL_1226222,2021-02-11
hCoV-19/USA/WI-CDC-2-3925264/2021,EPI_ISL_1226223,2021-02-12
hCoV-19/USA/WI-CDC-2-3926195/2021,EPI_ISL_1226224,2021-02-14
hCoV-19/USA/WI-CDC-2-3926254/2021,EPI_ISL_1226225,2021-02-15
hCoV-19/USA/WI-CDC-2-3926157/2021,EPI_ISL_1226226,2021-02-15
hCoV-19/USA/WI-UW-3719/2021,EPI_ISL_1252460,2021-02-24
hCoV-19/USA/WI-UW-3732/2021,EPI_ISL_1252461,2021-03-02
hCoV-19/USA/WI-UW-3721/2021,EPI_ISL_1252462,2021-02-27
hCoV-19/USA/WI-UW-3726/2021,EPI_ISL_1252463,2021-02-27
hCoV-19/USA/WI-UW-3724/2021,EPI_ISL_1252464,2021-02-25
hCoV-19/USA/WI-UW-3736/2021,EPI_ISL_1252465,2021-03-01
hCoV-19/USA/WI-UW-3730/2021,EPI_ISL_1252466,2021-02-27
hCoV-19/USA/WI-UW-3733/2021,EPI_ISL_1252467,2021-03-02
hCoV-19/USA/WI-UW-3734/2021,EPI_ISL_1252468,2021-03-03
hCoV-19/USA/WI-UW-3735/2021,EPI_ISL_1252469,2021-03-03
hCoV-19/USA/WI-UW-3722/2021,EPI_ISL_1252470,2021-02-25
hCoV-19/USA/WI-UW-3723/2021,EPI_ISL_1252471,2021-02-24
hCoV-19/USA/WI-UW-3727/2021,EPI_ISL_1252472,2021-02-24
hCoV-19/USA/WI-UW-3729/2021,EPI_ISL_1252473,2021-02-24
hCoV-19/USA/WI-UW-3762/2021,EPI_ISL_1252556,2021-03-02
hCoV-19/USA/WI-UW-3769/2021,EPI_ISL_1252557,2021-03-01
hCoV-19/USA/WI-UW-3764/2021,EPI_ISL_1252558,2021-03-02
hCoV-19/USA/WI-UW-3759/2021,EPI_ISL_1252559,2021-03-02
hCoV-19/USA/WI-UW-3765/2021,EPI_ISL_1252560,2021-03-02
hCoV-19/USA/WI-UW-3760/2021,EPI_ISL_1252561,2021-03-01
hCoV-19/USA/WI-UW-3766/2021,EPI_ISL_1252562,2021-03-02
hCoV-19/USA/WI-UW-3767/2021,EPI_ISL_1252563,2021-03-03
hCoV-19/USA/WI-UW-3761/2021,EPI_ISL_1252564,2021-03-01
hCoV-19/USA/WI-UW-3763/2021,EPI_ISL_1252565,2021-03-03
hCoV-19/USA/WI-UW-3768/2021,EPI_ISL_1252566,2021-03-03
hCoV-19/USA/WI-UW-3784/2021,EPI_ISL_1252567,2021-03-03
hCoV-19/USA/WI-UW-3785/2021,EPI_ISL_1252568,2021-03-01
hCoV-19/USA/WI-UW-3779/2021,EPI_ISL_1252569,2021-03-01
hCoV-19/USA/WI-UW-3783/2021,EPI_ISL_1252570,2021-03-02
hCoV-19/USA/WI-UW-3773/2021,EPI_ISL_1252571,2021-03-02
hCoV-19/USA/WI-UW-3789/2021,EPI_ISL_1252572,2021-03-03
hCoV-19/USA/WI-UW-3777/2021,EPI_ISL_1252573,2021-03-01
hCoV-19/USA/WI-UW-3771/2021,EPI_ISL_1252574,2021-03-02
hCoV-19/USA/WI-UW-3782/2021,EPI_ISL_1252575,2021-03-02
hCoV-19/USA/WI-UW-3774/2021,EPI_ISL_1252576,2021-03-03
hCoV-19/USA/WI-UW-3788/2021,EPI_ISL_1252577,2021-03-01
hCoV-19/USA/WI-UW-3770/2021,EPI_ISL_1252578,2021-03-01
hCoV-19/USA/WI-UW-3786/2021,EPI_ISL_1252579,2021-03-01
hCoV-19/USA/WI-Yale-1930/2021,EPI_ISL_1293094,2021-02-19
hCoV-19/USA/WI-WSLH-211935/2021,EPI_ISL_1421200,2021-03-02
hCoV-19/USA/WI-WSLH-211936/2021,EPI_ISL_1421201,2021-03-02
hCoV-19/USA/WI-WSLH-211937/2021,EPI_ISL_1421203,2021-03-02
hCoV-19/USA/WI-WSLH-211938/2021,EPI_ISL_1421204,2021-03-02
hCoV-19/USA/WI-WSLH-211939/2021,EPI_ISL_1421206,2021-03-03
hCoV-19/USA/WI-WSLH-211940/2021,EPI_ISL_1421207,2021-03-01
hCoV-19/USA/WI-WSLH-211941/2021,EPI_ISL_1421209,2021-03-01
hCoV-19/USA/WI-WSLH-211942/2021,EPI_ISL_1421210,2021-03-02
hCoV-19/USA/WI-WSLH-211943/2021,EPI_ISL_1421212,2021-03-02
hCoV-19/USA/WI-WSLH-211944/2021,EPI_ISL_1421213,2021-03-01
hCoV-19/USA/WI-WSLH-211945/2021,EPI_ISL_1421215,2021-03-03
hCoV-19/USA/WI-WSLH-211946/2021,EPI_ISL_1421216,2021-03-03
hCoV-19/USA/WI-WSLH-211948/2021,EPI_ISL_1421218,2021-03-01
hCoV-19/USA/WI-WSLH-211949/2021,EPI_ISL_1421219,2021-03-02
hCoV-19/USA/WI-WSLH-211950/2021,EPI_ISL_1421221,2021-02-28
hCoV-19/USA/WI-WSLH-211951/2021,EPI_ISL_1421222,2021-02-28
hCoV-19/USA/WI-WSLH-211952/2021,EPI_ISL_1421224,2021-03-03
hCoV-19/USA/WI-WSLH-211953/2021,EPI_ISL_1421225,2021-03-02
hCoV-19/USA/WI-WSLH-211954/2021,EPI_ISL_1421227,2021-03-02
hCoV-19/USA/WI-WSLH-211970/2021,EPI_ISL_1421250,2021-03-01
hCoV-19/USA/WI-WSLH-211971/2021,EPI_ISL_1421252,2021-03-01
hCoV-19/USA/WI-WSLH-211972/2021,EPI_ISL_1421253,2021-03-01
hCoV-19/USA/WI-WSLH-211973/2021,EPI_ISL_1421255,2021-02-27
hCoV-19/USA/WI-WSLH-211974/2021,EPI_ISL_1421256,2021-02-27
hCoV-19/USA/WI-WSLH-211975/2021,EPI_ISL_1421258,2021-02-28
hCoV-19/USA/WI-WSLH-211976/2021,EPI_ISL_1421260,2021-02-28
hCoV-19/USA/WI-WSLH-211977/2021,EPI_ISL_1421263,2021-03-02
hCoV-19/USA/WI-WSLH-211978/2021,EPI_ISL_1421265,2021-03-02
hCoV-19/USA/WI-WSLH-211979/2021,EPI_ISL_1421267,2021-03-02
hCoV-19/USA/WI-WSLH-211981/2021,EPI_ISL_1421270,2021-03-01
hCoV-19/USA/WI-WSLH-211982/2021,EPI_ISL_1421271,2021-03-01
hCoV-19/USA/WI-WSLH-211983/2021,EPI_ISL_1421273,2021-03-02
hCoV-19/USA/WI-WSLH-211984/2021,EPI_ISL_1421274,2021-03-02
hCoV-19/USA/WI-WSLH-211985/2021,EPI_ISL_1421276,2021-03-02
hCoV-19/USA/WI-WSLH-211986/2021,EPI_ISL_1421277,2021-03-02
hCoV-19/USA/WI-WSLH-211987/2021,EPI_ISL_1421279,2021-03-02
hCoV-19/USA/WI-WSLH-211991/2021,EPI_ISL_1421280,2021-03-02
hCoV-19/USA/WI-WSLH-211992/2021,EPI_ISL_1421282,2021-03-02
hCoV-19/USA/WI-WSLH-211993/2021,EPI_ISL_1421283,2021-03-03
hCoV-19/USA/WI-WSLH-211994/2021,EPI_ISL_1421285,2021-03-01
hCoV-19/USA/WI-WSLH-211995/2021,EPI_ISL_1421286,2021-03-02
hCoV-19/USA/WI-WSLH-211996/2021,EPI_ISL_1421288,2021-03-02
hCoV-19/USA/WI-WSLH-211997/2021,EPI_ISL_1421289,2021-03-01
hCoV-19/USA/WI-WSLH-211998/2021,EPI_ISL_1421291,2021-03-02
hCoV-19/USA/WI-WSLH-211999/2021,EPI_ISL_1421292,2021-03-02
hCoV-19/USA/WI-WSLH-212000/2021,EPI_ISL_1421294,2021-03-01
hCoV-19/USA/WI-WSLH-212001/2021,EPI_ISL_1421295,2021-03-02
hCoV-19/USA/WI-WSLH-212002/2021,EPI_ISL_1421297,2021-03-02
hCoV-19/USA/WI-WSLH-212003/2021,EPI_ISL_1421298,2021-03-02
hCoV-19/USA/WI-CDC-ASC210000103/2021,EPI_ISL_1445276,2021-03-02
hCoV-19/USA/WI-CDC-FG-013567/2021,EPI_ISL_1482220,2021-03-18
hCoV-19/USA/WI-CDC-FG-013573/2021,EPI_ISL_1482221,2021-03-18
hCoV-19/USA/WI-CDC-FG-013574/2021,EPI_ISL_1482222,2021-03-18
hCoV-19/USA/WI-CDC-FG-016798/2021,EPI_ISL_1525824,2021-03-23
hCoV-19/USA/WI-CDC-FG-016805/2021,EPI_ISL_1525825,2021-03-23
hCoV-19/USA/WI-CDC-FG-016845/2021,EPI_ISL_1525832,2021-03-23
hCoV-19/USA/WI-CDC-FG-016956/2021,EPI_ISL_1525855,2021-03-23
hCoV-19/USA/WI-UW-1006/2020,EPI_ISL_516432,2020-07-17
hCoV-19/USA/WI-UW-1007/2020,EPI_ISL_516433,2020-07-19
hCoV-19/USA/WI-UW-1008/2020,EPI_ISL_516434,2020-07-20
hCoV-19/USA/WI-UW-1010/2020,EPI_ISL_516436,2020-07-22
hCoV-19/USA/WI-UW-1011/2020,EPI_ISL_516437,2020-07-17
hCoV-19/USA/WI-UW-1012/2020,EPI_ISL_516438,2020-07-17
hCoV-19/USA/WI-UW-1013/2020,EPI_ISL_516439,2020-07-22
hCoV-19/USA/WI-UW-1014/2020,EPI_ISL_516440,2020-07-22
hCoV-19/USA/WI-UW-1015/2020,EPI_ISL_516441,2020-07-22
hCoV-19/USA/WI-UW-1016/2020,EPI_ISL_516442,2020-07-21
hCoV-19/USA/WI-UW-1017/2020,EPI_ISL_516443,2020-07-17
hCoV-19/USA/WI-UW-1018/2020,EPI_ISL_516444,2020-07-21
hCoV-19/USA/WI-UW-1019/2020,EPI_ISL_516445,2020-07-16
hCoV-19/USA/WI-UW-1020/2020,EPI_ISL_516446,2020-08-04
hCoV-19/USA/WI-UW-1021/2020,EPI_ISL_516447,2020-07-31
hCoV-19/USA/WI-UW-1022/2020,EPI_ISL_516448,2020-07-31
hCoV-19/USA/WI-UW-1023/2020,EPI_ISL_516449,2020-08-02
hCoV-19/USA/WI-UW-1024/2020,EPI_ISL_516450,2020-05-31
hCoV-19/USA/WI-UW-1025/2020,EPI_ISL_516451,2020-08-04
hCoV-19/USA/WI-UW-1026/2020,EPI_ISL_516452,2020-08-04
hCoV-19/USA/WI-UW-1027/2020,EPI_ISL_516453,2020-08-05
hCoV-19/USA/WI-UW-1028/2020,EPI_ISL_516454,2020-08-04
hCoV-19/USA/WI-UW-1029/2020,EPI_ISL_516455,2020-08-03
hCoV-19/USA/WI-UW-1030/2020,EPI_ISL_516456,2020-08-01
hCoV-19/USA/WI-UW-1031/2020,EPI_ISL_516457,2020-07-30
hCoV-19/USA/WI-UW-1032/2020,EPI_ISL_516458,2020-07-31
hCoV-19/USA/WI-UW-1033/2020,EPI_ISL_516459,2020-07-30
hCoV-19/USA/WI-UW-1034/2020,EPI_ISL_516460,2020-08-03
hCoV-19/USA/WI-UW-1035/2020,EPI_ISL_516461,2020-08-04
hCoV-19/USA/WI-UW-1036/2020,EPI_ISL_516462,2020-08-03
hCoV-19/USA/WI-UW-1037/2020,EPI_ISL_516463,2020-08-04
hCoV-19/USA/WI-UW-1038/2020,EPI_ISL_516464,2020-07-31
hCoV-19/USA/WI-UW-1040/2020,EPI_ISL_516466,2020-07-30
hCoV-19/USA/WI-UW-1041/2020,EPI_ISL_516467,2020-08-03
hCoV-19/USA/WI-UW-1042/2020,EPI_ISL_516468,2020-08-02
hCoV-19/USA/WI-UW-1043/2020,EPI_ISL_516469,2020-08-01
hCoV-19/USA/WI-UW-1066/2020,EPI_ISL_516492,2020-07-30
hCoV-19/USA/WI-UW-1067/2020,EPI_ISL_516493,2020-07-30
hCoV-19/USA/WI-UW-1068/2020,EPI_ISL_516494,2020-07-30
hCoV-19/USA/WI-UW-1069/2020,EPI_ISL_516495,2020-07-31
hCoV-19/USA/WI-UW-1070/2020,EPI_ISL_516496,2020-08-05
hCoV-19/USA/WI-UW-1071/2020,EPI_ISL_516497,2020-07-29
hCoV-19/USA/WI-UW-1072/2020,EPI_ISL_516498,2020-07-24
hCoV-19/USA/WI-QDX-440/2020,EPI_ISL_571260,2020-03-20
hCoV-19/USA/WI-WSLH-200529/2020,EPI_ISL_578668,2020-05-27
hCoV-19/USA/WI-WSLH-200530/2020,EPI_ISL_578669,2020-05-28
hCoV-19/USA/WI-WSLH-200531/2020,EPI_ISL_578670,2020-05-27
hCoV-19/USA/WI-WSLH-200532/2020,EPI_ISL_578671,2020-05-27
hCoV-19/USA/WI-WSLH-200535/2020,EPI_ISL_578672,2020-05-30
hCoV-19/USA/WI-WSLH-200536/2020,EPI_ISL_578673,2020-05-29
hCoV-19/USA/WI-WSLH-200537/2020,EPI_ISL_578674,2020-05-29
hCoV-19/USA/WI-WSLH-200565/2020,EPI_ISL_578678,2020-05-29
hCoV-19/USA/WI-WSLH-200579/2020,EPI_ISL_578690,2020-06-08
hCoV-19/USA/WI-WSLH-200580/2020,EPI_ISL_578691,2020-06-05
hCoV-19/USA/WI-WSLH-200581/2020,EPI_ISL_578692,2020-06-08
hCoV-19/USA/WI-WSLH-200582/2020,EPI_ISL_578693,2020-06-08
hCoV-19/USA/WI-WSLH-200584/2020,EPI_ISL_578694,2020-06-08
hCoV-19/USA/WI-WSLH-200585/2020,EPI_ISL_578695,2020-06-08
hCoV-19/USA/WI-WSLH-200587/2020,EPI_ISL_631389,2020-06-08
hCoV-19/USA/WI-GMF-32905/2020,EPI_ISL_661168,2020-11-10
hCoV-19/USA/WI-GMF-33162/2020,EPI_ISL_661171,2020-11-11
hCoV-19/USA/WI-GMF-33231/2020,EPI_ISL_661172,2020-11-11
hCoV-19/USA/WI-GMF-M3001/2020,EPI_ISL_661173,2020-11-16
hCoV-19/USA/WI-QDX-3491/2020,EPI_ISL_876916,2020-08-29
hCoV-19/USA/WI-QDX-4337/2021,EPI_ISL_915357,2021-01-15
hCoV-19/USA/WI-GMF-42080/2020,EPI_ISL_942943,2020-12-14
hCoV-19/USA/WI-GMF-47449/2021,EPI_ISL_942944,2021-01-06
hCoV-19/USA/WI-GMF-48171/2021,EPI_ISL_942945,2021-01-10
hCoV-19/USA/WI-GMF-50028/2021,EPI_ISL_942946,2021-01-18
hCoV-19/USA/WI-GMF-50503/2021,EPI_ISL_942947,2021-01-20
hCoV-19/USA/WI-GMF-50751/2021,EPI_ISL_942948,2021-01-21
hCoV-19/USA/WI-GMF-51449/2021,EPI_ISL_942949,2021-01-25
hCoV-19/USA/WI-GMF-51627/2021,EPI_ISL_942950,2021-01-25
hCoV-19/USA/WI-CDC-STM-000009037/2021,EPI_ISL_1016533,2021-02-02
hCoV-19/USA/WI-Yale-1136/2020,EPI_ISL_1017551,2020-12-15
hCoV-19/USA/WI-CDC-LC0001740/2020,EPI_ISL_1028227,2020-12-26
hCoV-19/USA/WI-CDC-LC0001796/2020,EPI_ISL_1028249,2020-12-26
hCoV-19/USA/WI-WSLH-211153/2020,EPI_ISL_1067818,2020-10-29
hCoV-19/USA/WI-WSLH-211018/2021,EPI_ISL_1067819,2021-01-25
hCoV-19/USA/WI-WSLH-211000/2021,EPI_ISL_1067820,2021-01-26
hCoV-19/USA/WI-WSLH-211105/2020,EPI_ISL_1067821,2020-11-19
hCoV-19/USA/WI-WSLH-211146/2020,EPI_ISL_1067822,2020-11-19
hCoV-19/USA/WI-WSLH-211097/2020,EPI_ISL_1067823,2020-11-06
hCoV-19/USA/WI-WSLH-210998/2021,EPI_ISL_1067824,2021-01-26
hCoV-19/USA/WI-WSLH-211001/2021,EPI_ISL_1067825,2021-01-26
hCoV-19/USA/WI-WSLH-211045/2021,EPI_ISL_1067826,2021-01-26
hCoV-19/USA/WI-WSLH-211048/2021,EPI_ISL_1067827,2021-01-26
hCoV-19/USA/WI-WSLH-210999/2021,EPI_ISL_1067828,2021-01-25
hCoV-19/USA/WI-WSLH-211002/2021,EPI_ISL_1067829,2021-01-22
hCoV-19/USA/WI-WSLH-211032/2021,EPI_ISL_1067830,2021-01-25
hCoV-19/USA/WI-WSLH-211008/2021,EPI_ISL_1067831,2021-02-02
hCoV-19/USA/WI-WSLH-211009/2021,EPI_ISL_1067832,2021-02-02
hCoV-19/USA/WI-WSLH-211063/2021,EPI_ISL_1067833,2021-02-02
hCoV-19/USA/WI-WSLH-211073/2021,EPI_ISL_1067834,2021-02-05
hCoV-19/USA/WI-WSLH-211059/2021,EPI_ISL_1067835,2021-02-02
hCoV-19/USA/WI-WSLH-211043/2021,EPI_ISL_1067836,2021-01-26
hCoV-19/USA/WI-WSLH-211017/2021,EPI_ISL_1067837,2021-02-08
hCoV-19/USA/WI-WSLH-211077/2021,EPI_ISL_1067838,2021-02-08
hCoV-19/USA/WI-WSLH-211075/2021,EPI_ISL_1067839,2021-02-06
hCoV-19/USA/WI-WSLH-211016/2021,EPI_ISL_1067840,2021-02-05
hCoV-19/USA/WI-WSLH-211072/2021,EPI_ISL_1067841,2021-02-04
hCoV-19/USA/WI-WSLH-211074/2021,EPI_ISL_1067842,2021-02-04
hCoV-19/USA/WI-WSLH-211006/2021,EPI_ISL_1067843,2021-02-03
hCoV-19/USA/WI-WSLH-211010/2021,EPI_ISL_1067844,2021-02-03
hCoV-19/USA/WI-WSLH-211011/2021,EPI_ISL_1067845,2021-02-03
hCoV-19/USA/WI-WSLH-211050/2021,EPI_ISL_1067846,2021-02-03
hCoV-19/USA/WI-WSLH-211053/2021,EPI_ISL_1067847,2021-02-03
hCoV-19/USA/WI-WSLH-211062/2021,EPI_ISL_1067848,2021-02-03
hCoV-19/USA/WI-WSLH-211064/2021,EPI_ISL_1067849,2021-02-03
hCoV-19/USA/WI-CDC-STM-000012083/2021,EPI_ISL_1133888,2021-02-09
hCoV-19/USA/WI-WSLH-210689/2020,EPI_ISL_1269314,2020-11-16
hCoV-19/USA/WI-WSLH-210665/2020,EPI_ISL_1269315,2020-11-16
hCoV-19/USA/WI-WSLH-210777/2020,EPI_ISL_1269317,2020-11-24
hCoV-19/USA/WI-WSLH-210676/2020,EPI_ISL_1269318,2020-11-16
hCoV-19/USA/WI-WSLH-210847/2020,EPI_ISL_1269319,2020-12-07
hCoV-19/USA/WI-WSLH-210628/2020,EPI_ISL_1269321,2020-10-21
hCoV-19/USA/WI-WSLH-210743/2020,EPI_ISL_1269322,2020-11-24
hCoV-19/USA/WI-WSLH-210413/2020,EPI_ISL_1269324,2020-10-27
hCoV-19/USA/WI-WSLH-210734/2020,EPI_ISL_1269325,2020-11-16
hCoV-19/USA/WI-WSLH-210737/2020,EPI_ISL_1269327,2020-11-30
hCoV-19/USA/WI-WSLH-210757/2020,EPI_ISL_1269328,2020-11-30
hCoV-19/USA/WI-WSLH-211697/2021,EPI_ISL_1295500,2021-02-25
hCoV-19/USA/WI-WSLH-211698/2021,EPI_ISL_1295501,2021-02-24
hCoV-19/USA/WI-WSLH-211699/2021,EPI_ISL_1295502,2021-02-25
hCoV-19/USA/WI-WSLH-211700/2021,EPI_ISL_1295503,2021-02-25
hCoV-19/USA/WI-WSLH-211701/2021,EPI_ISL_1295504,2021-02-24
hCoV-19/USA/WI-WSLH-211702/2021,EPI_ISL_1295505,2021-02-25
hCoV-19/USA/WI-WSLH-211703/2021,EPI_ISL_1295506,2021-02-26
hCoV-19/USA/WI-WSLH-211704/2021,EPI_ISL_1295507,2021-02-24
hCoV-19/USA/WI-WSLH-211705/2021,EPI_ISL_1295508,2021-02-24
hCoV-19/USA/WI-WSLH-211706/2021,EPI_ISL_1295509,2021-02-25
hCoV-19/USA/WI-WSLH-211708/2021,EPI_ISL_1295510,2021-02-26
hCoV-19/USA/WI-WSLH-211709/2021,EPI_ISL_1295511,2021-02-26
hCoV-19/USA/WI-WSLH-211710/2021,EPI_ISL_1295512,2021-02-26
hCoV-19/USA/WI-WSLH-211711/2021,EPI_ISL_1295513,2021-02-26
hCoV-19/USA/WI-WSLH-211712/2021,EPI_ISL_1295514,2021-02-26
hCoV-19/USA/WI-WSLH-211713/2021,EPI_ISL_1295515,2021-02-25
hCoV-19/USA/WI-WSLH-211715/2020,EPI_ISL_1295516,2020-12-16
hCoV-19/USA/WI-WSLH-211716/2020,EPI_ISL_1295517,2020-12-16
hCoV-19/USA/WI-WSLH-211719/2020,EPI_ISL_1295518,2020-12-16
hCoV-19/USA/WI-WSLH-211720/2020,EPI_ISL_1295519,2020-12-16
hCoV-19/USA/WI-WSLH-211721/2020,EPI_ISL_1295520,2020-12-16
hCoV-19/USA/WI-WSLH-211722/2020,EPI_ISL_1295521,2020-12-16
hCoV-19/USA/WI-WSLH-211723/2020,EPI_ISL_1295522,2020-12-16
hCoV-19/USA/WI-WSLH-211724/2020,EPI_ISL_1295523,2020-12-16
hCoV-19/USA/WI-WSLH-211725/2020,EPI_ISL_1295524,2020-12-16
hCoV-19/USA/WI-WSLH-211726/2020,EPI_ISL_1295525,2020-12-16
hCoV-19/USA/WI-WSLH-211727/2020,EPI_ISL_1295526,2020-12-16
hCoV-19/USA/WI-WSLH-211728/2020,EPI_ISL_1295527,2020-12-16
hCoV-19/USA/WI-WSLH-211730/2020,EPI_ISL_1295528,2020-12-16
hCoV-19/USA/WI-WSLH-211731/2021,EPI_ISL_1295529,2021-02-24
hCoV-19/USA/WI-WSLH-211732/2021,EPI_ISL_1295530,2021-02-24
