Day of Epi Dt,Measure Names,7 Day Average (conf+prob) (TT),7 Day Average (conf+prob),7 Day Average (conf+prob),Prelim end date,Prelim start date,7 Day Average (TT Text),County Parameter Cum Curve,Max. Window Max Daily Cases,Measure Values,Confirmed Cases By Epi Dt,Probable By Epi Dt,Stacked Confirm + Probable cases
4-Aug-20,7-day average,171,171,171,8/5/2020,7/22/2020,confirmed plus probable cases,Milwaukee County,1572,,199,10,209
5-Aug-20,7-day average,174,174,174,8/6/2020,7/23/2020,confirmed plus probable cases,Milwaukee County,1572,,202,12,214
6-Aug-20,7-day average,172,172,172,8/7/2020,7/24/2020,confirmed plus probable cases,Milwaukee County,1572,,174,7,181
7-Aug-20,7-day average,173,173,173,8/8/2020,7/25/2020,confirmed plus probable cases,Milwaukee County,1572,,162,7,169
8-Aug-20,7-day average,170,170,170,8/9/2020,7/26/2020,confirmed plus probable cases,Milwaukee County,1572,,117,2,119
9-Aug-20,7-day average,172,172,172,8/10/2020,7/27/2020,confirmed plus probable cases,Milwaukee County,1572,,106,1,107
10-Aug-20,7-day average,167,167,167,8/11/2020,7/28/2020,confirmed plus probable cases,Milwaukee County,1572,,159,11,170
11-Aug-20,7-day average,163,163,163,8/12/2020,7/29/2020,confirmed plus probable cases,Milwaukee County,1572,,174,7,181
12-Aug-20,7-day average,155,155,155,8/13/2020,7/30/2020,confirmed plus probable cases,Milwaukee County,1572,,151,12,163
13-Aug-20,7-day average,149,149,149,8/14/2020,7/31/2020,confirmed plus probable cases,Milwaukee County,1572,,127,7,134
14-Aug-20,7-day average,142,142,142,8/15/2020,8/1/2020,confirmed plus probable cases,Milwaukee County,1572,,119,6,125
15-Aug-20,7-day average,139,139,139,8/16/2020,8/2/2020,confirmed plus probable cases,Milwaukee County,1572,,96,1,97
16-Aug-20,7-day average,137,137,137,8/17/2020,8/3/2020,confirmed plus probable cases,Milwaukee County,1572,,84,6,90
17-Aug-20,7-day average,137,137,137,8/18/2020,8/4/2020,confirmed plus probable cases,Milwaukee County,1572,,160,12,172
18-Aug-20,7-day average,131,131,131,8/19/2020,8/5/2020,confirmed plus probable cases,Milwaukee County,1572,,129,7,136
19-Aug-20,7-day average,129,129,129,8/20/2020,8/6/2020,confirmed plus probable cases,Milwaukee County,1572,,139,12,151
20-Aug-20,7-day average,126,126,126,8/21/2020,8/7/2020,confirmed plus probable cases,Milwaukee County,1572,,108,9,117
21-Aug-20,7-day average,125,125,125,8/22/2020,8/8/2020,confirmed plus probable cases,Milwaukee County,1572,,107,11,118
22-Aug-20,7-day average,120,120,120,8/23/2020,8/9/2020,confirmed plus probable cases,Milwaukee County,1572,,54,4,58
23-Aug-20,7-day average,117,117,117,8/24/2020,8/10/2020,confirmed plus probable cases,Milwaukee County,1572,,65,2,67
24-Aug-20,7-day average,111,111,111,8/25/2020,8/11/2020,confirmed plus probable cases,Milwaukee County,1572,,129,7,136
25-Aug-20,7-day average,108,108,108,8/26/2020,8/12/2020,confirmed plus probable cases,Milwaukee County,1572,,103,6,109
26-Aug-20,7-day average,100,100,100,8/27/2020,8/13/2020,confirmed plus probable cases,Milwaukee County,1572,,92,9,101
27-Aug-20,7-day average,98,98,98,8/28/2020,8/14/2020,confirmed plus probable cases,Milwaukee County,1572,,95,8,103
28-Aug-20,7-day average,93,93,93,8/29/2020,8/15/2020,confirmed plus probable cases,Milwaukee County,1572,,76,5,81
29-Aug-20,7-day average,97,97,97,8/30/2020,8/16/2020,confirmed plus probable cases,Milwaukee County,1572,,81,3,84
30-Aug-20,7-day average,97,97,97,8/31/2020,8/17/2020,confirmed plus probable cases,Milwaukee County,1572,,66,5,71
31-Aug-20,7-day average,97,97,97,9/1/2020,8/18/2020,confirmed plus probable cases,Milwaukee County,1572,,128,3,131
1-Sep-20,7-day average,97,97,97,9/2/2020,8/19/2020,confirmed plus probable cases,Milwaukee County,1572,,101,7,108
2-Sep-20,7-day average,99,99,99,9/3/2020,8/20/2020,confirmed plus probable cases,Milwaukee County,1572,,99,17,116
3-Sep-20,7-day average,99,99,99,9/4/2020,8/21/2020,confirmed plus probable cases,Milwaukee County,1572,,96,8,104
4-Sep-20,7-day average,103,103,103,9/5/2020,8/22/2020,confirmed plus probable cases,Milwaukee County,1572,,99,10,109
5-Sep-20,7-day average,101,101,101,9/6/2020,8/23/2020,confirmed plus probable cases,Milwaukee County,1572,,67,3,70
6-Sep-20,7-day average,102,102,102,9/7/2020,8/24/2020,confirmed plus probable cases,Milwaukee County,1572,,65,12,77
7-Sep-20,7-day average,98,98,98,9/8/2020,8/25/2020,confirmed plus probable cases,Milwaukee County,1572,,102,3,105
8-Sep-20,7-day average,107,107,107,9/9/2020,8/26/2020,confirmed plus probable cases,Milwaukee County,1572,,153,19,172
9-Sep-20,7-day average,112,112,112,9/10/2020,8/27/2020,confirmed plus probable cases,Milwaukee County,1572,,137,15,152
10-Sep-20,7-day average,118,118,118,9/11/2020,8/28/2020,confirmed plus probable cases,Milwaukee County,1572,,131,12,143
11-Sep-20,7-day average,124,124,124,9/12/2020,8/29/2020,confirmed plus probable cases,Milwaukee County,1572,,128,26,154
12-Sep-20,7-day average,131,131,131,9/13/2020,8/30/2020,confirmed plus probable cases,Milwaukee County,1572,,108,9,117
13-Sep-20,7-day average,134,134,134,9/14/2020,8/31/2020,confirmed plus probable cases,Milwaukee County,1572,,97,3,100
14-Sep-20,7-day average,149,149,149,9/15/2020,9/1/2020,confirmed plus probable cases,Milwaukee County,1572,,186,20,206
15-Sep-20,7-day average,153,153,153,9/16/2020,9/2/2020,confirmed plus probable cases,Milwaukee County,1572,,188,14,202
16-Sep-20,7-day average,166,166,166,9/17/2020,9/3/2020,confirmed plus probable cases,Milwaukee County,1572,,225,21,246
17-Sep-20,7-day average,178,178,178,9/18/2020,9/4/2020,confirmed plus probable cases,Milwaukee County,1572,,207,19,226
18-Sep-20,7-day average,186,186,186,9/19/2020,9/5/2020,confirmed plus probable cases,Milwaukee County,1572,,184,21,205
19-Sep-20,7-day average,198,198,198,9/20/2020,9/6/2020,confirmed plus probable cases,Milwaukee County,1572,,186,17,203
20-Sep-20,7-day average,208,208,208,9/21/2020,9/7/2020,confirmed plus probable cases,Milwaukee County,1572,,162,7,169
21-Sep-20,7-day average,223,223,223,9/22/2020,9/8/2020,confirmed plus probable cases,Milwaukee County,1572,,286,28,314
22-Sep-20,7-day average,236,236,236,9/23/2020,9/9/2020,confirmed plus probable cases,Milwaukee County,1572,,267,27,294
23-Sep-20,7-day average,248,248,248,9/24/2020,9/10/2020,confirmed plus probable cases,Milwaukee County,1572,,312,19,331
24-Sep-20,7-day average,254,254,254,9/25/2020,9/11/2020,confirmed plus probable cases,Milwaukee County,1572,,248,20,268
25-Sep-20,7-day average,263,263,263,9/26/2020,9/12/2020,confirmed plus probable cases,Milwaukee County,1572,,241,22,263
26-Sep-20,7-day average,264,264,264,9/27/2020,9/13/2020,confirmed plus probable cases,Milwaukee County,1572,,198,16,214
27-Sep-20,7-day average,269,269,269,9/28/2020,9/14/2020,confirmed plus probable cases,Milwaukee County,1572,,183,20,203
28-Sep-20,7-day average,273,273,273,9/29/2020,9/15/2020,confirmed plus probable cases,Milwaukee County,1572,,319,25,344
29-Sep-20,7-day average,280,280,280,9/30/2020,9/16/2020,confirmed plus probable cases,Milwaukee County,1572,,321,21,342
30-Sep-20,7-day average,275,275,275,10/1/2020,9/17/2020,confirmed plus probable cases,Milwaukee County,1572,,282,14,296
1-Oct-20,7-day average,280,280,280,10/2/2020,9/18/2020,confirmed plus probable cases,Milwaukee County,1572,,277,23,300
2-Oct-20,7-day average,286,286,286,10/3/2020,9/19/2020,confirmed plus probable cases,Milwaukee County,1572,,284,22,306
3-Oct-20,7-day average,293,293,293,10/4/2020,9/20/2020,confirmed plus probable cases,Milwaukee County,1572,,241,20,261
4-Oct-20,7-day average,296,296,296,10/5/2020,9/21/2020,confirmed plus probable cases,Milwaukee County,1572,,210,19,229
5-Oct-20,7-day average,313,313,313,10/6/2020,9/22/2020,confirmed plus probable cases,Milwaukee County,1572,,414,44,458
6-Oct-20,7-day average,331,331,331,10/7/2020,9/23/2020,confirmed plus probable cases,Milwaukee County,1572,,438,29,467
7-Oct-20,7-day average,354,354,354,10/8/2020,9/24/2020,confirmed plus probable cases,Milwaukee County,1572,,418,42,460
8-Oct-20,7-day average,380,380,380,10/9/2020,9/25/2020,confirmed plus probable cases,Milwaukee County,1572,,440,39,479
9-Oct-20,7-day average,398,398,398,10/10/2020,9/26/2020,confirmed plus probable cases,Milwaukee County,1572,,397,38,435
10-Oct-20,7-day average,412,412,412,10/11/2020,9/27/2020,confirmed plus probable cases,Milwaukee County,1572,,334,22,356
11-Oct-20,7-day average,427,427,427,10/12/2020,9/28/2020,confirmed plus probable cases,Milwaukee County,1572,,311,23,334
12-Oct-20,7-day average,443,443,443,10/13/2020,9/29/2020,confirmed plus probable cases,Milwaukee County,1572,,538,38,576
13-Oct-20,7-day average,447,447,447,10/14/2020,9/30/2020,confirmed plus probable cases,Milwaukee County,1572,,443,49,492
14-Oct-20,7-day average,457,457,457,10/15/2020,10/1/2020,confirmed plus probable cases,Milwaukee County,1572,,501,28,529
15-Oct-20,7-day average,465,465,465,10/16/2020,10/2/2020,confirmed plus probable cases,Milwaukee County,1572,,496,42,538
16-Oct-20,7-day average,482,482,482,10/17/2020,10/3/2020,confirmed plus probable cases,Milwaukee County,1572,,519,33,552
17-Oct-20,7-day average,484,484,484,10/18/2020,10/4/2020,confirmed plus probable cases,Milwaukee County,1572,,351,21,372
18-Oct-20,7-day average,486,486,486,10/19/2020,10/5/2020,confirmed plus probable cases,Milwaukee County,1572,,330,18,348
19-Oct-20,7-day average,504,504,504,10/20/2020,10/6/2020,confirmed plus probable cases,Milwaukee County,1572,,663,38,701
20-Oct-20,7-day average,532,532,532,10/21/2020,10/7/2020,confirmed plus probable cases,Milwaukee County,1572,,654,35,689
21-Oct-20,7-day average,558,558,558,10/22/2020,10/8/2020,confirmed plus probable cases,Milwaukee County,1572,,663,48,711
22-Oct-20,7-day average,576,576,576,10/23/2020,10/9/2020,confirmed plus probable cases,Milwaukee County,1572,,624,36,660
23-Oct-20,7-day average,598,598,598,10/24/2020,10/10/2020,confirmed plus probable cases,Milwaukee County,1572,,676,34,710
24-Oct-20,7-day average,616,616,616,10/25/2020,10/11/2020,confirmed plus probable cases,Milwaukee County,1572,,453,42,495
25-Oct-20,7-day average,634,634,634,10/26/2020,10/12/2020,confirmed plus probable cases,Milwaukee County,1572,,451,24,475
26-Oct-20,7-day average,679,679,679,10/27/2020,10/13/2020,confirmed plus probable cases,Milwaukee County,1572,,968,46,1014
27-Oct-20,7-day average,705,705,705,10/28/2020,10/14/2020,confirmed plus probable cases,Milwaukee County,1572,,833,41,874
28-Oct-20,7-day average,741,741,741,10/29/2020,10/15/2020,confirmed plus probable cases,Milwaukee County,1572,,914,50,964
29-Oct-20,7-day average,780,780,780,10/30/2020,10/16/2020,confirmed plus probable cases,Milwaukee County,1572,,872,58,930
30-Oct-20,7-day average,818,818,818,10/31/2020,10/17/2020,confirmed plus probable cases,Milwaukee County,1572,,915,59,974
31-Oct-20,7-day average,848,848,848,11/1/2020,10/18/2020,confirmed plus probable cases,Milwaukee County,1572,,678,30,708
1-Nov-20,7-day average,885,885,885,11/2/2020,10/19/2020,confirmed plus probable cases,Milwaukee County,1572,,677,56,733
2-Nov-20,7-day average,938,938,938,11/3/2020,10/20/2020,confirmed plus probable cases,Milwaukee County,1572,,1315,72,1387
3-Nov-20,7-day average,1001,1001,1001,11/4/2020,10/21/2020,confirmed plus probable cases,Milwaukee County,1572,,1241,75,1316
4-Nov-20,7-day average,1054,1054,1054,11/5/2020,10/22/2020,confirmed plus probable cases,Milwaukee County,1572,,1273,62,1335
5-Nov-20,7-day average,1110,1110,1110,11/6/2020,10/23/2020,confirmed plus probable cases,Milwaukee County,1572,,1247,74,1321
6-Nov-20,7-day average,1160,1160,1160,11/7/2020,10/24/2020,confirmed plus probable cases,Milwaukee County,1572,,1245,76,1321
7-Nov-20,7-day average,1173,1173,1173,11/8/2020,10/25/2020,confirmed plus probable cases,Milwaukee County,1572,,745,59,804
8-Nov-20,7-day average,1175,1175,1175,11/9/2020,10/26/2020,confirmed plus probable cases,Milwaukee County,1572,,697,47,744
9-Nov-20,7-day average,1201,1201,1201,11/10/2020,10/27/2020,confirmed plus probable cases,Milwaukee County,1572,,1467,105,1572
10-Nov-20,7-day average,1198,1198,1198,11/11/2020,10/28/2020,confirmed plus probable cases,Milwaukee County,1572,,1218,75,1293
11-Nov-20,7-day average,1175,1175,1175,11/12/2020,10/29/2020,confirmed plus probable cases,Milwaukee County,1572,,1033,137,1170
12-Nov-20,7-day average,1155,1155,1155,11/13/2020,10/30/2020,confirmed plus probable cases,Milwaukee County,1572,,1060,121,1181
13-Nov-20,7-day average,1122,1122,1122,11/14/2020,10/31/2020,confirmed plus probable cases,Milwaukee County,1572,,974,120,1094
14-Nov-20,7-day average,1090,1090,1090,11/15/2020,11/1/2020,confirmed plus probable cases,Milwaukee County,1572,,540,41,581
15-Nov-20,7-day average,1055,1055,1055,11/16/2020,11/2/2020,confirmed plus probable cases,Milwaukee County,1572,,466,33,499
16-Nov-20,7-day average,1001,1001,1001,11/17/2020,11/3/2020,confirmed plus probable cases,Milwaukee County,1572,,1079,114,1193
17-Nov-20,7-day average,953,953,953,11/18/2020,11/4/2020,confirmed plus probable cases,Milwaukee County,1572,,871,88,959
18-Nov-20,7-day average,912,912,912,11/19/2020,11/5/2020,confirmed plus probable cases,Milwaukee County,1572,,798,82,880
19-Nov-20,7-day average,859,859,859,11/20/2020,11/6/2020,confirmed plus probable cases,Milwaukee County,1572,,736,75,811
20-Nov-20,7-day average,815,815,815,11/21/2020,11/7/2020,confirmed plus probable cases,Milwaukee County,1572,,694,90,784
21-Nov-20,7-day average,816,816,816,11/22/2020,11/8/2020,confirmed plus probable cases,Milwaukee County,1572,,535,53,588
22-Nov-20,7-day average,810,810,810,11/23/2020,11/9/2020,confirmed plus probable cases,Milwaukee County,1572,,431,29,460
23-Nov-20,7-day average,769,769,769,11/24/2020,11/10/2020,confirmed plus probable cases,Milwaukee County,1572,,824,80,904
24-Nov-20,7-day average,748,748,748,11/25/2020,11/11/2020,confirmed plus probable cases,Milwaukee County,1572,,745,67,812
25-Nov-20,7-day average,733,733,733,11/26/2020,11/12/2020,confirmed plus probable cases,Milwaukee County,1572,,718,57,775
26-Nov-20,7-day average,665,665,665,11/27/2020,11/13/2020,confirmed plus probable cases,Milwaukee County,1572,,312,24,336
27-Nov-20,7-day average,657,657,657,11/28/2020,11/14/2020,confirmed plus probable cases,Milwaukee County,1572,,668,58,726
28-Nov-20,7-day average,651,651,651,11/29/2020,11/15/2020,confirmed plus probable cases,Milwaukee County,1572,,512,36,548
29-Nov-20,7-day average,666,666,666,11/30/2020,11/16/2020,confirmed plus probable cases,Milwaukee County,1572,,531,34,565
30-Nov-20,7-day average,671,671,671,12/1/2020,11/17/2020,confirmed plus probable cases,Milwaukee County,1572,,843,95,938
1-Dec-20,7-day average,679,679,679,12/2/2020,11/18/2020,confirmed plus probable cases,Milwaukee County,1572,,781,90,871
2-Dec-20,7-day average,681,681,681,12/3/2020,11/19/2020,confirmed plus probable cases,Milwaukee County,1572,,678,106,784
3-Dec-20,7-day average,731,731,731,12/4/2020,11/20/2020,confirmed plus probable cases,Milwaukee County,1572,,576,112,688
4-Dec-20,7-day average,721,721,721,12/5/2020,11/21/2020,confirmed plus probable cases,Milwaukee County,1572,,574,84,658
5-Dec-20,7-day average,710,710,710,12/6/2020,11/22/2020,confirmed plus probable cases,Milwaukee County,1572,,425,43,468
6-Dec-20,7-day average,682,682,682,12/7/2020,11/23/2020,confirmed plus probable cases,Milwaukee County,1572,,338,32,370
7-Dec-20,7-day average,665,665,665,12/8/2020,11/24/2020,confirmed plus probable cases,Milwaukee County,1572,,724,95,819
8-Dec-20,7-day average,629,629,629,12/9/2020,11/25/2020,confirmed plus probable cases,Milwaukee County,1572,,545,77,622
9-Dec-20,7-day average,609,609,609,12/10/2020,11/26/2020,confirmed plus probable cases,Milwaukee County,1572,,586,53,639
10-Dec-20,7-day average,592,592,592,12/11/2020,11/27/2020,confirmed plus probable cases,Milwaukee County,1572,,522,47,569
11-Dec-20,7-day average,584,584,584,12/12/2020,11/28/2020,confirmed plus probable cases,Milwaukee County,1572,,539,67,606
12-Dec-20,7-day average,585,585,585,12/13/2020,11/29/2020,confirmed plus probable cases,Milwaukee County,1572,,436,36,472
13-Dec-20,7-day average,576,576,576,12/14/2020,11/30/2020,confirmed plus probable cases,Milwaukee County,1572,,283,22,305
14-Dec-20,7-day average,551,551,551,12/15/2020,12/1/2020,confirmed plus probable cases,Milwaukee County,1572,,540,108,648
15-Dec-20,7-day average,542,542,542,12/16/2020,12/2/2020,confirmed plus probable cases,Milwaukee County,1572,,467,90,557
16-Dec-20,7-day average,524,524,524,12/17/2020,12/3/2020,confirmed plus probable cases,Milwaukee County,1572,,444,72,516
17-Dec-20,7-day average,513,513,513,12/18/2020,12/4/2020,confirmed plus probable cases,Milwaukee County,1572,,404,86,490
18-Dec-20,7-day average,483,483,483,12/19/2020,12/5/2020,confirmed plus probable cases,Milwaukee County,1572,,350,49,399
19-Dec-20,7-day average,461,461,461,12/20/2020,12/6/2020,confirmed plus probable cases,Milwaukee County,1572,,284,31,315
20-Dec-20,7-day average,459,459,459,12/21/2020,12/7/2020,confirmed plus probable cases,Milwaukee County,1572,,272,21,293
21-Dec-20,7-day average,440,440,440,12/22/2020,12/8/2020,confirmed plus probable cases,Milwaukee County,1572,,438,76,514
22-Dec-20,7-day average,428,428,428,12/23/2020,12/9/2020,confirmed plus probable cases,Milwaukee County,1572,,409,65,474
23-Dec-20,7-day average,415,415,415,12/24/2020,12/10/2020,confirmed plus probable cases,Milwaukee County,1572,,363,60,423
24-Dec-20,7-day average,388,388,388,12/25/2020,12/11/2020,confirmed plus probable cases,Milwaukee County,1572,,272,28,300
25-Dec-20,7-day average,361,361,361,12/26/2020,12/12/2020,confirmed plus probable cases,Milwaukee County,1572,,200,9,209
26-Dec-20,7-day average,375,375,375,12/27/2020,12/13/2020,confirmed plus probable cases,Milwaukee County,1572,,386,32,418
27-Dec-20,7-day average,379,379,379,12/28/2020,12/14/2020,confirmed plus probable cases,Milwaukee County,1572,,293,27,320
28-Dec-20,7-day average,399,399,399,12/29/2020,12/15/2020,confirmed plus probable cases,Milwaukee County,1572,,579,72,651
29-Dec-20,7-day average,414,414,414,12/30/2020,12/16/2020,confirmed plus probable cases,Milwaukee County,1572,,528,51,579
30-Dec-20,7-day average,420,420,420,12/31/2020,12/17/2020,confirmed plus probable cases,Milwaukee County,1572,,424,44,468
31-Dec-20,7-day average,439,439,439,1/1/2021,12/18/2020,confirmed plus probable cases,Milwaukee County,1572,,385,46,431
1-Jan-21,7-day average,453,453,453,1/2/2021,12/19/2020,confirmed plus probable cases,Milwaukee County,1572,,269,36,305
2-Jan-21,7-day average,461,461,461,1/3/2021,12/20/2020,confirmed plus probable cases,Milwaukee County,1572,,441,34,475
3-Jan-21,7-day average,467,467,467,1/4/2021,12/21/2020,confirmed plus probable cases,Milwaukee County,1572,,329,33,362
4-Jan-21,7-day average,466,466,466,1/5/2021,12/22/2020,confirmed plus probable cases,Milwaukee County,1572,,565,79,644
5-Jan-21,7-day average,473,473,473,1/6/2021,12/23/2020,confirmed plus probable cases,Milwaukee County,1572,,529,101,630
6-Jan-21,7-day average,477,477,477,1/7/2021,12/24/2020,confirmed plus probable cases,Milwaukee County,1572,,452,44,496
7-Jan-21,7-day average,475,475,475,1/8/2021,12/25/2020,confirmed plus probable cases,Milwaukee County,1572,,357,57,414
8-Jan-21,7-day average,498,498,498,1/9/2021,12/26/2020,confirmed plus probable cases,Milwaukee County,1572,,399,69,468
9-Jan-21,7-day average,478,478,478,1/10/2021,12/27/2020,confirmed plus probable cases,Milwaukee County,1572,,301,31,332
10-Jan-21,7-day average,462,462,462,1/11/2021,12/28/2020,confirmed plus probable cases,Milwaukee County,1572,,224,28,252
11-Jan-21,7-day average,458,458,458,1/12/2021,12/29/2020,confirmed plus probable cases,Milwaukee County,1572,,490,127,617
12-Jan-21,7-day average,428,428,428,1/13/2021,12/30/2020,confirmed plus probable cases,Milwaukee County,1572,,347,76,423
13-Jan-21,7-day average,419,419,419,1/14/2021,12/31/2020,confirmed plus probable cases,Milwaukee County,1572,,360,73,433
14-Jan-21,7-day average,410,410,410,1/15/2021,1/1/2021,confirmed plus probable cases,Milwaukee County,1572,,300,47,347
15-Jan-21,7-day average,390,390,390,1/16/2021,1/2/2021,confirmed plus probable cases,Milwaukee County,1572,,268,63,331
16-Jan-21,7-day average,377,377,377,1/17/2021,1/3/2021,confirmed plus probable cases,Milwaukee County,1572,,212,24,236
17-Jan-21,7-day average,369,369,369,1/18/2021,1/4/2021,confirmed plus probable cases,Milwaukee County,1572,,170,29,199
18-Jan-21,7-day average,332,332,332,1/19/2021,1/5/2021,confirmed plus probable cases,Milwaukee County,1572,,311,47,358
19-Jan-21,7-day average,317,317,317,1/20/2021,1/6/2021,confirmed plus probable cases,Milwaukee County,1572,,278,40,318
20-Jan-21,7-day average,303,303,303,1/21/2021,1/7/2021,confirmed plus probable cases,Milwaukee County,1572,,302,34,336
21-Jan-21,7-day average,295,295,295,1/22/2021,1/8/2021,confirmed plus probable cases,Milwaukee County,1572,,252,38,290
22-Jan-21,7-day average,285,285,285,1/23/2021,1/9/2021,confirmed plus probable cases,Milwaukee County,1572,,238,25,263
23-Jan-21,7-day average,280,280,280,1/24/2021,1/10/2021,confirmed plus probable cases,Milwaukee County,1572,,176,21,197
24-Jan-21,7-day average,274,274,274,1/25/2021,1/11/2021,confirmed plus probable cases,Milwaukee County,1572,,139,19,158
25-Jan-21,7-day average,268,268,268,1/26/2021,1/12/2021,confirmed plus probable cases,Milwaukee County,1572,,274,45,319
26-Jan-21,7-day average,258,258,258,1/27/2021,1/13/2021,confirmed plus probable cases,Milwaukee County,1572,,216,27,243
27-Jan-21,7-day average,250,250,250,1/28/2021,1/14/2021,confirmed plus probable cases,Milwaukee County,1572,,248,37,285
28-Jan-21,7-day average,244,244,244,1/29/2021,1/15/2021,confirmed plus probable cases,Milwaukee County,1572,,225,24,249
29-Jan-21,7-day average,244,244,244,1/30/2021,1/16/2021,confirmed plus probable cases,Milwaukee County,1572,,218,41,259
30-Jan-21,7-day average,240,240,240,1/31/2021,1/17/2021,confirmed plus probable cases,Milwaukee County,1572,,149,23,172
31-Jan-21,7-day average,237,237,237,2/1/2021,1/18/2021,confirmed plus probable cases,Milwaukee County,1572,,127,5,132
1-Feb-21,7-day average,229,229,229,2/2/2021,1/19/2021,confirmed plus probable cases,Milwaukee County,1572,,224,39,263
2-Feb-21,7-day average,224,224,224,2/3/2021,1/20/2021,confirmed plus probable cases,Milwaukee County,1572,,176,33,209
3-Feb-21,7-day average,209,209,209,2/4/2021,1/21/2021,confirmed plus probable cases,Milwaukee County,1572,,157,22,179
4-Feb-21,7-day average,195,195,195,2/5/2021,1/22/2021,confirmed plus probable cases,Milwaukee County,1572,,139,16,155
5-Feb-21,7-day average,180,180,180,2/6/2021,1/23/2021,confirmed plus probable cases,Milwaukee County,1572,,129,24,153
6-Feb-21,7-day average,168,168,168,2/7/2021,1/24/2021,confirmed plus probable cases,Milwaukee County,1572,,84,7,91
7-Feb-21,7-day average,161,161,161,2/8/2021,1/25/2021,confirmed plus probable cases,Milwaukee County,1572,,72,9,81
8-Feb-21,7-day average,143,143,143,2/9/2021,1/26/2021,confirmed plus probable cases,Milwaukee County,1572,,119,14,133
9-Feb-21,7-day average,133,133,133,2/10/2021,1/27/2021,confirmed plus probable cases,Milwaukee County,1572,,126,16,142
10-Feb-21,7-day average,126,126,126,2/11/2021,1/28/2021,confirmed plus probable cases,Milwaukee County,1572,,112,15,127
11-Feb-21,7-day average,119,119,119,2/12/2021,1/29/2021,confirmed plus probable cases,Milwaukee County,1572,,88,20,108
12-Feb-21,7-day average,113,113,113,2/13/2021,1/30/2021,confirmed plus probable cases,Milwaukee County,1572,,88,21,109
13-Feb-21,7-day average,110,110,110,2/14/2021,1/31/2021,confirmed plus probable cases,Milwaukee County,1572,,69,7,76
14-Feb-21,7-day average,108,108,108,2/15/2021,2/1/2021,confirmed plus probable cases,Milwaukee County,1572,,59,6,65
15-Feb-21,7-day average,105,105,105,2/16/2021,2/2/2021,confirmed plus probable cases,Milwaukee County,1572,,81,27,108
16-Feb-21,7-day average,101,101,101,2/17/2021,2/3/2021,confirmed plus probable cases,Milwaukee County,1572,,94,25,119
17-Feb-21,7-day average,97,97,97,2/18/2021,2/4/2021,confirmed plus probable cases,Milwaukee County,1572,,82,12,94
18-Feb-21,7-day average,91,91,91,2/19/2021,2/5/2021,confirmed plus probable cases,Milwaukee County,1572,,55,16,71
19-Feb-21,7-day average,89,89,89,2/20/2021,2/6/2021,confirmed plus probable cases,Milwaukee County,1572,,73,19,92
20-Feb-21,7-day average,85,85,85,2/21/2021,2/7/2021,confirmed plus probable cases,Milwaukee County,1572,,43,8,51
21-Feb-21,7-day average,81,81,81,2/22/2021,2/8/2021,confirmed plus probable cases,Milwaukee County,1572,,25,7,32
22-Feb-21,7-day average,75,75,75,2/23/2021,2/9/2021,confirmed plus probable cases,Milwaukee County,1572,,54,13,67
23-Feb-21,7-day average,59,59,59,2/24/2021,2/10/2021,confirmed plus probable cases,Milwaukee County,1572,,10,2,12
