Day of Epi Dt,Measure Names,7 Day Average (conf+prob) (TT),7 Day Average (conf+prob),7 Day Average (conf+prob),Prelim end date,Prelim start date,7 Day Average (TT Text),County Parameter Cum Curve,Max. Window Max Daily Cases,Measure Values,Confirmed Cases By Epi Dt,Probable By Epi Dt,Stacked Confirm + Probable cases
17-Feb-20,Confirmed cases,0,0,,2/18/2020,2/4/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
16-Feb-20,Confirmed cases,0,0,,2/17/2020,2/3/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
15-Feb-20,Confirmed cases,0,0,,2/16/2020,2/2/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
14-Feb-20,Confirmed cases,0,0,,2/15/2020,2/1/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
13-Feb-20,Confirmed cases,0,0,,2/14/2020,1/31/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
12-Feb-20,Confirmed cases,0,0,,2/13/2020,1/30/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
11-Feb-20,Confirmed cases,0,0,,2/12/2020,1/29/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
10-Feb-20,Confirmed cases,0,0,,2/11/2020,1/28/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
9-Feb-20,Confirmed cases,0,0,,2/10/2020,1/27/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
8-Feb-20,Confirmed cases,0,0,,2/9/2020,1/26/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
7-Feb-20,Confirmed cases,0,0,,2/8/2020,1/25/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
6-Feb-20,Confirmed cases,0,0,,2/7/2020,1/24/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
5-Feb-20,Confirmed cases,0,0,,2/6/2020,1/23/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
4-Feb-20,Confirmed cases,0,0,,2/5/2020,1/22/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
3-Feb-20,Confirmed cases,0,0,,2/4/2020,1/21/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
2-Feb-20,Confirmed cases,0,0,,2/3/2020,1/20/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
1-Feb-20,Confirmed cases,0,0,,2/2/2020,1/19/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
31-Jan-20,Confirmed cases,0,0,,2/1/2020,1/18/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
30-Jan-20,Confirmed cases,0,0,,1/31/2020,1/17/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
29-Jan-20,Confirmed cases,0,0,,1/30/2020,1/16/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
28-Jan-20,Confirmed cases,0,0,,1/29/2020,1/15/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
27-Jan-20,Confirmed cases,0,0,,1/28/2020,1/14/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
26-Jan-20,Confirmed cases,0,0,,1/27/2020,1/13/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
25-Jan-20,Confirmed cases,0,0,,1/26/2020,1/12/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
24-Jan-20,Confirmed cases,0,0,,1/25/2020,1/11/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
23-Jan-20,Confirmed cases,0,0,,1/24/2020,1/10/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
22-Jan-20,Confirmed cases,0,0,,1/23/2020,1/9/2020,confirmed plus probable cases,Milwaukee County,1572,0,0,0,0
22-Jan-20,7-day average,0,0,0,1/23/2020,1/9/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
23-Jan-20,7-day average,0,0,0,1/24/2020,1/10/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
24-Jan-20,7-day average,0,0,0,1/25/2020,1/11/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
25-Jan-20,7-day average,0,0,0,1/26/2020,1/12/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
26-Jan-20,7-day average,0,0,0,1/27/2020,1/13/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
27-Jan-20,7-day average,0,0,0,1/28/2020,1/14/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
28-Jan-20,7-day average,0,0,0,1/29/2020,1/15/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
29-Jan-20,7-day average,0,0,0,1/30/2020,1/16/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
30-Jan-20,7-day average,0,0,0,1/31/2020,1/17/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
31-Jan-20,7-day average,0,0,0,2/1/2020,1/18/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
1-Feb-20,7-day average,0,0,0,2/2/2020,1/19/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
2-Feb-20,7-day average,0,0,0,2/3/2020,1/20/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
3-Feb-20,7-day average,0,0,0,2/4/2020,1/21/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
4-Feb-20,7-day average,0,0,0,2/5/2020,1/22/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
5-Feb-20,7-day average,0,0,0,2/6/2020,1/23/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
6-Feb-20,7-day average,0,0,0,2/7/2020,1/24/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
7-Feb-20,7-day average,0,0,0,2/8/2020,1/25/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
8-Feb-20,7-day average,0,0,0,2/9/2020,1/26/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
9-Feb-20,7-day average,0,0,0,2/10/2020,1/27/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
10-Feb-20,7-day average,0,0,0,2/11/2020,1/28/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
11-Feb-20,7-day average,0,0,0,2/12/2020,1/29/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
12-Feb-20,7-day average,0,0,0,2/13/2020,1/30/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
13-Feb-20,7-day average,0,0,0,2/14/2020,1/31/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
14-Feb-20,7-day average,0,0,0,2/15/2020,2/1/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
15-Feb-20,7-day average,0,0,0,2/16/2020,2/2/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
16-Feb-20,7-day average,0,0,0,2/17/2020,2/3/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
17-Feb-20,7-day average,0,0,0,2/18/2020,2/4/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
18-Feb-20,7-day average,0,0,0,2/19/2020,2/5/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
19-Feb-20,7-day average,0,0,0,2/20/2020,2/6/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
20-Feb-20,7-day average,0,0,0,2/21/2020,2/7/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
21-Feb-20,7-day average,0,0,0,2/22/2020,2/8/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
22-Feb-20,7-day average,0,0,0,2/23/2020,2/9/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
23-Feb-20,7-day average,0,0,0,2/24/2020,2/10/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
24-Feb-20,7-day average,0,0,0,2/25/2020,2/11/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
25-Feb-20,7-day average,0,0,0,2/26/2020,2/12/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
26-Feb-20,7-day average,0,0,0,2/27/2020,2/13/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
27-Feb-20,7-day average,0,0,0,2/28/2020,2/14/2020,confirmed plus probable cases,Milwaukee County,1572,,0,0,0
28-Feb-20,7-day average,0,0,0,2/29/2020,2/15/2020,confirmed plus probable cases,Milwaukee County,1572,,2,0,2
29-Feb-20,7-day average,0,0,0,3/1/2020,2/16/2020,confirmed plus probable cases,Milwaukee County,1572,,2,0,2
1-Mar-20,7-day average,1,1,1,3/2/2020,2/17/2020,confirmed plus probable cases,Milwaukee County,1572,,4,0,4
2-Mar-20,7-day average,1,1,1,3/3/2020,2/18/2020,confirmed plus probable cases,Milwaukee County,1572,,1,0,1
3-Mar-20,7-day average,1,1,1,3/4/2020,2/19/2020,confirmed plus probable cases,Milwaukee County,1572,,3,0,3
4-Mar-20,7-day average,2,2,2,3/5/2020,2/20/2020,confirmed plus probable cases,Milwaukee County,1572,,2,0,2
5-Mar-20,7-day average,2,2,2,3/6/2020,2/21/2020,confirmed plus probable cases,Milwaukee County,1572,,1,0,1
6-Mar-20,7-day average,2,2,2,3/7/2020,2/22/2020,confirmed plus probable cases,Milwaukee County,1572,,6,0,6
7-Mar-20,7-day average,2,2,2,3/8/2020,2/23/2020,confirmed plus probable cases,Milwaukee County,1572,,2,0,2
8-Mar-20,7-day average,3,3,3,3/9/2020,2/24/2020,confirmed plus probable cases,Milwaukee County,1572,,7,0,7
9-Mar-20,7-day average,5,5,5,3/10/2020,2/25/2020,confirmed plus probable cases,Milwaukee County,1572,,14,0,14
10-Mar-20,7-day average,6,6,6,3/11/2020,2/26/2020,confirmed plus probable cases,Milwaukee County,1572,,14,0,14
11-Mar-20,7-day average,9,9,9,3/12/2020,2/27/2020,confirmed plus probable cases,Milwaukee County,1572,,19,1,20
12-Mar-20,7-day average,13,13,13,3/13/2020,2/28/2020,confirmed plus probable cases,Milwaukee County,1572,,30,2,32
13-Mar-20,7-day average,17,17,17,3/14/2020,2/29/2020,confirmed plus probable cases,Milwaukee County,1572,,31,0,31
14-Mar-20,7-day average,22,22,22,3/15/2020,3/1/2020,confirmed plus probable cases,Milwaukee County,1572,,40,1,41
15-Mar-20,7-day average,30,30,30,3/16/2020,3/2/2020,confirmed plus probable cases,Milwaukee County,1572,,55,3,58
16-Mar-20,7-day average,39,39,39,3/17/2020,3/3/2020,confirmed plus probable cases,Milwaukee County,1572,,77,5,82
17-Mar-20,7-day average,52,52,52,3/18/2020,3/4/2020,confirmed plus probable cases,Milwaukee County,1572,,98,3,101
18-Mar-20,7-day average,60,60,60,3/19/2020,3/5/2020,confirmed plus probable cases,Milwaukee County,1572,,74,4,78
19-Mar-20,7-day average,67,67,67,3/20/2020,3/6/2020,confirmed plus probable cases,Milwaukee County,1572,,72,11,83
20-Mar-20,7-day average,73,73,73,3/21/2020,3/7/2020,confirmed plus probable cases,Milwaukee County,1572,,67,4,71
21-Mar-20,7-day average,76,76,76,3/22/2020,3/8/2020,confirmed plus probable cases,Milwaukee County,1572,,57,2,59
22-Mar-20,7-day average,75,75,75,3/23/2020,3/9/2020,confirmed plus probable cases,Milwaukee County,1572,,49,4,53
23-Mar-20,7-day average,77,77,77,3/24/2020,3/10/2020,confirmed plus probable cases,Milwaukee County,1572,,87,8,95
24-Mar-20,7-day average,73,73,73,3/25/2020,3/11/2020,confirmed plus probable cases,Milwaukee County,1572,,70,3,73
25-Mar-20,7-day average,77,77,77,3/26/2020,3/12/2020,confirmed plus probable cases,Milwaukee County,1572,,103,7,110
26-Mar-20,7-day average,78,78,78,3/27/2020,3/13/2020,confirmed plus probable cases,Milwaukee County,1572,,83,5,88
27-Mar-20,7-day average,80,80,80,3/28/2020,3/14/2020,confirmed plus probable cases,Milwaukee County,1572,,77,10,87
28-Mar-20,7-day average,81,81,81,3/29/2020,3/15/2020,confirmed plus probable cases,Milwaukee County,1572,,64,2,66
29-Mar-20,7-day average,82,82,82,3/30/2020,3/16/2020,confirmed plus probable cases,Milwaukee County,1572,,54,6,60
30-Mar-20,7-day average,82,82,82,3/31/2020,3/17/2020,confirmed plus probable cases,Milwaukee County,1572,,81,11,92
31-Mar-20,7-day average,82,82,82,4/1/2020,3/18/2020,confirmed plus probable cases,Milwaukee County,1572,,67,7,74
1-Apr-20,7-day average,81,81,81,4/2/2020,3/19/2020,confirmed plus probable cases,Milwaukee County,1572,,86,14,100
2-Apr-20,7-day average,80,80,80,4/3/2020,3/20/2020,confirmed plus probable cases,Milwaukee County,1572,,75,11,86
3-Apr-20,7-day average,86,86,86,4/4/2020,3/21/2020,confirmed plus probable cases,Milwaukee County,1572,,118,6,124
4-Apr-20,7-day average,86,86,86,4/5/2020,3/22/2020,confirmed plus probable cases,Milwaukee County,1572,,58,10,68
5-Apr-20,7-day average,86,86,86,4/6/2020,3/23/2020,confirmed plus probable cases,Milwaukee County,1572,,53,10,63
6-Apr-20,7-day average,90,90,90,4/7/2020,3/24/2020,confirmed plus probable cases,Milwaukee County,1572,,108,12,120
7-Apr-20,7-day average,89,89,89,4/8/2020,3/25/2020,confirmed plus probable cases,Milwaukee County,1572,,58,7,65
8-Apr-20,7-day average,85,85,85,4/9/2020,3/26/2020,confirmed plus probable cases,Milwaukee County,1572,,70,5,75
9-Apr-20,7-day average,85,85,85,4/10/2020,3/27/2020,confirmed plus probable cases,Milwaukee County,1572,,72,9,81
10-Apr-20,7-day average,79,79,79,4/11/2020,3/28/2020,confirmed plus probable cases,Milwaukee County,1572,,78,7,85
11-Apr-20,7-day average,78,78,78,4/12/2020,3/29/2020,confirmed plus probable cases,Milwaukee County,1572,,57,4,61
12-Apr-20,7-day average,76,76,76,4/13/2020,3/30/2020,confirmed plus probable cases,Milwaukee County,1572,,42,9,51
13-Apr-20,7-day average,74,74,74,4/14/2020,3/31/2020,confirmed plus probable cases,Milwaukee County,1572,,97,6,103
14-Apr-20,7-day average,77,77,77,4/15/2020,4/1/2020,confirmed plus probable cases,Milwaukee County,1572,,83,1,84
15-Apr-20,7-day average,75,75,75,4/16/2020,4/2/2020,confirmed plus probable cases,Milwaukee County,1572,,55,5,60
16-Apr-20,7-day average,72,72,72,4/17/2020,4/3/2020,confirmed plus probable cases,Milwaukee County,1572,,61,4,65
17-Apr-20,7-day average,74,74,74,4/18/2020,4/4/2020,confirmed plus probable cases,Milwaukee County,1572,,82,12,94
18-Apr-20,7-day average,80,80,80,4/19/2020,4/5/2020,confirmed plus probable cases,Milwaukee County,1572,,101,4,105
19-Apr-20,7-day average,83,83,83,4/20/2020,4/6/2020,confirmed plus probable cases,Milwaukee County,1572,,68,2,70
20-Apr-20,7-day average,81,81,81,4/21/2020,4/7/2020,confirmed plus probable cases,Milwaukee County,1572,,84,7,91
21-Apr-20,7-day average,79,79,79,4/22/2020,4/8/2020,confirmed plus probable cases,Milwaukee County,1572,,62,8,70
22-Apr-20,7-day average,83,83,83,4/23/2020,4/9/2020,confirmed plus probable cases,Milwaukee County,1572,,86,0,86
23-Apr-20,7-day average,86,86,86,4/24/2020,4/10/2020,confirmed plus probable cases,Milwaukee County,1572,,79,7,86
24-Apr-20,7-day average,92,92,92,4/25/2020,4/11/2020,confirmed plus probable cases,Milwaukee County,1572,,129,13,142
25-Apr-20,7-day average,89,89,89,4/26/2020,4/12/2020,confirmed plus probable cases,Milwaukee County,1572,,79,3,82
26-Apr-20,7-day average,86,86,86,4/27/2020,4/13/2020,confirmed plus probable cases,Milwaukee County,1572,,43,4,47
27-Apr-20,7-day average,92,92,92,4/28/2020,4/14/2020,confirmed plus probable cases,Milwaukee County,1572,,122,14,136
28-Apr-20,7-day average,100,100,100,4/29/2020,4/15/2020,confirmed plus probable cases,Milwaukee County,1572,,117,7,124
29-Apr-20,7-day average,104,104,104,4/30/2020,4/16/2020,confirmed plus probable cases,Milwaukee County,1572,,101,10,111
30-Apr-20,7-day average,107,107,107,5/1/2020,4/17/2020,confirmed plus probable cases,Milwaukee County,1572,,98,9,107
1-May-20,7-day average,106,106,106,5/2/2020,4/18/2020,confirmed plus probable cases,Milwaukee County,1572,,129,6,135
2-May-20,7-day average,107,107,107,5/3/2020,4/19/2020,confirmed plus probable cases,Milwaukee County,1572,,81,8,89
3-May-20,7-day average,109,109,109,5/4/2020,4/20/2020,confirmed plus probable cases,Milwaukee County,1572,,65,2,67
4-May-20,7-day average,118,118,118,5/5/2020,4/21/2020,confirmed plus probable cases,Milwaukee County,1572,,184,11,195
5-May-20,7-day average,122,122,122,5/6/2020,4/22/2020,confirmed plus probable cases,Milwaukee County,1572,,142,8,150
6-May-20,7-day average,129,129,129,5/7/2020,4/23/2020,confirmed plus probable cases,Milwaukee County,1572,,152,12,164
7-May-20,7-day average,139,139,139,5/8/2020,4/24/2020,confirmed plus probable cases,Milwaukee County,1572,,164,9,173
8-May-20,7-day average,143,143,143,5/9/2020,4/25/2020,confirmed plus probable cases,Milwaukee County,1572,,162,7,169
9-May-20,7-day average,143,143,143,5/10/2020,4/26/2020,confirmed plus probable cases,Milwaukee County,1572,,84,5,89
10-May-20,7-day average,147,147,147,5/11/2020,4/27/2020,confirmed plus probable cases,Milwaukee County,1572,,92,3,95
11-May-20,7-day average,160,160,160,5/12/2020,4/28/2020,confirmed plus probable cases,Milwaukee County,1572,,273,9,282
12-May-20,7-day average,176,176,176,5/13/2020,4/29/2020,confirmed plus probable cases,Milwaukee County,1572,,251,14,265
13-May-20,7-day average,192,192,192,5/14/2020,4/30/2020,confirmed plus probable cases,Milwaukee County,1572,,260,12,272
14-May-20,7-day average,204,204,204,5/15/2020,5/1/2020,confirmed plus probable cases,Milwaukee County,1572,,248,12,260
15-May-20,7-day average,224,224,224,5/16/2020,5/2/2020,confirmed plus probable cases,Milwaukee County,1572,,288,21,309
16-May-20,7-day average,238,238,238,5/17/2020,5/3/2020,confirmed plus probable cases,Milwaukee County,1572,,177,7,184
17-May-20,7-day average,240,240,240,5/18/2020,5/4/2020,confirmed plus probable cases,Milwaukee County,1572,,103,5,108
18-May-20,7-day average,252,252,252,5/19/2020,5/5/2020,confirmed plus probable cases,Milwaukee County,1572,,359,12,371
19-May-20,7-day average,257,257,257,5/20/2020,5/6/2020,confirmed plus probable cases,Milwaukee County,1572,,291,10,301
20-May-20,7-day average,261,261,261,5/21/2020,5/7/2020,confirmed plus probable cases,Milwaukee County,1572,,285,15,300
21-May-20,7-day average,261,261,261,5/22/2020,5/8/2020,confirmed plus probable cases,Milwaukee County,1572,,245,14,259
22-May-20,7-day average,257,257,257,5/23/2020,5/9/2020,confirmed plus probable cases,Milwaukee County,1572,,265,16,281
23-May-20,7-day average,253,253,253,5/24/2020,5/10/2020,confirmed plus probable cases,Milwaukee County,1572,,144,10,154
24-May-20,7-day average,250,250,250,5/25/2020,5/11/2020,confirmed plus probable cases,Milwaukee County,1572,,89,1,90
25-May-20,7-day average,208,208,208,5/26/2020,5/12/2020,confirmed plus probable cases,Milwaukee County,1572,,72,5,77
26-May-20,7-day average,202,202,202,5/27/2020,5/13/2020,confirmed plus probable cases,Milwaukee County,1572,,249,10,259
27-May-20,7-day average,194,194,194,5/28/2020,5/14/2020,confirmed plus probable cases,Milwaukee County,1572,,225,18,243
28-May-20,7-day average,186,186,186,5/29/2020,5/15/2020,confirmed plus probable cases,Milwaukee County,1572,,192,8,200
29-May-20,7-day average,175,175,175,5/30/2020,5/16/2020,confirmed plus probable cases,Milwaukee County,1572,,192,12,204
30-May-20,7-day average,166,166,166,5/31/2020,5/17/2020,confirmed plus probable cases,Milwaukee County,1572,,83,8,91
31-May-20,7-day average,164,164,164,6/1/2020,5/18/2020,confirmed plus probable cases,Milwaukee County,1572,,73,5,78
1-Jun-20,7-day average,187,187,187,6/2/2020,5/19/2020,confirmed plus probable cases,Milwaukee County,1572,,221,17,238
2-Jun-20,7-day average,177,177,177,6/3/2020,5/20/2020,confirmed plus probable cases,Milwaukee County,1572,,181,5,186
3-Jun-20,7-day average,168,168,168,6/4/2020,5/21/2020,confirmed plus probable cases,Milwaukee County,1572,,179,6,185
4-Jun-20,7-day average,164,164,164,6/5/2020,5/22/2020,confirmed plus probable cases,Milwaukee County,1572,,158,9,167
5-Jun-20,7-day average,159,159,159,6/6/2020,5/23/2020,confirmed plus probable cases,Milwaukee County,1572,,157,14,171
6-Jun-20,7-day average,161,161,161,6/7/2020,5/24/2020,confirmed plus probable cases,Milwaukee County,1572,,97,9,106
7-Jun-20,7-day average,159,159,159,6/8/2020,5/25/2020,confirmed plus probable cases,Milwaukee County,1572,,60,1,61
8-Jun-20,7-day average,148,148,148,6/9/2020,5/26/2020,confirmed plus probable cases,Milwaukee County,1572,,157,6,163
9-Jun-20,7-day average,146,146,146,6/10/2020,5/27/2020,confirmed plus probable cases,Milwaukee County,1572,,152,20,172
10-Jun-20,7-day average,142,142,142,6/11/2020,5/28/2020,confirmed plus probable cases,Milwaukee County,1572,,140,15,155
11-Jun-20,7-day average,133,133,133,6/12/2020,5/29/2020,confirmed plus probable cases,Milwaukee County,1572,,94,15,109
12-Jun-20,7-day average,129,129,129,6/13/2020,5/30/2020,confirmed plus probable cases,Milwaukee County,1572,,127,10,137
13-Jun-20,7-day average,127,127,127,6/14/2020,5/31/2020,confirmed plus probable cases,Milwaukee County,1572,,90,4,94
14-Jun-20,7-day average,128,128,128,6/15/2020,6/1/2020,confirmed plus probable cases,Milwaukee County,1572,,64,7,71
15-Jun-20,7-day average,138,138,138,6/16/2020,6/2/2020,confirmed plus probable cases,Milwaukee County,1572,,212,19,231
16-Jun-20,7-day average,134,134,134,6/17/2020,6/3/2020,confirmed plus probable cases,Milwaukee County,1572,,132,15,147
17-Jun-20,7-day average,137,137,137,6/18/2020,6/4/2020,confirmed plus probable cases,Milwaukee County,1572,,145,25,170
18-Jun-20,7-day average,143,143,143,6/19/2020,6/5/2020,confirmed plus probable cases,Milwaukee County,1572,,142,14,156
19-Jun-20,7-day average,142,142,142,6/20/2020,6/6/2020,confirmed plus probable cases,Milwaukee County,1572,,118,13,131
20-Jun-20,7-day average,143,143,143,6/21/2020,6/7/2020,confirmed plus probable cases,Milwaukee County,1572,,90,9,99
21-Jun-20,7-day average,147,147,147,6/22/2020,6/8/2020,confirmed plus probable cases,Milwaukee County,1572,,95,5,100
22-Jun-20,7-day average,143,143,143,6/23/2020,6/9/2020,confirmed plus probable cases,Milwaukee County,1572,,186,15,201
23-Jun-20,7-day average,147,147,147,6/24/2020,6/10/2020,confirmed plus probable cases,Milwaukee County,1572,,165,12,177
24-Jun-20,7-day average,146,146,146,6/25/2020,6/11/2020,confirmed plus probable cases,Milwaukee County,1572,,147,17,164
25-Jun-20,7-day average,150,150,150,6/26/2020,6/12/2020,confirmed plus probable cases,Milwaukee County,1572,,160,21,181
26-Jun-20,7-day average,158,158,158,6/27/2020,6/13/2020,confirmed plus probable cases,Milwaukee County,1572,,178,11,189
27-Jun-20,7-day average,160,160,160,6/28/2020,6/14/2020,confirmed plus probable cases,Milwaukee County,1572,,106,3,109
28-Jun-20,7-day average,164,164,164,6/29/2020,6/15/2020,confirmed plus probable cases,Milwaukee County,1572,,128,2,130
29-Jun-20,7-day average,170,170,170,6/30/2020,6/16/2020,confirmed plus probable cases,Milwaukee County,1572,,235,8,243
30-Jun-20,7-day average,179,179,179,7/1/2020,6/17/2020,confirmed plus probable cases,Milwaukee County,1572,,230,11,241
1-Jul-20,7-day average,204,204,204,7/2/2020,6/18/2020,confirmed plus probable cases,Milwaukee County,1572,,316,25,341
2-Jul-20,7-day average,214,214,214,7/3/2020,6/19/2020,confirmed plus probable cases,Milwaukee County,1572,,236,14,250
3-Jul-20,7-day average,217,217,217,7/4/2020,6/20/2020,confirmed plus probable cases,Milwaukee County,1572,,199,7,206
4-Jul-20,7-day average,221,221,221,7/5/2020,6/21/2020,confirmed plus probable cases,Milwaukee County,1572,,131,5,136
5-Jul-20,7-day average,234,234,234,7/6/2020,6/22/2020,confirmed plus probable cases,Milwaukee County,1572,,218,3,221
6-Jul-20,7-day average,253,253,253,7/7/2020,6/23/2020,confirmed plus probable cases,Milwaukee County,1572,,359,18,377
7-Jul-20,7-day average,268,268,268,7/8/2020,6/24/2020,confirmed plus probable cases,Milwaukee County,1572,,343,5,348
8-Jul-20,7-day average,276,276,276,7/9/2020,6/25/2020,confirmed plus probable cases,Milwaukee County,1572,,382,15,397
9-Jul-20,7-day average,291,291,291,7/10/2020,6/26/2020,confirmed plus probable cases,Milwaukee County,1572,,346,10,356
10-Jul-20,7-day average,304,304,304,7/11/2020,6/27/2020,confirmed plus probable cases,Milwaukee County,1572,,282,16,298
11-Jul-20,7-day average,311,311,311,7/12/2020,6/28/2020,confirmed plus probable cases,Milwaukee County,1572,,180,5,185
12-Jul-20,7-day average,304,304,304,7/13/2020,6/29/2020,confirmed plus probable cases,Milwaukee County,1572,,166,6,172
13-Jul-20,7-day average,304,304,304,7/14/2020,6/30/2020,confirmed plus probable cases,Milwaukee County,1572,,362,12,374
14-Jul-20,7-day average,303,303,303,7/15/2020,7/1/2020,confirmed plus probable cases,Milwaukee County,1572,,325,17,342
15-Jul-20,7-day average,295,295,295,7/16/2020,7/2/2020,confirmed plus probable cases,Milwaukee County,1572,,328,16,344
16-Jul-20,7-day average,288,288,288,7/17/2020,7/3/2020,confirmed plus probable cases,Milwaukee County,1572,,289,13,302
17-Jul-20,7-day average,285,285,285,7/18/2020,7/4/2020,confirmed plus probable cases,Milwaukee County,1572,,259,23,282
18-Jul-20,7-day average,287,287,287,7/19/2020,7/5/2020,confirmed plus probable cases,Milwaukee County,1572,,192,6,198
19-Jul-20,7-day average,285,285,285,7/20/2020,7/6/2020,confirmed plus probable cases,Milwaukee County,1572,,153,6,159
20-Jul-20,7-day average,280,280,280,7/21/2020,7/7/2020,confirmed plus probable cases,Milwaukee County,1572,,312,21,333
21-Jul-20,7-day average,276,276,276,7/22/2020,7/8/2020,confirmed plus probable cases,Milwaukee County,1572,,300,18,318
22-Jul-20,7-day average,264,264,264,7/23/2020,7/9/2020,confirmed plus probable cases,Milwaukee County,1572,,249,13,262
23-Jul-20,7-day average,256,256,256,7/24/2020,7/10/2020,confirmed plus probable cases,Milwaukee County,1572,,237,6,243
24-Jul-20,7-day average,248,248,248,7/25/2020,7/11/2020,confirmed plus probable cases,Milwaukee County,1572,,213,14,227
25-Jul-20,7-day average,244,244,244,7/26/2020,7/12/2020,confirmed plus probable cases,Milwaukee County,1572,,160,6,166
26-Jul-20,7-day average,237,237,237,7/27/2020,7/13/2020,confirmed plus probable cases,Milwaukee County,1572,,109,7,116
27-Jul-20,7-day average,227,227,227,7/28/2020,7/14/2020,confirmed plus probable cases,Milwaukee County,1572,,247,10,257
28-Jul-20,7-day average,216,216,216,7/29/2020,7/15/2020,confirmed plus probable cases,Milwaukee County,1572,,232,14,246
29-Jul-20,7-day average,207,207,207,7/30/2020,7/16/2020,confirmed plus probable cases,Milwaukee County,1572,,185,10,195
30-Jul-20,7-day average,200,200,200,7/31/2020,7/17/2020,confirmed plus probable cases,Milwaukee County,1572,,188,7,195
31-Jul-20,7-day average,190,190,190,8/1/2020,7/18/2020,confirmed plus probable cases,Milwaukee County,1572,,150,7,157
1-Aug-20,7-day average,186,186,186,8/2/2020,7/19/2020,confirmed plus probable cases,Milwaukee County,1572,,134,8,142
2-Aug-20,7-day average,184,184,184,8/3/2020,7/20/2020,confirmed plus probable cases,Milwaukee County,1572,,92,4,96
3-Aug-20,7-day average,176,176,176,8/4/2020,7/21/2020,confirmed plus probable cases,Milwaukee County,1572,,200,5,205
