Day of MaxDate,Day of Min 14 days,Day of Result Date,Max. Result Date,NotPositive.y,Positive.y,Testing Perc Pos moving avg (copy),Testing Perc Pos moving avg,Total.Y
1-Dec-20,16-Nov-20,10-Apr-20,,"1,432",130,10.14411379,10.14411379,"1,562"
1-Dec-20,16-Nov-20,10-Apr-20,4/10/2020,"1,432",130,10.14411379,10.14411379,"1,562"
1-Dec-20,16-Nov-20,11-Apr-20,,"1,181",127,10.02227172,10.02227172,"1,308"
1-Dec-20,16-Nov-20,11-Apr-20,,"1,181",127,10.02227172,10.02227172,"1,308"
1-Dec-20,16-Nov-20,11-Apr-20,4/11/2020,"1,181",127,10.02227172,10.02227172,"1,308"
1-Dec-20,16-Nov-20,12-Apr-20,,839,103,10.0376667,10.0376667,942
1-Dec-20,16-Nov-20,12-Apr-20,,839,103,10.0376667,10.0376667,942
1-Dec-20,16-Nov-20,12-Apr-20,4/12/2020,839,103,10.0376667,10.0376667,942
1-Dec-20,16-Nov-20,13-Apr-20,,"1,005",124,10.24619471,10.24619471,"1,129"
1-Dec-20,16-Nov-20,13-Apr-20,,"1,005",124,10.24619471,10.24619471,"1,129"
1-Dec-20,16-Nov-20,13-Apr-20,4/13/2020,"1,005",124,10.24619471,10.24619471,"1,129"
1-Dec-20,16-Nov-20,14-Apr-20,,"1,331",146,10.02364552,10.02364552,"1,477"
1-Dec-20,16-Nov-20,14-Apr-20,,"1,331",146,10.02364552,10.02364552,"1,477"
1-Dec-20,16-Nov-20,14-Apr-20,4/14/2020,"1,331",146,10.02364552,10.02364552,"1,477"
1-Dec-20,16-Nov-20,15-Apr-20,,"1,350",150,9.85974026,9.85974026,"1,500"
1-Dec-20,16-Nov-20,15-Apr-20,,"1,350",150,9.85974026,9.85974026,"1,500"
1-Dec-20,16-Nov-20,15-Apr-20,4/15/2020,"1,350",150,9.85974026,9.85974026,"1,500"
1-Dec-20,16-Nov-20,16-Apr-20,,"1,496",151,9.733403032,9.733403032,"1,647"
1-Dec-20,16-Nov-20,16-Apr-20,,"1,496",151,9.733403032,9.733403032,"1,647"
1-Dec-20,16-Nov-20,16-Apr-20,4/16/2020,"1,496",151,9.733403032,9.733403032,"1,647"
1-Dec-20,16-Nov-20,17-Apr-20,,"1,583",193,10.16463851,10.16463851,"1,776"
1-Dec-20,16-Nov-20,17-Apr-20,,"1,583",193,10.16463851,10.16463851,"1,776"
1-Dec-20,16-Nov-20,17-Apr-20,4/17/2020,"1,583",193,10.16463851,10.16463851,"1,776"
1-Dec-20,16-Nov-20,18-Apr-20,,"1,507",157,10.10360138,10.10360138,"1,664"
1-Dec-20,16-Nov-20,18-Apr-20,,"1,507",157,10.10360138,10.10360138,"1,664"
1-Dec-20,16-Nov-20,18-Apr-20,4/18/2020,"1,507",157,10.10360138,10.10360138,"1,664"
1-Dec-20,16-Nov-20,19-Apr-20,,996,95,9.879424349,9.879424349,"1,091"
1-Dec-20,16-Nov-20,19-Apr-20,,996,95,9.879424349,9.879424349,"1,091"
1-Dec-20,16-Nov-20,19-Apr-20,4/19/2020,996,95,9.879424349,9.879424349,"1,091"
1-Dec-20,16-Nov-20,20-Apr-20,,"1,503",179,9.882808895,9.882808895,"1,682"
1-Dec-20,16-Nov-20,20-Apr-20,,"1,503",179,9.882808895,9.882808895,"1,682"
1-Dec-20,16-Nov-20,20-Apr-20,4/20/2020,"1,503",179,9.882808895,9.882808895,"1,682"
1-Dec-20,16-Nov-20,21-Apr-20,,"1,989",223,9.920497753,9.920497753,"2,212"
1-Dec-20,16-Nov-20,21-Apr-20,,"1,989",223,9.920497753,9.920497753,"2,212"
1-Dec-20,16-Nov-20,21-Apr-20,4/21/2020,"1,989",223,9.920497753,9.920497753,"2,212"
1-Dec-20,16-Nov-20,22-Apr-20,,"2,183",247,9.958406655,9.958406655,"2,430"
1-Dec-20,16-Nov-20,22-Apr-20,,"2,183",247,9.958406655,9.958406655,"2,430"
1-Dec-20,16-Nov-20,22-Apr-20,4/22/2020,"2,183",247,9.958406655,9.958406655,"2,430"
1-Dec-20,16-Nov-20,23-Apr-20,,"2,050",252,10.23029566,10.23029566,"2,302"
1-Dec-20,16-Nov-20,23-Apr-20,,"2,050",252,10.23029566,10.23029566,"2,302"
1-Dec-20,16-Nov-20,23-Apr-20,4/23/2020,"2,050",252,10.23029566,10.23029566,"2,302"
1-Dec-20,16-Nov-20,24-Apr-20,,"2,230",268,10.23848981,10.23848981,"2,498"
1-Dec-20,16-Nov-20,24-Apr-20,,"2,230",268,10.23848981,10.23848981,"2,498"
1-Dec-20,16-Nov-20,24-Apr-20,4/24/2020,"2,230",268,10.23848981,10.23848981,"2,498"
1-Dec-20,16-Nov-20,25-Apr-20,,"2,192",223,10.16404648,10.16404648,"2,415"
1-Dec-20,16-Nov-20,25-Apr-20,,"2,192",223,10.16404648,10.16404648,"2,415"
1-Dec-20,16-Nov-20,25-Apr-20,4/25/2020,"2,192",223,10.16404648,10.16404648,"2,415"
1-Dec-20,16-Nov-20,26-Apr-20,,"1,775",162,10.04135436,10.04135436,"1,937"
1-Dec-20,16-Nov-20,26-Apr-20,,"1,775",162,10.04135436,10.04135436,"1,937"
1-Dec-20,16-Nov-20,26-Apr-20,4/26/2020,"1,775",162,10.04135436,10.04135436,"1,937"
1-Dec-20,16-Nov-20,27-Apr-20,,"2,231",196,9.684976265,9.684976265,"2,427"
1-Dec-20,16-Nov-20,27-Apr-20,,"2,231",196,9.684976265,9.684976265,"2,427"
1-Dec-20,16-Nov-20,27-Apr-20,4/27/2020,"2,231",196,9.684976265,9.684976265,"2,427"
1-Dec-20,16-Nov-20,28-Apr-20,,"2,755",266,9.477392836,9.477392836,"3,021"
1-Dec-20,16-Nov-20,28-Apr-20,,"2,755",266,9.477392836,9.477392836,"3,021"
1-Dec-20,16-Nov-20,28-Apr-20,4/28/2020,"2,755",266,9.477392836,9.477392836,"3,021"
1-Dec-20,16-Nov-20,29-Apr-20,,"3,253",423,9.794265704,9.794265704,"3,676"
1-Dec-20,16-Nov-20,29-Apr-20,,"3,253",423,9.794265704,9.794265704,"3,676"
1-Dec-20,16-Nov-20,29-Apr-20,4/29/2020,"3,253",423,9.794265704,9.794265704,"3,676"
1-Dec-20,16-Nov-20,30-Apr-20,,"2,909",338,9.76015816,9.76015816,"3,247"
1-Dec-20,16-Nov-20,30-Apr-20,,"2,909",338,9.76015816,9.76015816,"3,247"
1-Dec-20,16-Nov-20,30-Apr-20,4/30/2020,"2,909",338,9.76015816,9.76015816,"3,247"
1-Dec-20,16-Nov-20,1-May-20,,"3,035",389,9.912145729,9.912145729,"3,424"
1-Dec-20,16-Nov-20,1-May-20,,"3,035",389,9.912145729,9.912145729,"3,424"
1-Dec-20,16-Nov-20,1-May-20,5/1/2020,"3,035",389,9.912145729,9.912145729,"3,424"
1-Dec-20,16-Nov-20,2-May-20,,"3,356",332,9.831932773,9.831932773,"3,688"
1-Dec-20,16-Nov-20,2-May-20,,"3,356",332,9.831932773,9.831932773,"3,688"
1-Dec-20,16-Nov-20,2-May-20,5/2/2020,"3,356",332,9.831932773,9.831932773,"3,688"
1-Dec-20,16-Nov-20,3-May-20,,"2,848",265,9.77606656,9.77606656,"3,113"
1-Dec-20,16-Nov-20,3-May-20,,"2,848",265,9.77606656,9.77606656,"3,113"
1-Dec-20,16-Nov-20,3-May-20,5/3/2020,"2,848",265,9.77606656,9.77606656,"3,113"
1-Dec-20,16-Nov-20,4-May-20,,"2,870",242,9.686010051,9.686010051,"3,112"
1-Dec-20,16-Nov-20,4-May-20,,"2,870",242,9.686010051,9.686010051,"3,112"
1-Dec-20,16-Nov-20,4-May-20,5/4/2020,"2,870",242,9.686010051,9.686010051,"3,112"
1-Dec-20,16-Nov-20,5-May-20,,"3,792",322,9.481414622,9.481414622,"4,114"
1-Dec-20,16-Nov-20,5-May-20,,"3,792",322,9.481414622,9.481414622,"4,114"
1-Dec-20,16-Nov-20,5-May-20,5/5/2020,"3,792",322,9.481414622,9.481414622,"4,114"
1-Dec-20,16-Nov-20,6-May-20,,"5,397",365,8.514739229,8.514739229,"5,762"
1-Dec-20,16-Nov-20,6-May-20,,"5,397",365,8.514739229,8.514739229,"5,762"
1-Dec-20,16-Nov-20,6-May-20,5/6/2020,"5,397",365,8.514739229,8.514739229,"5,762"
1-Dec-20,16-Nov-20,7-May-20,,"4,572",370,8.115787604,8.115787604,"4,942"
1-Dec-20,16-Nov-20,7-May-20,,"4,572",370,8.115787604,8.115787604,"4,942"
1-Dec-20,16-Nov-20,7-May-20,5/7/2020,"4,572",370,8.115787604,8.115787604,"4,942"
1-Dec-20,16-Nov-20,8-May-20,,"4,329",291,7.451194167,7.451194167,"4,620"
1-Dec-20,16-Nov-20,8-May-20,,"4,329",291,7.451194167,7.451194167,"4,620"
1-Dec-20,16-Nov-20,8-May-20,5/8/2020,"4,329",291,7.451194167,7.451194167,"4,620"
1-Dec-20,16-Nov-20,9-May-20,,"4,442",280,7.026493336,7.026493336,"4,722"
1-Dec-20,16-Nov-20,9-May-20,,"4,442",280,7.026493336,7.026493336,"4,722"
1-Dec-20,16-Nov-20,9-May-20,5/9/2020,"4,442",280,7.026493336,7.026493336,"4,722"
1-Dec-20,16-Nov-20,10-May-20,,"3,706",186,6.597355924,6.597355924,"3,892"
1-Dec-20,16-Nov-20,10-May-20,,"3,706",186,6.597355924,6.597355924,"3,892"
1-Dec-20,16-Nov-20,10-May-20,5/10/2020,"3,706",186,6.597355924,6.597355924,"3,892"
1-Dec-20,16-Nov-20,11-May-20,,"3,730",203,6.306080975,6.306080975,"3,933"
1-Dec-20,16-Nov-20,11-May-20,,"3,730",203,6.306080975,6.306080975,"3,933"
1-Dec-20,16-Nov-20,11-May-20,5/11/2020,"3,730",203,6.306080975,6.306080975,"3,933"
1-Dec-20,16-Nov-20,12-May-20,,"5,351",322,6.012997854,6.012997854,"5,673"
1-Dec-20,16-Nov-20,12-May-20,,"5,351",322,6.012997854,6.012997854,"5,673"
1-Dec-20,16-Nov-20,12-May-20,5/12/2020,"5,351",322,6.012997854,6.012997854,"5,673"
1-Dec-20,16-Nov-20,13-May-20,,"6,745",406,5.891277589,5.891277589,"7,151"
1-Dec-20,16-Nov-20,13-May-20,,"6,745",406,5.891277589,5.891277589,"7,151"
1-Dec-20,16-Nov-20,13-May-20,5/13/2020,"6,745",406,5.891277589,5.891277589,"7,151"
1-Dec-20,16-Nov-20,14-May-20,,"7,010",424,5.643286573,5.643286573,"7,434"
1-Dec-20,16-Nov-20,14-May-20,,"7,010",424,5.643286573,5.643286573,"7,434"
1-Dec-20,16-Nov-20,14-May-20,5/14/2020,"7,010",424,5.643286573,5.643286573,"7,434"
1-Dec-20,16-Nov-20,15-May-20,,"7,926",471,5.562836755,5.562836755,"8,397"
1-Dec-20,16-Nov-20,15-May-20,,"7,926",471,5.562836755,5.562836755,"8,397"
1-Dec-20,16-Nov-20,15-May-20,5/15/2020,"7,926",471,5.562836755,5.562836755,"8,397"
1-Dec-20,16-Nov-20,16-May-20,,"6,007",328,5.465374285,5.465374285,"6,335"
1-Dec-20,16-Nov-20,16-May-20,,"6,007",328,5.465374285,5.465374285,"6,335"
1-Dec-20,16-Nov-20,16-May-20,5/16/2020,"6,007",328,5.465374285,5.465374285,"6,335"
1-Dec-20,16-Nov-20,17-May-20,,"5,152",247,5.417174315,5.417174315,"5,399"
1-Dec-20,16-Nov-20,17-May-20,,"5,152",247,5.417174315,5.417174315,"5,399"
1-Dec-20,16-Nov-20,17-May-20,5/17/2020,"5,152",247,5.417174315,5.417174315,"5,399"
1-Dec-20,16-Nov-20,18-May-20,,"6,400",230,5.163869925,5.163869925,"6,630"
1-Dec-20,16-Nov-20,18-May-20,,"6,400",230,5.163869925,5.163869925,"6,630"
1-Dec-20,16-Nov-20,18-May-20,5/18/2020,"6,400",230,5.163869925,5.163869925,"6,630"
1-Dec-20,16-Nov-20,19-May-20,,"9,144",505,5.120109815,5.120109815,"9,649"
1-Dec-20,16-Nov-20,19-May-20,,"9,144",505,5.120109815,5.120109815,"9,649"
1-Dec-20,16-Nov-20,19-May-20,5/19/2020,"9,144",505,5.120109815,5.120109815,"9,649"
1-Dec-20,16-Nov-20,20-May-20,,"10,859",534,4.9586328,4.9586328,"11,393"
1-Dec-20,16-Nov-20,20-May-20,,"10,859",534,4.9586328,4.9586328,"11,393"
1-Dec-20,16-Nov-20,20-May-20,5/20/2020,"10,859",534,4.9586328,4.9586328,"11,393"
1-Dec-20,16-Nov-20,21-May-20,,"8,722",564,5.04300303,5.04300303,"9,286"
1-Dec-20,16-Nov-20,21-May-20,,"8,722",564,5.04300303,5.04300303,"9,286"
1-Dec-20,16-Nov-20,21-May-20,5/21/2020,"8,722",564,5.04300303,5.04300303,"9,286"
1-Dec-20,16-Nov-20,22-May-20,,"8,442",473,5.001128335,5.001128335,"8,915"
1-Dec-20,16-Nov-20,22-May-20,,"8,442",473,5.001128335,5.001128335,"8,915"
1-Dec-20,16-Nov-20,22-May-20,5/22/2020,"8,442",473,5.001128335,5.001128335,"8,915"
1-Dec-20,16-Nov-20,23-May-20,,"8,827",401,4.882644628,4.882644628,"9,228"
1-Dec-20,16-Nov-20,23-May-20,,"8,827",401,4.882644628,4.882644628,"9,228"
1-Dec-20,16-Nov-20,23-May-20,5/23/2020,"8,827",401,4.882644628,4.882644628,"9,228"
1-Dec-20,16-Nov-20,24-May-20,,"9,306",358,4.732494403,4.732494403,"9,664"
1-Dec-20,16-Nov-20,24-May-20,,"9,306",358,4.732494403,4.732494403,"9,664"
1-Dec-20,16-Nov-20,24-May-20,5/24/2020,"9,306",358,4.732494403,4.732494403,"9,664"
1-Dec-20,16-Nov-20,25-May-20,,"7,789",391,4.864661087,4.864661087,"8,180"
1-Dec-20,16-Nov-20,25-May-20,,"7,789",391,4.864661087,4.864661087,"8,180"
1-Dec-20,16-Nov-20,25-May-20,5/25/2020,"7,789",391,4.864661087,4.864661087,"8,180"
1-Dec-20,16-Nov-20,26-May-20,,"10,538",461,4.702578881,4.702578881,"10,999"
1-Dec-20,16-Nov-20,26-May-20,,"10,538",461,4.702578881,4.702578881,"10,999"
1-Dec-20,16-Nov-20,26-May-20,5/26/2020,"10,538",461,4.702578881,4.702578881,"10,999"
1-Dec-20,16-Nov-20,27-May-20,,"9,518",465,4.69851332,4.69851332,"9,983"
1-Dec-20,16-Nov-20,27-May-20,,"9,518",465,4.69851332,4.69851332,"9,983"
1-Dec-20,16-Nov-20,27-May-20,5/27/2020,"9,518",465,4.69851332,4.69851332,"9,983"
1-Dec-20,16-Nov-20,28-May-20,,"8,688",511,4.624591948,4.624591948,"9,199"
1-Dec-20,16-Nov-20,28-May-20,,"8,688",511,4.624591948,4.624591948,"9,199"
1-Dec-20,16-Nov-20,28-May-20,5/28/2020,"8,688",511,4.624591948,4.624591948,"9,199"
1-Dec-20,16-Nov-20,29-May-20,,"8,826",548,4.705299653,4.705299653,"9,374"
1-Dec-20,16-Nov-20,29-May-20,,"8,826",548,4.705299653,4.705299653,"9,374"
1-Dec-20,16-Nov-20,29-May-20,5/29/2020,"8,826",548,4.705299653,4.705299653,"9,374"
1-Dec-20,16-Nov-20,30-May-20,,"8,790",270,4.520080049,4.520080049,"9,060"
1-Dec-20,16-Nov-20,30-May-20,,"8,790",270,4.520080049,4.520080049,"9,060"
1-Dec-20,16-Nov-20,30-May-20,5/30/2020,"8,790",270,4.520080049,4.520080049,"9,060"
1-Dec-20,16-Nov-20,31-May-20,,"8,699",213,4.351134582,4.351134582,"8,912"
1-Dec-20,16-Nov-20,31-May-20,,"8,699",213,4.351134582,4.351134582,"8,912"
1-Dec-20,16-Nov-20,31-May-20,5/31/2020,"8,699",213,4.351134582,4.351134582,"8,912"
1-Dec-20,16-Nov-20,1-Jun-20,,"8,969",287,4.125301349,4.125301349,"9,256"
1-Dec-20,16-Nov-20,1-Jun-20,,"8,969",287,4.125301349,4.125301349,"9,256"
1-Dec-20,16-Nov-20,1-Jun-20,6/1/2020,"8,969",287,4.125301349,4.125301349,"9,256"
1-Dec-20,16-Nov-20,2-Jun-20,,"8,335",293,4.01633236,4.01633236,"8,628"
1-Dec-20,16-Nov-20,2-Jun-20,,"8,335",293,4.01633236,4.01633236,"8,628"
1-Dec-20,16-Nov-20,2-Jun-20,6/2/2020,"8,335",293,4.01633236,4.01633236,"8,628"
