Day of MaxDate,Day of Min 14 days,Day of Result Date,Max. Result Date,NotPositive.y,Positive.y,Testing Perc Pos moving avg (copy),Testing Perc Pos moving avg,Total.Y
4-Dec-20,19-Nov-20,17-Aug-20,,"5,458",450,8.522821853,8.522821853,"5,908"
4-Dec-20,19-Nov-20,17-Aug-20,,"5,458",450,8.522821853,8.522821853,"5,908"
4-Dec-20,19-Nov-20,17-Aug-20,8/17/2020,"5,458",450,8.522821853,8.522821853,"5,908"
4-Dec-20,19-Nov-20,18-Aug-20,,"8,750",685,8.377822728,8.377822728,"9,435"
4-Dec-20,19-Nov-20,18-Aug-20,,"8,750",685,8.377822728,8.377822728,"9,435"
4-Dec-20,19-Nov-20,18-Aug-20,8/18/2020,"8,750",685,8.377822728,8.377822728,"9,435"
4-Dec-20,19-Nov-20,19-Aug-20,,"10,009",948,8.324649951,8.324649951,"10,957"
4-Dec-20,19-Nov-20,19-Aug-20,,"10,009",948,8.324649951,8.324649951,"10,957"
4-Dec-20,19-Nov-20,19-Aug-20,8/19/2020,"10,009",948,8.324649951,8.324649951,"10,957"
4-Dec-20,19-Nov-20,20-Aug-20,,"8,135",781,8.090878828,8.090878828,"8,916"
4-Dec-20,19-Nov-20,20-Aug-20,,"8,135",781,8.090878828,8.090878828,"8,916"
4-Dec-20,19-Nov-20,20-Aug-20,8/20/2020,"8,135",781,8.090878828,8.090878828,"8,916"
4-Dec-20,19-Nov-20,21-Aug-20,,"7,395",745,8.164321192,8.164321192,"8,140"
4-Dec-20,19-Nov-20,21-Aug-20,,"7,395",745,8.164321192,8.164321192,"8,140"
4-Dec-20,19-Nov-20,21-Aug-20,8/21/2020,"7,395",745,8.164321192,8.164321192,"8,140"
4-Dec-20,19-Nov-20,22-Aug-20,,"5,678",437,8.176302641,8.176302641,"6,115"
4-Dec-20,19-Nov-20,22-Aug-20,,"5,678",437,8.176302641,8.176302641,"6,115"
4-Dec-20,19-Nov-20,22-Aug-20,8/22/2020,"5,678",437,8.176302641,8.176302641,"6,115"
4-Dec-20,19-Nov-20,23-Aug-20,,"7,064",557,8.062425559,8.062425559,"7,621"
4-Dec-20,19-Nov-20,23-Aug-20,,"7,064",557,8.062425559,8.062425559,"7,621"
4-Dec-20,19-Nov-20,23-Aug-20,8/23/2020,"7,064",557,8.062425559,8.062425559,"7,621"
4-Dec-20,19-Nov-20,24-Aug-20,,"5,322",474,8.12039312,8.12039312,"5,796"
4-Dec-20,19-Nov-20,24-Aug-20,,"5,322",474,8.12039312,8.12039312,"5,796"
4-Dec-20,19-Nov-20,24-Aug-20,8/24/2020,"5,322",474,8.12039312,8.12039312,"5,796"
4-Dec-20,19-Nov-20,25-Aug-20,,"8,475",800,8.345652939,8.345652939,"9,275"
4-Dec-20,19-Nov-20,25-Aug-20,,"8,475",800,8.345652939,8.345652939,"9,275"
4-Dec-20,19-Nov-20,25-Aug-20,8/25/2020,"8,475",800,8.345652939,8.345652939,"9,275"
4-Dec-20,19-Nov-20,26-Aug-20,,"8,031",837,8.461383859,8.461383859,"8,868"
4-Dec-20,19-Nov-20,26-Aug-20,,"8,031",837,8.461383859,8.461383859,"8,868"
4-Dec-20,19-Nov-20,26-Aug-20,8/26/2020,"8,031",837,8.461383859,8.461383859,"8,868"
4-Dec-20,19-Nov-20,27-Aug-20,,"7,417",859,8.705699654,8.705699654,"8,276"
4-Dec-20,19-Nov-20,27-Aug-20,,"7,417",859,8.705699654,8.705699654,"8,276"
4-Dec-20,19-Nov-20,27-Aug-20,8/27/2020,"7,417",859,8.705699654,8.705699654,"8,276"
4-Dec-20,19-Nov-20,28-Aug-20,,"6,937",713,8.725583478,8.725583478,"7,650"
4-Dec-20,19-Nov-20,28-Aug-20,,"6,937",713,8.725583478,8.725583478,"7,650"
4-Dec-20,19-Nov-20,28-Aug-20,8/28/2020,"6,937",713,8.725583478,8.725583478,"7,650"
4-Dec-20,19-Nov-20,29-Aug-20,,"6,298",622,8.936514355,8.936514355,"6,920"
4-Dec-20,19-Nov-20,29-Aug-20,,"6,298",622,8.936514355,8.936514355,"6,920"
4-Dec-20,19-Nov-20,29-Aug-20,8/29/2020,"6,298",622,8.936514355,8.936514355,"6,920"
4-Dec-20,19-Nov-20,30-Aug-20,,"5,936",575,9.156409487,9.156409487,"6,511"
4-Dec-20,19-Nov-20,30-Aug-20,,"5,936",575,9.156409487,9.156409487,"6,511"
4-Dec-20,19-Nov-20,30-Aug-20,8/30/2020,"5,936",575,9.156409487,9.156409487,"6,511"
4-Dec-20,19-Nov-20,31-Aug-20,,"6,873",609,9.121166927,9.121166927,"7,482"
4-Dec-20,19-Nov-20,31-Aug-20,,"6,873",609,9.121166927,9.121166927,"7,482"
4-Dec-20,19-Nov-20,31-Aug-20,8/31/2020,"6,873",609,9.121166927,9.121166927,"7,482"
4-Dec-20,19-Nov-20,1-Sep-20,,"8,069",905,9.363398621,9.363398621,"8,974"
4-Dec-20,19-Nov-20,1-Sep-20,,"8,069",905,9.363398621,9.363398621,"8,974"
4-Dec-20,19-Nov-20,1-Sep-20,9/1/2020,"8,069",905,9.363398621,9.363398621,"8,974"
4-Dec-20,19-Nov-20,2-Sep-20,,"6,646",872,9.66604789,9.66604789,"7,518"
4-Dec-20,19-Nov-20,2-Sep-20,,"6,646",872,9.66604789,9.66604789,"7,518"
4-Dec-20,19-Nov-20,2-Sep-20,9/2/2020,"6,646",872,9.66604789,9.66604789,"7,518"
4-Dec-20,19-Nov-20,3-Sep-20,,"7,583","1,012",9.893755825,9.893755825,"8,595"
4-Dec-20,19-Nov-20,3-Sep-20,,"7,583","1,012",9.893755825,9.893755825,"8,595"
4-Dec-20,19-Nov-20,3-Sep-20,9/3/2020,"7,583","1,012",9.893755825,9.893755825,"8,595"
4-Dec-20,19-Nov-20,4-Sep-20,,"7,206",972,10.27538853,10.27538853,"8,178"
4-Dec-20,19-Nov-20,4-Sep-20,,"7,206",972,10.27538853,10.27538853,"8,178"
4-Dec-20,19-Nov-20,4-Sep-20,9/4/2020,"7,206",972,10.27538853,10.27538853,"8,178"
4-Dec-20,19-Nov-20,5-Sep-20,,"5,987",891,10.78025713,10.78025713,"6,878"
4-Dec-20,19-Nov-20,5-Sep-20,,"5,987",891,10.78025713,10.78025713,"6,878"
4-Dec-20,19-Nov-20,5-Sep-20,9/5/2020,"5,987",891,10.78025713,10.78025713,"6,878"
4-Dec-20,19-Nov-20,6-Sep-20,,"5,663",774,11.16310902,11.16310902,"6,437"
4-Dec-20,19-Nov-20,6-Sep-20,,"5,663",774,11.16310902,11.16310902,"6,437"
4-Dec-20,19-Nov-20,6-Sep-20,9/6/2020,"5,663",774,11.16310902,11.16310902,"6,437"
4-Dec-20,19-Nov-20,7-Sep-20,,"5,217",681,11.63725752,11.63725752,"5,898"
4-Dec-20,19-Nov-20,7-Sep-20,,"5,217",681,11.63725752,11.63725752,"5,898"
4-Dec-20,19-Nov-20,7-Sep-20,9/7/2020,"5,217",681,11.63725752,11.63725752,"5,898"
4-Dec-20,19-Nov-20,8-Sep-20,,"4,551",671,12.05311333,12.05311333,"5,222"
4-Dec-20,19-Nov-20,8-Sep-20,,"4,551",671,12.05311333,12.05311333,"5,222"
4-Dec-20,19-Nov-20,8-Sep-20,9/8/2020,"4,551",671,12.05311333,12.05311333,"5,222"
4-Dec-20,19-Nov-20,9-Sep-20,,"9,334","1,788",12.9734378,12.9734378,"11,122"
4-Dec-20,19-Nov-20,9-Sep-20,,"9,334","1,788",12.9734378,12.9734378,"11,122"
4-Dec-20,19-Nov-20,9-Sep-20,9/9/2020,"9,334","1,788",12.9734378,12.9734378,"11,122"
4-Dec-20,19-Nov-20,10-Sep-20,,"8,492","1,572",13.66010521,13.66010521,"10,064"
4-Dec-20,19-Nov-20,10-Sep-20,,"8,492","1,572",13.66010521,13.66010521,"10,064"
4-Dec-20,19-Nov-20,10-Sep-20,9/10/2020,"8,492","1,572",13.66010521,13.66010521,"10,064"
4-Dec-20,19-Nov-20,11-Sep-20,,"7,770","1,364",14.13752169,14.13752169,"9,134"
4-Dec-20,19-Nov-20,11-Sep-20,,"7,770","1,364",14.13752169,14.13752169,"9,134"
4-Dec-20,19-Nov-20,11-Sep-20,9/11/2020,"7,770","1,364",14.13752169,14.13752169,"9,134"
4-Dec-20,19-Nov-20,12-Sep-20,,"8,242","1,238",14.10115592,14.10115592,"9,480"
4-Dec-20,19-Nov-20,12-Sep-20,,"8,242","1,238",14.10115592,14.10115592,"9,480"
4-Dec-20,19-Nov-20,12-Sep-20,9/12/2020,"8,242","1,238",14.10115592,14.10115592,"9,480"
4-Dec-20,19-Nov-20,13-Sep-20,,"5,601","1,000",14.45385164,14.45385164,"6,601"
4-Dec-20,19-Nov-20,13-Sep-20,,"5,601","1,000",14.45385164,14.45385164,"6,601"
4-Dec-20,19-Nov-20,13-Sep-20,9/13/2020,"5,601","1,000",14.45385164,14.45385164,"6,601"
4-Dec-20,19-Nov-20,14-Sep-20,,"7,248","1,262",14.7922106,14.7922106,"8,510"
4-Dec-20,19-Nov-20,14-Sep-20,,"7,248","1,262",14.7922106,14.7922106,"8,510"
4-Dec-20,19-Nov-20,14-Sep-20,9/14/2020,"7,248","1,262",14.7922106,14.7922106,"8,510"
4-Dec-20,19-Nov-20,15-Sep-20,,"9,181","1,501",14.82627719,14.82627719,"10,682"
4-Dec-20,19-Nov-20,15-Sep-20,,"9,181","1,501",14.82627719,14.82627719,"10,682"
4-Dec-20,19-Nov-20,15-Sep-20,9/15/2020,"9,181","1,501",14.82627719,14.82627719,"10,682"
4-Dec-20,19-Nov-20,16-Sep-20,,"11,991","2,401",15.01241596,15.01241596,"14,392"
4-Dec-20,19-Nov-20,16-Sep-20,,"11,991","2,401",15.01241596,15.01241596,"14,392"
4-Dec-20,19-Nov-20,16-Sep-20,9/16/2020,"11,991","2,401",15.01241596,15.01241596,"14,392"
4-Dec-20,19-Nov-20,17-Sep-20,,"10,803","2,151",15.21469486,15.21469486,"12,954"
4-Dec-20,19-Nov-20,17-Sep-20,,"10,803","2,151",15.21469486,15.21469486,"12,954"
4-Dec-20,19-Nov-20,17-Sep-20,9/17/2020,"10,803","2,151",15.21469486,15.21469486,"12,954"
4-Dec-20,19-Nov-20,18-Sep-20,,"11,228","2,405",15.68221161,15.68221161,"13,633"
4-Dec-20,19-Nov-20,18-Sep-20,,"11,228","2,405",15.68221161,15.68221161,"13,633"
4-Dec-20,19-Nov-20,18-Sep-20,9/18/2020,"11,228","2,405",15.68221161,15.68221161,"13,633"
4-Dec-20,19-Nov-20,19-Sep-20,,"9,003","1,728",16.06131376,16.06131376,"10,731"
4-Dec-20,19-Nov-20,19-Sep-20,,"9,003","1,728",16.06131376,16.06131376,"10,731"
4-Dec-20,19-Nov-20,19-Sep-20,9/19/2020,"9,003","1,728",16.06131376,16.06131376,"10,731"
4-Dec-20,19-Nov-20,20-Sep-20,,"7,022","1,325",16.11755353,16.11755353,"8,347"
4-Dec-20,19-Nov-20,20-Sep-20,,"7,022","1,325",16.11755353,16.11755353,"8,347"
4-Dec-20,19-Nov-20,20-Sep-20,9/20/2020,"7,022","1,325",16.11755353,16.11755353,"8,347"
4-Dec-20,19-Nov-20,21-Sep-20,,"8,252","1,408",16.06860782,16.06860782,"9,660"
4-Dec-20,19-Nov-20,21-Sep-20,,"8,252","1,408",16.06860782,16.06860782,"9,660"
4-Dec-20,19-Nov-20,21-Sep-20,9/21/2020,"8,252","1,408",16.06860782,16.06860782,"9,660"
4-Dec-20,19-Nov-20,22-Sep-20,,"9,715","1,904",16.37897118,16.37897118,"11,619"
4-Dec-20,19-Nov-20,22-Sep-20,,"9,715","1,904",16.37897118,16.37897118,"11,619"
4-Dec-20,19-Nov-20,22-Sep-20,9/22/2020,"9,715","1,904",16.37897118,16.37897118,"11,619"
4-Dec-20,19-Nov-20,23-Sep-20,,"12,239","2,691",16.62554657,16.62554657,"14,930"
4-Dec-20,19-Nov-20,23-Sep-20,,"12,239","2,691",16.62554657,16.62554657,"14,930"
4-Dec-20,19-Nov-20,23-Sep-20,9/23/2020,"12,239","2,691",16.62554657,16.62554657,"14,930"
4-Dec-20,19-Nov-20,24-Sep-20,,"10,980","2,471",16.91371963,16.91371963,"13,451"
4-Dec-20,19-Nov-20,24-Sep-20,,"10,980","2,471",16.91371963,16.91371963,"13,451"
4-Dec-20,19-Nov-20,24-Sep-20,9/24/2020,"10,980","2,471",16.91371963,16.91371963,"13,451"
4-Dec-20,19-Nov-20,25-Sep-20,,"11,795","2,602",16.99524869,16.99524869,"14,397"
4-Dec-20,19-Nov-20,25-Sep-20,,"11,795","2,602",16.99524869,16.99524869,"14,397"
4-Dec-20,19-Nov-20,25-Sep-20,9/25/2020,"11,795","2,602",16.99524869,16.99524869,"14,397"
4-Dec-20,19-Nov-20,26-Sep-20,,"10,688","2,767",17.66617361,17.66617361,"13,455"
4-Dec-20,19-Nov-20,26-Sep-20,,"10,688","2,767",17.66617361,17.66617361,"13,455"
4-Dec-20,19-Nov-20,26-Sep-20,9/26/2020,"10,688","2,767",17.66617361,17.66617361,"13,455"
4-Dec-20,19-Nov-20,27-Sep-20,,"9,679","1,896",17.66699967,17.66699967,"11,575"
4-Dec-20,19-Nov-20,27-Sep-20,,"9,679","1,896",17.66699967,17.66699967,"11,575"
4-Dec-20,19-Nov-20,27-Sep-20,9/27/2020,"9,679","1,896",17.66699967,17.66699967,"11,575"
4-Dec-20,19-Nov-20,28-Sep-20,,"8,757","2,074",18.17567418,18.17567418,"10,831"
4-Dec-20,19-Nov-20,28-Sep-20,,"8,757","2,074",18.17567418,18.17567418,"10,831"
4-Dec-20,19-Nov-20,28-Sep-20,9/28/2020,"8,757","2,074",18.17567418,18.17567418,"10,831"
4-Dec-20,19-Nov-20,29-Sep-20,,"9,195","2,124",18.48084662,18.48084662,"11,319"
4-Dec-20,19-Nov-20,29-Sep-20,,"9,195","2,124",18.48084662,18.48084662,"11,319"
4-Dec-20,19-Nov-20,29-Sep-20,9/29/2020,"9,195","2,124",18.48084662,18.48084662,"11,319"
4-Dec-20,19-Nov-20,30-Sep-20,,"12,381","2,834",18.58094257,18.58094257,"15,215"
4-Dec-20,19-Nov-20,30-Sep-20,,"12,381","2,834",18.58094257,18.58094257,"15,215"
4-Dec-20,19-Nov-20,30-Sep-20,9/30/2020,"12,381","2,834",18.58094257,18.58094257,"15,215"
4-Dec-20,19-Nov-20,1-Oct-20,,"12,163","2,836",18.66522862,18.66522862,"14,999"
4-Dec-20,19-Nov-20,1-Oct-20,,"12,163","2,836",18.66522862,18.66522862,"14,999"
4-Dec-20,19-Nov-20,1-Oct-20,10/1/2020,"12,163","2,836",18.66522862,18.66522862,"14,999"
4-Dec-20,19-Nov-20,2-Oct-20,,"10,460","2,387",18.74757594,18.74757594,"12,847"
4-Dec-20,19-Nov-20,2-Oct-20,,"10,460","2,387",18.74757594,18.74757594,"12,847"
4-Dec-20,19-Nov-20,2-Oct-20,10/2/2020,"10,460","2,387",18.74757594,18.74757594,"12,847"
4-Dec-20,19-Nov-20,3-Oct-20,,"10,329","2,126",18.23937428,18.23937428,"12,455"
4-Dec-20,19-Nov-20,3-Oct-20,,"10,329","2,126",18.23937428,18.23937428,"12,455"
4-Dec-20,19-Nov-20,3-Oct-20,10/3/2020,"10,329","2,126",18.23937428,18.23937428,"12,455"
4-Dec-20,19-Nov-20,4-Oct-20,,"9,345","1,981",18.38592233,18.38592233,"11,326"
4-Dec-20,19-Nov-20,4-Oct-20,,"9,345","1,981",18.38592233,18.38592233,"11,326"
4-Dec-20,19-Nov-20,4-Oct-20,10/4/2020,"9,345","1,981",18.38592233,18.38592233,"11,326"
4-Dec-20,19-Nov-20,5-Oct-20,,"8,956","1,862",18.15035008,18.15035008,"10,818"
4-Dec-20,19-Nov-20,5-Oct-20,,"8,956","1,862",18.15035008,18.15035008,"10,818"
4-Dec-20,19-Nov-20,5-Oct-20,10/5/2020,"8,956","1,862",18.15035008,18.15035008,"10,818"
4-Dec-20,19-Nov-20,6-Oct-20,,"10,913","2,312",17.97656379,17.97656379,"13,225"
4-Dec-20,19-Nov-20,6-Oct-20,,"10,913","2,312",17.97656379,17.97656379,"13,225"
4-Dec-20,19-Nov-20,6-Oct-20,10/6/2020,"10,913","2,312",17.97656379,17.97656379,"13,225"
4-Dec-20,19-Nov-20,7-Oct-20,,"11,839","3,057",18.28611179,18.28611179,"14,896"
4-Dec-20,19-Nov-20,7-Oct-20,,"11,839","3,057",18.28611179,18.28611179,"14,896"
4-Dec-20,19-Nov-20,7-Oct-20,10/7/2020,"11,839","3,057",18.28611179,18.28611179,"14,896"
4-Dec-20,19-Nov-20,8-Oct-20,,"12,786","3,396",18.66069385,18.66069385,"16,182"
4-Dec-20,19-Nov-20,8-Oct-20,,"12,786","3,396",18.66069385,18.66069385,"16,182"
4-Dec-20,19-Nov-20,8-Oct-20,10/8/2020,"12,786","3,396",18.66069385,18.66069385,"16,182"
4-Dec-20,19-Nov-20,9-Oct-20,,"11,392","3,129",19.12055918,19.12055918,"14,521"
4-Dec-20,19-Nov-20,9-Oct-20,,"11,392","3,129",19.12055918,19.12055918,"14,521"
4-Dec-20,19-Nov-20,9-Oct-20,10/9/2020,"11,392","3,129",19.12055918,19.12055918,"14,521"
4-Dec-20,19-Nov-20,10-Oct-20,,"10,661","3,027",19.82336038,19.82336038,"13,688"
4-Dec-20,19-Nov-20,10-Oct-20,,"10,661","3,027",19.82336038,19.82336038,"13,688"
4-Dec-20,19-Nov-20,10-Oct-20,10/10/2020,"10,661","3,027",19.82336038,19.82336038,"13,688"
4-Dec-20,19-Nov-20,11-Oct-20,,"9,502","2,487",20.21632623,20.21632623,"11,989"
4-Dec-20,19-Nov-20,11-Oct-20,,"9,502","2,487",20.21632623,20.21632623,"11,989"
4-Dec-20,19-Nov-20,11-Oct-20,10/11/2020,"9,502","2,487",20.21632623,20.21632623,"11,989"
4-Dec-20,19-Nov-20,12-Oct-20,,"10,390","3,250",21.04930661,21.04930661,"13,640"
4-Dec-20,19-Nov-20,12-Oct-20,,"10,390","3,250",21.04930661,21.04930661,"13,640"
4-Dec-20,19-Nov-20,12-Oct-20,10/12/2020,"10,390","3,250",21.04930661,21.04930661,"13,640"
4-Dec-20,19-Nov-20,13-Oct-20,,"9,906","3,192",21.97441182,21.97441182,"13,098"
4-Dec-20,19-Nov-20,13-Oct-20,,"9,906","3,192",21.97441182,21.97441182,"13,098"
4-Dec-20,19-Nov-20,13-Oct-20,10/13/2020,"9,906","3,192",21.97441182,21.97441182,"13,098"
4-Dec-20,19-Nov-20,14-Oct-20,,"11,771","3,794",22.57227689,22.57227689,"15,565"
4-Dec-20,19-Nov-20,14-Oct-20,,"11,771","3,794",22.57227689,22.57227689,"15,565"
4-Dec-20,19-Nov-20,14-Oct-20,10/14/2020,"11,771","3,794",22.57227689,22.57227689,"15,565"
4-Dec-20,19-Nov-20,15-Oct-20,,"12,156","4,099",23.26744704,23.26744704,"16,255"
4-Dec-20,19-Nov-20,15-Oct-20,,"12,156","4,099",23.26744704,23.26744704,"16,255"
4-Dec-20,19-Nov-20,15-Oct-20,10/15/2020,"12,156","4,099",23.26744704,23.26744704,"16,255"
4-Dec-20,19-Nov-20,16-Oct-20,,"11,390","3,652",23.67214964,23.67214964,"15,042"
4-Dec-20,19-Nov-20,16-Oct-20,,"11,390","3,652",23.67214964,23.67214964,"15,042"
4-Dec-20,19-Nov-20,16-Oct-20,10/16/2020,"11,390","3,652",23.67214964,23.67214964,"15,042"
4-Dec-20,19-Nov-20,17-Oct-20,,"9,097","3,051",24.06969725,24.06969725,"12,148"
4-Dec-20,19-Nov-20,17-Oct-20,,"9,097","3,051",24.06969725,24.06969725,"12,148"
4-Dec-20,19-Nov-20,17-Oct-20,10/17/2020,"9,097","3,051",24.06969725,24.06969725,"12,148"
4-Dec-20,19-Nov-20,18-Oct-20,,"8,709","2,550",24.31577103,24.31577103,"11,259"
4-Dec-20,19-Nov-20,18-Oct-20,,"8,709","2,550",24.31577103,24.31577103,"11,259"
4-Dec-20,19-Nov-20,18-Oct-20,10/18/2020,"8,709","2,550",24.31577103,24.31577103,"11,259"
4-Dec-20,19-Nov-20,19-Oct-20,,"7,946","2,792",24.57892779,24.57892779,"10,738"
4-Dec-20,19-Nov-20,19-Oct-20,,"7,946","2,792",24.57892779,24.57892779,"10,738"
4-Dec-20,19-Nov-20,19-Oct-20,10/19/2020,"7,946","2,792",24.57892779,24.57892779,"10,738"
4-Dec-20,19-Nov-20,20-Oct-20,,"10,492","3,385",24.58054045,24.58054045,"13,877"
4-Dec-20,19-Nov-20,20-Oct-20,,"10,492","3,385",24.58054045,24.58054045,"13,877"
4-Dec-20,19-Nov-20,20-Oct-20,10/20/2020,"10,492","3,385",24.58054045,24.58054045,"13,877"
4-Dec-20,19-Nov-20,21-Oct-20,,"10,605","3,771",24.86792252,24.86792252,"14,376"
4-Dec-20,19-Nov-20,21-Oct-20,,"10,605","3,771",24.86792252,24.86792252,"14,376"
4-Dec-20,19-Nov-20,21-Oct-20,10/21/2020,"10,605","3,771",24.86792252,24.86792252,"14,376"
4-Dec-20,19-Nov-20,22-Oct-20,,"10,232","4,287",25.54181755,25.54181755,"14,519"
4-Dec-20,19-Nov-20,22-Oct-20,,"10,232","4,287",25.54181755,25.54181755,"14,519"
4-Dec-20,19-Nov-20,22-Oct-20,10/22/2020,"10,232","4,287",25.54181755,25.54181755,"14,519"
4-Dec-20,19-Nov-20,23-Oct-20,,"11,869","4,518",26.10177484,26.10177484,"16,387"
4-Dec-20,19-Nov-20,23-Oct-20,,"11,869","4,518",26.10177484,26.10177484,"16,387"
4-Dec-20,19-Nov-20,23-Oct-20,10/23/2020,"11,869","4,518",26.10177484,26.10177484,"16,387"
4-Dec-20,19-Nov-20,24-Oct-20,,"10,487","3,921",26.39487673,26.39487673,"14,408"
4-Dec-20,19-Nov-20,24-Oct-20,,"10,487","3,921",26.39487673,26.39487673,"14,408"
4-Dec-20,19-Nov-20,24-Oct-20,10/24/2020,"10,487","3,921",26.39487673,26.39487673,"14,408"
4-Dec-20,19-Nov-20,25-Oct-20,,"8,994","3,321",26.90436763,26.90436763,"12,315"
4-Dec-20,19-Nov-20,25-Oct-20,,"8,994","3,321",26.90436763,26.90436763,"12,315"
4-Dec-20,19-Nov-20,25-Oct-20,10/25/2020,"8,994","3,321",26.90436763,26.90436763,"12,315"
4-Dec-20,19-Nov-20,26-Oct-20,,"8,739","3,397",27.13787264,27.13787264,"12,136"
4-Dec-20,19-Nov-20,26-Oct-20,,"8,739","3,397",27.13787264,27.13787264,"12,136"
4-Dec-20,19-Nov-20,26-Oct-20,10/26/2020,"8,739","3,397",27.13787264,27.13787264,"12,136"
4-Dec-20,19-Nov-20,27-Oct-20,,"9,525","4,552",28.2707854,28.2707854,"14,077"
4-Dec-20,19-Nov-20,27-Oct-20,,"9,525","4,552",28.2707854,28.2707854,"14,077"
4-Dec-20,19-Nov-20,27-Oct-20,10/27/2020,"9,525","4,552",28.2707854,28.2707854,"14,077"
4-Dec-20,19-Nov-20,28-Oct-20,,"10,824","5,105",29.16779425,29.16779425,"15,929"
4-Dec-20,19-Nov-20,28-Oct-20,,"10,824","5,105",29.16779425,29.16779425,"15,929"
4-Dec-20,19-Nov-20,28-Oct-20,10/28/2020,"10,824","5,105",29.16779425,29.16779425,"15,929"
4-Dec-20,19-Nov-20,29-Oct-20,,"11,178","5,681",29.86455916,29.86455916,"16,859"
4-Dec-20,19-Nov-20,29-Oct-20,,"11,178","5,681",29.86455916,29.86455916,"16,859"
4-Dec-20,19-Nov-20,29-Oct-20,10/29/2020,"11,178","5,681",29.86455916,29.86455916,"16,859"
4-Dec-20,19-Nov-20,30-Oct-20,,"11,592","5,589",30.67489432,30.67489432,"17,181"
4-Dec-20,19-Nov-20,30-Oct-20,,"11,592","5,589",30.67489432,30.67489432,"17,181"
4-Dec-20,19-Nov-20,30-Oct-20,10/30/2020,"11,592","5,589",30.67489432,30.67489432,"17,181"
4-Dec-20,19-Nov-20,31-Oct-20,,"10,472","4,805",31.26987492,31.26987492,"15,277"
4-Dec-20,19-Nov-20,31-Oct-20,,"10,472","4,805",31.26987492,31.26987492,"15,277"
4-Dec-20,19-Nov-20,31-Oct-20,10/31/2020,"10,472","4,805",31.26987492,31.26987492,"15,277"
4-Dec-20,19-Nov-20,1-Nov-20,,"8,118","3,456",31.6257898,31.6257898,"11,574"
4-Dec-20,19-Nov-20,1-Nov-20,,"8,118","3,456",31.6257898,31.6257898,"11,574"
4-Dec-20,19-Nov-20,1-Nov-20,11/1/2020,"8,118","3,456",31.6257898,31.6257898,"11,574"
4-Dec-20,19-Nov-20,2-Nov-20,,"10,195","4,968",32.2044126,32.2044126,"15,163"
4-Dec-20,19-Nov-20,2-Nov-20,,"10,195","4,968",32.2044126,32.2044126,"15,163"
4-Dec-20,19-Nov-20,2-Nov-20,11/2/2020,"10,195","4,968",32.2044126,32.2044126,"15,163"
4-Dec-20,19-Nov-20,3-Nov-20,,"9,669","5,487",32.7527791,32.7527791,"15,156"
4-Dec-20,19-Nov-20,3-Nov-20,,"9,669","5,487",32.7527791,32.7527791,"15,156"
4-Dec-20,19-Nov-20,3-Nov-20,11/3/2020,"9,669","5,487",32.7527791,32.7527791,"15,156"
4-Dec-20,19-Nov-20,4-Nov-20,,"11,039","7,019",33.86627375,33.86627375,"18,058"
4-Dec-20,19-Nov-20,4-Nov-20,,"11,039","7,019",33.86627375,33.86627375,"18,058"
4-Dec-20,19-Nov-20,4-Nov-20,11/4/2020,"11,039","7,019",33.86627375,33.86627375,"18,058"
4-Dec-20,19-Nov-20,5-Nov-20,,"11,940","7,286",34.58592735,34.58592735,"19,226"
4-Dec-20,19-Nov-20,5-Nov-20,,"11,940","7,286",34.58592735,34.58592735,"19,226"
4-Dec-20,19-Nov-20,5-Nov-20,11/5/2020,"11,940","7,286",34.58592735,34.58592735,"19,226"
4-Dec-20,19-Nov-20,6-Nov-20,,"11,961","7,171",35.38464247,35.38464247,"19,132"
4-Dec-20,19-Nov-20,6-Nov-20,,"11,961","7,171",35.38464247,35.38464247,"19,132"
4-Dec-20,19-Nov-20,6-Nov-20,11/6/2020,"11,961","7,171",35.38464247,35.38464247,"19,132"
4-Dec-20,19-Nov-20,7-Nov-20,,"10,370","5,701",35.92236405,35.92236405,"16,071"
4-Dec-20,19-Nov-20,7-Nov-20,,"10,370","5,701",35.92236405,35.92236405,"16,071"
4-Dec-20,19-Nov-20,7-Nov-20,11/7/2020,"10,370","5,701",35.92236405,35.92236405,"16,071"
4-Dec-20,19-Nov-20,8-Nov-20,,"9,370","5,075",36.42356995,36.42356995,"14,445"
4-Dec-20,19-Nov-20,8-Nov-20,,"9,370","5,075",36.42356995,36.42356995,"14,445"
4-Dec-20,19-Nov-20,8-Nov-20,11/8/2020,"9,370","5,075",36.42356995,36.42356995,"14,445"
4-Dec-20,19-Nov-20,9-Nov-20,,"12,205","6,620",36.68670863,36.68670863,"18,825"
4-Dec-20,19-Nov-20,9-Nov-20,,"12,205","6,620",36.68670863,36.68670863,"18,825"
4-Dec-20,19-Nov-20,9-Nov-20,11/9/2020,"12,205","6,620",36.68670863,36.68670863,"18,825"
4-Dec-20,19-Nov-20,10-Nov-20,,"11,317","6,344",36.63647118,36.63647118,"17,661"
4-Dec-20,19-Nov-20,10-Nov-20,,"11,317","6,344",36.63647118,36.63647118,"17,661"
4-Dec-20,19-Nov-20,10-Nov-20,11/10/2020,"11,317","6,344",36.63647118,36.63647118,"17,661"
4-Dec-20,19-Nov-20,11-Nov-20,,"13,574","9,012",36.89759742,36.89759742,"22,586"
4-Dec-20,19-Nov-20,11-Nov-20,,"13,574","9,012",36.89759742,36.89759742,"22,586"
