Day of Epi Dt,Measure Names,7 Day Average (conf+prob) (TT),7 Day Average (conf+prob),7 Day Average (conf+prob),Prelim end date,Prelim start date,7 Day Average (TT Text),County Parameter Cum Curve,Max. Window Max Daily Cases,Measure Values,Confirmed Cases By Epi Dt,Probable By Epi Dt,Stacked Confirm + Probable cases
22-Jan-21,Confirmed cases,1759,1759,,1/23/2021,1/9/2021,confirmed plus probable cases,Wisconsin,9572,1367,1367,245,1612
21-Jan-21,Confirmed cases,1811,1811,,1/22/2021,1/8/2021,confirmed plus probable cases,Wisconsin,9572,1465,1465,293,1758
20-Jan-21,Confirmed cases,1854,1854,,1/21/2021,1/7/2021,confirmed plus probable cases,Wisconsin,9572,1588,1588,276,1864
19-Jan-21,Confirmed cases,1923,1923,,1/20/2021,1/6/2021,confirmed plus probable cases,Wisconsin,9572,1756,1756,306,2062
18-Jan-21,Confirmed cases,1978,1978,,1/19/2021,1/5/2021,confirmed plus probable cases,Wisconsin,9572,1798,1798,370,2168
17-Jan-21,Confirmed cases,2151,2151,,1/18/2021,1/4/2021,confirmed plus probable cases,Wisconsin,9572,1111,1111,221,1332
16-Jan-21,Confirmed cases,2204,2204,,1/17/2021,1/3/2021,confirmed plus probable cases,Wisconsin,9572,1273,1273,247,1520
15-Jan-21,Confirmed cases,2267,2267,,1/16/2021,1/2/2021,confirmed plus probable cases,Wisconsin,9572,1619,1619,359,1978
14-Jan-21,Confirmed cases,2346,2346,,1/15/2021,1/1/2021,confirmed plus probable cases,Wisconsin,9572,1708,1708,346,2054
13-Jan-21,Confirmed cases,2428,2428,,1/14/2021,12/31/2020,confirmed plus probable cases,Wisconsin,9572,1948,1948,401,2349
12-Jan-21,Confirmed cases,2523,2523,,1/13/2021,12/30/2020,confirmed plus probable cases,Wisconsin,9572,2059,2059,387,2446
11-Jan-21,Confirmed cases,2668,2668,,1/12/2021,12/29/2020,confirmed plus probable cases,Wisconsin,9572,2808,2808,575,3383
10-Jan-21,Confirmed cases,2798,2798,,1/11/2021,12/28/2020,confirmed plus probable cases,Wisconsin,9572,1445,1445,256,1701
9-Jan-21,Confirmed cases,2908,2908,,1/10/2021,12/27/2020,confirmed plus probable cases,Wisconsin,9572,1684,1684,274,1958
8-Jan-21,Confirmed cases,3020,3020,,1/9/2021,12/26/2020,confirmed plus probable cases,Wisconsin,9572,2164,2164,372,2536
7-Jan-21,Confirmed cases,2947,2947,,1/8/2021,12/25/2020,confirmed plus probable cases,Wisconsin,9572,2178,2178,448,2626
6-Jan-21,Confirmed cases,2956,2956,,1/7/2021,12/24/2020,confirmed plus probable cases,Wisconsin,9572,2541,2541,473,3014
5-Jan-21,Confirmed cases,2966,2966,,1/6/2021,12/23/2020,confirmed plus probable cases,Wisconsin,9572,2890,2890,568,3458
4-Jan-21,Confirmed cases,2942,2942,,1/5/2021,12/22/2020,confirmed plus probable cases,Wisconsin,9572,3620,3620,677,4297
3-Jan-21,Confirmed cases,2900,2900,,1/4/2021,12/21/2020,confirmed plus probable cases,Wisconsin,9572,2072,2072,396,2468
2-Jan-21,Confirmed cases,2878,2878,,1/3/2021,12/20/2020,confirmed plus probable cases,Wisconsin,9572,2406,2406,335,2741
1-Jan-21,Confirmed cases,2841,2841,,1/2/2021,12/19/2020,confirmed plus probable cases,Wisconsin,9572,1718,1718,308,2026
31-Dec-20,Confirmed cases,2765,2765,,1/1/2021,12/18/2020,confirmed plus probable cases,Wisconsin,9572,2326,2326,364,2690
30-Dec-20,Confirmed cases,2641,2641,,12/31/2020,12/17/2020,confirmed plus probable cases,Wisconsin,9572,2740,2740,347,3087
29-Dec-20,Confirmed cases,2587,2587,,12/30/2020,12/16/2020,confirmed plus probable cases,Wisconsin,9572,2920,2920,371,3291
28-Dec-20,Confirmed cases,2504,2504,,12/29/2020,12/15/2020,confirmed plus probable cases,Wisconsin,9572,3538,3538,465,4003
27-Dec-20,Confirmed cases,2408,2408,,12/28/2020,12/14/2020,confirmed plus probable cases,Wisconsin,9572,2023,2023,289,2312
26-Dec-20,Confirmed cases,2337,2337,,12/27/2020,12/13/2020,confirmed plus probable cases,Wisconsin,9572,2208,2208,273,2481
25-Dec-20,Confirmed cases,2274,2274,,12/26/2020,12/12/2020,confirmed plus probable cases,Wisconsin,9572,1342,1342,149,1491
24-Dec-20,Confirmed cases,2444,2444,,12/25/2020,12/11/2020,confirmed plus probable cases,Wisconsin,9572,1602,1602,225,1827
23-Dec-20,Confirmed cases,2594,2594,,12/24/2020,12/10/2020,confirmed plus probable cases,Wisconsin,9572,2348,2348,357,2705
22-Dec-20,Confirmed cases,2637,2637,,12/23/2020,12/9/2020,confirmed plus probable cases,Wisconsin,9572,2371,2371,344,2715
21-Dec-20,Confirmed cases,2731,2731,,12/22/2020,12/8/2020,confirmed plus probable cases,Wisconsin,9572,2850,2850,477,3327
20-Dec-20,Confirmed cases,2828,2828,,12/21/2020,12/7/2020,confirmed plus probable cases,Wisconsin,9572,1566,1566,247,1813
19-Dec-20,Confirmed cases,2887,2887,,12/20/2020,12/6/2020,confirmed plus probable cases,Wisconsin,9572,1761,1761,282,2043
18-Dec-20,Confirmed cases,2970,2970,,12/19/2020,12/5/2020,confirmed plus probable cases,Wisconsin,9572,2286,2286,398,2684
17-Dec-20,Confirmed cases,3085,3085,,12/18/2020,12/4/2020,confirmed plus probable cases,Wisconsin,9572,2405,2405,472,2877
16-Dec-20,Confirmed cases,3144,3144,,12/17/2020,12/3/2020,confirmed plus probable cases,Wisconsin,9572,2525,2525,475,3000
15-Dec-20,Confirmed cases,3228,3228,,12/16/2020,12/2/2020,confirmed plus probable cases,Wisconsin,9572,2829,2829,547,3376
14-Dec-20,Confirmed cases,3289,3289,,12/15/2020,12/1/2020,confirmed plus probable cases,Wisconsin,9572,3339,3339,664,4003
13-Dec-20,Confirmed cases,3389,3389,,12/14/2020,11/30/2020,confirmed plus probable cases,Wisconsin,9572,1900,1900,331,2231
12-Dec-20,Confirmed cases,3421,3421,,12/13/2020,11/29/2020,confirmed plus probable cases,Wisconsin,9572,2299,2299,323,2622
11-Dec-20,Confirmed cases,3433,3433,,12/12/2020,11/28/2020,confirmed plus probable cases,Wisconsin,9572,3011,3011,478,3489
10-Dec-20,Confirmed cases,3479,3479,,12/11/2020,11/27/2020,confirmed plus probable cases,Wisconsin,9572,2811,2811,479,3290
9-Dec-20,Confirmed cases,3586,3586,,12/10/2020,11/26/2020,confirmed plus probable cases,Wisconsin,9572,3087,3087,504,3591
8-Dec-20,Confirmed cases,3737,3737,,12/9/2020,11/25/2020,confirmed plus probable cases,Wisconsin,9572,3283,3283,514,3797
7-Dec-20,Confirmed cases,3915,3915,,12/8/2020,11/24/2020,confirmed plus probable cases,Wisconsin,9572,4050,4050,655,4705
6-Dec-20,Confirmed cases,4131,4131,,12/7/2020,11/23/2020,confirmed plus probable cases,Wisconsin,9572,2149,2149,306,2455
5-Dec-20,Confirmed cases,4248,4248,,12/6/2020,11/22/2020,confirmed plus probable cases,Wisconsin,9572,2411,2411,297,2708
4-Dec-20,Confirmed cases,4322,4322,,12/5/2020,11/21/2020,confirmed plus probable cases,Wisconsin,9572,3294,3294,515,3809
3-Dec-20,Confirmed cases,4364,4364,,12/4/2020,11/20/2020,confirmed plus probable cases,Wisconsin,9572,3414,3414,628,4042
2-Dec-20,Confirmed cases,4095,4095,,12/3/2020,11/19/2020,confirmed plus probable cases,Wisconsin,9572,4006,4006,637,4643
1-Dec-20,Confirmed cases,4069,4069,,12/2/2020,11/18/2020,confirmed plus probable cases,Wisconsin,9572,4396,4396,653,5049
30-Nov-20,Confirmed cases,4024,4024,,12/1/2020,11/17/2020,confirmed plus probable cases,Wisconsin,9572,5484,5484,728,6212
29-Nov-20,Confirmed cases,3882,3882,,11/30/2020,11/16/2020,confirmed plus probable cases,Wisconsin,9572,2949,2949,324,3273
28-Nov-20,Confirmed cases,3797,3797,,11/29/2020,11/15/2020,confirmed plus probable cases,Wisconsin,9572,2959,2959,267,3226
27-Nov-20,Confirmed cases,3797,3797,,11/28/2020,11/14/2020,confirmed plus probable cases,Wisconsin,9572,3764,3764,339,4103
26-Nov-20,Confirmed cases,3879,3879,,11/27/2020,11/13/2020,confirmed plus probable cases,Wisconsin,9572,1948,1948,217,2165
25-Nov-20,Confirmed cases,4287,4287,,11/26/2020,11/12/2020,confirmed plus probable cases,Wisconsin,9572,3995,3995,462,4457
24-Nov-20,Confirmed cases,4458,4458,,11/25/2020,11/11/2020,confirmed plus probable cases,Wisconsin,9572,4258,4258,478,4736
23-Nov-20,Confirmed cases,4661,4661,,11/24/2020,11/10/2020,confirmed plus probable cases,Wisconsin,9572,4650,4650,565,5215
22-Nov-20,Confirmed cases,4931,4931,,11/23/2020,11/9/2020,confirmed plus probable cases,Wisconsin,9572,2442,2442,237,2679
21-Nov-20,Confirmed cases,5066,5066,,11/22/2020,11/8/2020,confirmed plus probable cases,Wisconsin,9572,2920,2920,307,3227
20-Nov-20,Confirmed cases,5201,5201,,11/21/2020,11/7/2020,confirmed plus probable cases,Wisconsin,9572,4108,4108,567,4675
19-Nov-20,Confirmed cases,5443,5443,,11/20/2020,11/6/2020,confirmed plus probable cases,Wisconsin,9572,4472,4472,549,5021
18-Nov-20,Confirmed cases,5774,5774,,11/19/2020,11/5/2020,confirmed plus probable cases,Wisconsin,9572,5066,5066,593,5659
17-Nov-20,Confirmed cases,5944,5944,,11/18/2020,11/4/2020,confirmed plus probable cases,Wisconsin,9572,5529,5529,626,6155
16-Nov-20,Confirmed cases,6255,6255,,11/17/2020,11/3/2020,confirmed plus probable cases,Wisconsin,9572,6381,6381,726,7107
15-Nov-20,Confirmed cases,6607,6607,,11/16/2020,11/2/2020,confirmed plus probable cases,Wisconsin,9572,3314,3314,310,3624
14-Nov-20,Confirmed cases,6761,6761,,11/15/2020,11/1/2020,confirmed plus probable cases,Wisconsin,9572,3837,3837,331,4168
13-Nov-20,Confirmed cases,6942,6942,,11/14/2020,10/31/2020,confirmed plus probable cases,Wisconsin,9572,5734,5734,634,6368
12-Nov-20,Confirmed cases,7148,7148,,11/13/2020,10/30/2020,confirmed plus probable cases,Wisconsin,9572,6610,6610,733,7343
11-Nov-20,Confirmed cases,7195,7195,,11/12/2020,10/29/2020,confirmed plus probable cases,Wisconsin,9572,6108,6108,738,6846
10-Nov-20,Confirmed cases,7377,7377,,11/11/2020,10/28/2020,confirmed plus probable cases,Wisconsin,9572,7813,7813,518,8331
9-Nov-20,Confirmed cases,7362,7362,,11/10/2020,10/27/2020,confirmed plus probable cases,Wisconsin,9572,8942,8942,630,9572
8-Nov-20,Confirmed cases,7227,7227,,11/9/2020,10/26/2020,confirmed plus probable cases,Wisconsin,9572,4428,4428,277,4705
7-Nov-20,Confirmed cases,7208,7208,,11/8/2020,10/25/2020,confirmed plus probable cases,Wisconsin,9572,5139,5139,292,5431
6-Nov-20,Confirmed cases,7048,7048,,11/7/2020,10/24/2020,confirmed plus probable cases,Wisconsin,9572,7399,7399,410,7809
5-Nov-20,Confirmed cases,6774,6774,,11/6/2020,10/23/2020,confirmed plus probable cases,Wisconsin,9572,7248,7248,423,7671
4-Nov-20,Confirmed cases,6512,6512,,11/5/2020,10/22/2020,confirmed plus probable cases,Wisconsin,9572,7749,7749,373,8122
3-Nov-20,Confirmed cases,6243,6243,,11/4/2020,10/21/2020,confirmed plus probable cases,Wisconsin,9572,7841,7841,386,8227
2-Nov-20,Confirmed cases,5955,5955,,11/3/2020,10/20/2020,confirmed plus probable cases,Wisconsin,9572,8218,8218,412,8630
1-Nov-20,Confirmed cases,5628,5628,,11/2/2020,10/19/2020,confirmed plus probable cases,Wisconsin,9572,4320,4320,248,4568
31-Oct-20,Confirmed cases,5434,5434,,11/1/2020,10/18/2020,confirmed plus probable cases,Wisconsin,9572,4142,4142,169,4311
30-Oct-20,Confirmed cases,5306,5306,,10/31/2020,10/17/2020,confirmed plus probable cases,Wisconsin,9572,5597,5597,293,5890
29-Oct-20,Confirmed cases,5133,5133,,10/30/2020,10/16/2020,confirmed plus probable cases,Wisconsin,9572,5538,5538,302,5840
28-Oct-20,Confirmed cases,4968,4968,,10/29/2020,10/15/2020,confirmed plus probable cases,Wisconsin,9572,5988,5988,251,6239
27-Oct-20,Confirmed cases,4783,4783,,10/28/2020,10/14/2020,confirmed plus probable cases,Wisconsin,9572,5911,5911,298,6209
26-Oct-20,Confirmed cases,4586,4586,,10/27/2020,10/13/2020,confirmed plus probable cases,Wisconsin,9572,6040,6040,304,6344
25-Oct-20,Confirmed cases,4398,4398,,10/26/2020,10/12/2020,confirmed plus probable cases,Wisconsin,9572,3013,3013,197,3210
24-Oct-20,Confirmed cases,4305,4305,,10/25/2020,10/11/2020,confirmed plus probable cases,Wisconsin,9572,3234,3234,176,3410
23-Oct-20,Confirmed cases,4189,4189,,10/24/2020,10/10/2020,confirmed plus probable cases,Wisconsin,9572,4413,4413,272,4685
22-Oct-20,Confirmed cases,4051,4051,,10/23/2020,10/9/2020,confirmed plus probable cases,Wisconsin,9572,4393,4393,289,4682
21-Oct-20,Confirmed cases,3935,3935,,10/22/2020,10/8/2020,confirmed plus probable cases,Wisconsin,9572,4708,4708,238,4946
20-Oct-20,Confirmed cases,3792,3792,,10/21/2020,10/7/2020,confirmed plus probable cases,Wisconsin,9572,4619,4619,210,4829
19-Oct-20,Confirmed cases,3661,3661,,10/20/2020,10/6/2020,confirmed plus probable cases,Wisconsin,9572,4789,4789,241,5030
18-Oct-20,Confirmed cases,3567,3567,,10/19/2020,10/5/2020,confirmed plus probable cases,Wisconsin,9572,2418,2418,138,2556
17-Oct-20,Confirmed cases,3544,3544,,10/18/2020,10/4/2020,confirmed plus probable cases,Wisconsin,9572,2471,2471,124,2595
16-Oct-20,Confirmed cases,3533,3533,,10/17/2020,10/3/2020,confirmed plus probable cases,Wisconsin,9572,3533,3533,190,3723
15-Oct-20,Confirmed cases,3498,3498,,10/16/2020,10/2/2020,confirmed plus probable cases,Wisconsin,9572,3622,3622,248,3870
14-Oct-20,Confirmed cases,3450,3450,,10/15/2020,10/1/2020,confirmed plus probable cases,Wisconsin,9572,3726,3726,221,3947
13-Oct-20,Confirmed cases,3419,3419,,10/14/2020,9/30/2020,confirmed plus probable cases,Wisconsin,9572,3695,3695,212,3907
12-Oct-20,Confirmed cases,3399,3399,,10/13/2020,9/29/2020,confirmed plus probable cases,Wisconsin,9572,4133,4133,241,4374
11-Oct-20,Confirmed cases,3303,3303,,10/12/2020,9/28/2020,confirmed plus probable cases,Wisconsin,9572,2241,2241,152,2393
10-Oct-20,Confirmed cases,3237,3237,,10/11/2020,9/27/2020,confirmed plus probable cases,Wisconsin,9572,2416,2416,103,2519
9-Oct-20,Confirmed cases,3176,3176,,10/10/2020,9/26/2020,confirmed plus probable cases,Wisconsin,9572,3277,3277,201,3478
8-Oct-20,Confirmed cases,3067,3067,,10/9/2020,9/25/2020,confirmed plus probable cases,Wisconsin,9572,3355,3355,182,3537
7-Oct-20,Confirmed cases,2972,2972,,10/8/2020,9/24/2020,confirmed plus probable cases,Wisconsin,9572,3548,3548,182,3730
6-Oct-20,Confirmed cases,2867,2867,,10/7/2020,9/23/2020,confirmed plus probable cases,Wisconsin,9572,3597,3597,170,3767
5-Oct-20,Confirmed cases,2732,2732,,10/6/2020,9/22/2020,confirmed plus probable cases,Wisconsin,9572,3531,3531,166,3697
4-Oct-20,Confirmed cases,2694,2694,,10/5/2020,9/21/2020,confirmed plus probable cases,Wisconsin,9572,1849,1849,85,1934
3-Oct-20,Confirmed cases,2656,2656,,10/4/2020,9/20/2020,confirmed plus probable cases,Wisconsin,9572,2014,2014,75,2089
2-Oct-20,Confirmed cases,2630,2630,,10/3/2020,9/19/2020,confirmed plus probable cases,Wisconsin,9572,2595,2595,125,2720
1-Oct-20,Confirmed cases,2600,2600,,10/2/2020,9/18/2020,confirmed plus probable cases,Wisconsin,9572,2761,2761,108,2869
30-Sep-20,Confirmed cases,2558,2558,,10/1/2020,9/17/2020,confirmed plus probable cases,Wisconsin,9572,2895,2895,100,2995
29-Sep-20,Confirmed cases,2597,2597,,9/30/2020,9/16/2020,confirmed plus probable cases,Wisconsin,9572,2725,2725,101,2826
28-Sep-20,Confirmed cases,2581,2581,,9/29/2020,9/15/2020,confirmed plus probable cases,Wisconsin,9572,3293,3293,132,3425
27-Sep-20,Confirmed cases,2501,2501,,9/28/2020,9/14/2020,confirmed plus probable cases,Wisconsin,9572,1607,1607,66,1673
26-Sep-20,Confirmed cases,2475,2475,,9/27/2020,9/13/2020,confirmed plus probable cases,Wisconsin,9572,1837,1837,70,1907
25-Sep-20,Confirmed cases,2432,2432,,9/26/2020,9/12/2020,confirmed plus probable cases,Wisconsin,9572,2415,2415,92,2507
24-Sep-20,Confirmed cases,2364,2364,,9/25/2020,9/11/2020,confirmed plus probable cases,Wisconsin,9572,2478,2478,96,2574
23-Sep-20,Confirmed cases,2302,2302,,9/24/2020,9/10/2020,confirmed plus probable cases,Wisconsin,9572,3167,3167,100,3267
22-Sep-20,Confirmed cases,2179,2179,,9/23/2020,9/9/2020,confirmed plus probable cases,Wisconsin,9572,2614,2614,104,2718
21-Sep-20,Confirmed cases,2112,2112,,9/22/2020,9/8/2020,confirmed plus probable cases,Wisconsin,9572,2719,2719,144,2863
20-Sep-20,Confirmed cases,2036,2036,,9/21/2020,9/7/2020,confirmed plus probable cases,Wisconsin,9572,1434,1434,57,1491
19-Sep-20,Confirmed cases,2002,2002,,9/20/2020,9/6/2020,confirmed plus probable cases,Wisconsin,9572,1537,1537,68,1605
18-Sep-20,Confirmed cases,1955,1955,,9/19/2020,9/5/2020,confirmed plus probable cases,Wisconsin,9572,1897,1897,137,2034
17-Sep-20,Confirmed cases,1907,1907,,9/18/2020,9/4/2020,confirmed plus probable cases,Wisconsin,9572,2027,2027,113,2140
16-Sep-20,Confirmed cases,1850,1850,,9/17/2020,9/3/2020,confirmed plus probable cases,Wisconsin,9572,2280,2280,128,2408
15-Sep-20,Confirmed cases,1768,1768,,9/16/2020,9/2/2020,confirmed plus probable cases,Wisconsin,9572,2127,2127,118,2245
14-Sep-20,Confirmed cases,1727,1727,,9/15/2020,9/1/2020,confirmed plus probable cases,Wisconsin,9572,2217,2217,117,2334
13-Sep-20,Confirmed cases,1562,1562,,9/14/2020,8/31/2020,confirmed plus probable cases,Wisconsin,9572,1206,1206,47,1253
12-Sep-20,Confirmed cases,1509,1509,,9/13/2020,8/30/2020,confirmed plus probable cases,Wisconsin,9572,1220,1220,55,1275
11-Sep-20,Confirmed cases,1452,1452,,9/12/2020,8/29/2020,confirmed plus probable cases,Wisconsin,9572,1585,1585,115,1700
10-Sep-20,Confirmed cases,1368,1368,,9/11/2020,8/28/2020,confirmed plus probable cases,Wisconsin,9572,1645,1645,92,1737
9-Sep-20,Confirmed cases,1278,1278,,9/10/2020,8/27/2020,confirmed plus probable cases,Wisconsin,9572,1750,1750,88,1838
8-Sep-20,Confirmed cases,1173,1173,,9/9/2020,8/26/2020,confirmed plus probable cases,Wisconsin,9572,1881,1881,77,1958
7-Sep-20,Confirmed cases,1064,1064,,9/8/2020,8/25/2020,confirmed plus probable cases,Wisconsin,9572,1135,1135,42,1177
6-Sep-20,Confirmed cases,1052,1052,,9/7/2020,8/24/2020,confirmed plus probable cases,Wisconsin,9572,851,851,31,882
5-Sep-20,Confirmed cases,1014,1014,,9/6/2020,8/23/2020,confirmed plus probable cases,Wisconsin,9572,852,852,21,873
4-Sep-20,Confirmed cases,975,975,,9/5/2020,8/22/2020,confirmed plus probable cases,Wisconsin,9572,1056,1056,58,1114
3-Sep-20,Confirmed cases,931,931,,9/4/2020,8/21/2020,confirmed plus probable cases,Wisconsin,9572,1053,1053,54,1107
2-Sep-20,Confirmed cases,898,898,,9/3/2020,8/20/2020,confirmed plus probable cases,Wisconsin,9572,1053,1053,51,1104
1-Sep-20,Confirmed cases,866,866,,9/2/2020,8/19/2020,confirmed plus probable cases,Wisconsin,9572,1157,1157,36,1193
31-Aug-20,Confirmed cases,831,831,,9/1/2020,8/18/2020,confirmed plus probable cases,Wisconsin,9572,1065,1065,31,1096
30-Aug-20,Confirmed cases,798,798,,8/31/2020,8/17/2020,confirmed plus probable cases,Wisconsin,9572,601,601,14,615
29-Aug-20,Confirmed cases,786,786,,8/30/2020,8/16/2020,confirmed plus probable cases,Wisconsin,9572,580,580,21,601
28-Aug-20,Confirmed cases,772,772,,8/29/2020,8/15/2020,confirmed plus probable cases,Wisconsin,9572,759,759,47,806
27-Aug-20,Confirmed cases,754,754,,8/28/2020,8/14/2020,confirmed plus probable cases,Wisconsin,9572,842,842,31,873
26-Aug-20,Confirmed cases,720,720,,8/27/2020,8/13/2020,confirmed plus probable cases,Wisconsin,9572,840,840,43,883
25-Aug-20,Confirmed cases,704,704,,8/26/2020,8/12/2020,confirmed plus probable cases,Wisconsin,9572,905,905,41,946
24-Aug-20,Confirmed cases,694,694,,8/25/2020,8/11/2020,confirmed plus probable cases,Wisconsin,9572,842,842,22,864
23-Aug-20,Confirmed cases,681,681,,8/24/2020,8/10/2020,confirmed plus probable cases,Wisconsin,9572,515,515,18,533
22-Aug-20,Confirmed cases,678,678,,8/23/2020,8/9/2020,confirmed plus probable cases,Wisconsin,9572,484,484,20,504
21-Aug-20,Confirmed cases,683,683,,8/22/2020,8/8/2020,confirmed plus probable cases,Wisconsin,9572,641,641,35,676
20-Aug-20,Confirmed cases,678,678,,8/21/2020,8/7/2020,confirmed plus probable cases,Wisconsin,9572,606,606,33,639
19-Aug-20,Confirmed cases,682,682,,8/20/2020,8/6/2020,confirmed plus probable cases,Wisconsin,9572,731,731,38,769
18-Aug-20,Confirmed cases,695,695,,8/19/2020,8/5/2020,confirmed plus probable cases,Wisconsin,9572,845,845,30,875
17-Aug-20,Confirmed cases,695,695,,8/18/2020,8/4/2020,confirmed plus probable cases,Wisconsin,9572,741,741,36,777
16-Aug-20,Confirmed cases,706,706,,8/17/2020,8/3/2020,confirmed plus probable cases,Wisconsin,9572,490,490,16,506
15-Aug-20,Confirmed cases,714,714,,8/16/2020,8/2/2020,confirmed plus probable cases,Wisconsin,9572,518,518,22,540
14-Aug-20,Confirmed cases,717,717,,8/15/2020,8/1/2020,confirmed plus probable cases,Wisconsin,9572,619,619,22,641
13-Aug-20,Confirmed cases,734,734,,8/14/2020,7/31/2020,confirmed plus probable cases,Wisconsin,9572,637,637,35,672
12-Aug-20,Confirmed cases,749,749,,8/13/2020,7/30/2020,confirmed plus probable cases,Wisconsin,9572,824,824,34,858
11-Aug-20,Confirmed cases,761,761,,8/12/2020,7/29/2020,confirmed plus probable cases,Wisconsin,9572,854,854,22,876
10-Aug-20,Confirmed cases,771,771,,8/11/2020,7/28/2020,confirmed plus probable cases,Wisconsin,9572,813,813,39,852
9-Aug-20,Confirmed cases,793,793,,8/10/2020,7/27/2020,confirmed plus probable cases,Wisconsin,9572,549,549,15,564
8-Aug-20,Confirmed cases,788,788,,8/9/2020,7/26/2020,confirmed plus probable cases,Wisconsin,9572,540,540,17,557
7-Aug-20,Confirmed cases,807,807,,8/8/2020,7/25/2020,confirmed plus probable cases,Wisconsin,9572,736,736,27,763
6-Aug-20,Confirmed cases,807,807,,8/7/2020,7/24/2020,confirmed plus probable cases,Wisconsin,9572,744,744,32,776
5-Aug-20,Confirmed cases,810,810,,8/6/2020,7/23/2020,confirmed plus probable cases,Wisconsin,9572,898,898,41,939
4-Aug-20,Confirmed cases,802,802,,8/5/2020,7/22/2020,confirmed plus probable cases,Wisconsin,9572,908,908,41,949
3-Aug-20,Confirmed cases,804,804,,8/4/2020,7/21/2020,confirmed plus probable cases,Wisconsin,9572,975,975,33,1008
2-Aug-20,Confirmed cases,816,816,,8/3/2020,7/20/2020,confirmed plus probable cases,Wisconsin,9572,506,506,22,528
1-Aug-20,Confirmed cases,822,822,,8/2/2020,7/19/2020,confirmed plus probable cases,Wisconsin,9572,666,666,22,688
31-Jul-20,Confirmed cases,812,812,,8/1/2020,7/18/2020,confirmed plus probable cases,Wisconsin,9572,732,732,31,763
30-Jul-20,Confirmed cases,819,819,,7/31/2020,7/17/2020,confirmed plus probable cases,Wisconsin,9572,767,767,32,799
29-Jul-20,Confirmed cases,821,821,,7/30/2020,7/16/2020,confirmed plus probable cases,Wisconsin,9572,851,851,29,880
28-Jul-20,Confirmed cases,841,841,,7/29/2020,7/15/2020,confirmed plus probable cases,Wisconsin,9572,926,926,41,967
27-Jul-20,Confirmed cases,848,848,,7/28/2020,7/14/2020,confirmed plus probable cases,Wisconsin,9572,1059,1059,34,1093
26-Jul-20,Confirmed cases,851,851,,7/27/2020,7/13/2020,confirmed plus probable cases,Wisconsin,9572,544,544,21,565
25-Jul-20,Confirmed cases,856,856,,7/26/2020,7/12/2020,confirmed plus probable cases,Wisconsin,9572,595,595,22,617
24-Jul-20,Confirmed cases,864,864,,7/25/2020,7/11/2020,confirmed plus probable cases,Wisconsin,9572,773,773,45,818
23-Jul-20,Confirmed cases,875,875,,7/24/2020,7/10/2020,confirmed plus probable cases,Wisconsin,9572,789,789,22,811
22-Jul-20,Confirmed cases,896,896,,7/23/2020,7/9/2020,confirmed plus probable cases,Wisconsin,9572,976,976,46,1022
21-Jul-20,Confirmed cases,900,900,,7/22/2020,7/8/2020,confirmed plus probable cases,Wisconsin,9572,969,969,42,1011
20-Jul-20,Confirmed cases,907,907,,7/21/2020,7/7/2020,confirmed plus probable cases,Wisconsin,9572,1058,1058,58,1116
19-Jul-20,Confirmed cases,908,908,,7/20/2020,7/6/2020,confirmed plus probable cases,Wisconsin,9572,581,581,19,600
18-Jul-20,Confirmed cases,915,915,,7/19/2020,7/5/2020,confirmed plus probable cases,Wisconsin,9572,651,651,19,670
17-Jul-20,Confirmed cases,910,910,,7/18/2020,7/4/2020,confirmed plus probable cases,Wisconsin,9572,834,834,62,896
16-Jul-20,Confirmed cases,905,905,,7/17/2020,7/3/2020,confirmed plus probable cases,Wisconsin,9572,930,930,32,962
15-Jul-20,Confirmed cases,900,900,,7/16/2020,7/2/2020,confirmed plus probable cases,Wisconsin,9572,1006,1006,41,1047
14-Jul-20,Confirmed cases,893,893,,7/15/2020,7/1/2020,confirmed plus probable cases,Wisconsin,9572,1020,1020,42,1062
13-Jul-20,Confirmed cases,889,889,,7/14/2020,6/30/2020,confirmed plus probable cases,Wisconsin,9572,1085,1085,40,1125
12-Jul-20,Confirmed cases,877,877,,7/13/2020,6/29/2020,confirmed plus probable cases,Wisconsin,9572,618,618,26,644
11-Jul-20,Confirmed cases,873,873,,7/12/2020,6/28/2020,confirmed plus probable cases,Wisconsin,9572,619,619,16,635
10-Jul-20,Confirmed cases,848,848,,7/11/2020,6/27/2020,confirmed plus probable cases,Wisconsin,9572,815,815,50,865
9-Jul-20,Confirmed cases,817,817,,7/10/2020,6/26/2020,confirmed plus probable cases,Wisconsin,9572,889,889,36,925
8-Jul-20,Confirmed cases,787,787,,7/9/2020,6/25/2020,confirmed plus probable cases,Wisconsin,9572,961,961,36,997
7-Jul-20,Confirmed cases,768,768,,7/8/2020,6/24/2020,confirmed plus probable cases,Wisconsin,9572,999,999,33,1032
6-Jul-20,Confirmed cases,736,736,,7/7/2020,6/23/2020,confirmed plus probable cases,Wisconsin,9572,1000,1000,41,1041
5-Jul-20,Confirmed cases,712,712,,7/6/2020,6/22/2020,confirmed plus probable cases,Wisconsin,9572,602,602,18,620
4-Jul-20,Confirmed cases,687,687,,7/5/2020,6/21/2020,confirmed plus probable cases,Wisconsin,9572,442,442,20,462
3-Jul-20,Confirmed cases,689,689,,7/4/2020,6/20/2020,confirmed plus probable cases,Wisconsin,9572,616,616,27,643
