OBJECTID,GEOID,GEO,NAME,NEGATIVE,POSITIVE,HOSP_YES,HOSP_NO,HOSP_UNK,DEATHS,DATE
28324,55131440200,Census tract,,59,-999,,,,,1588687200000
28326,55131450104,Census tract,,102,-999,,,,,1588687200000
28329,55131460101,Census tract,,63,-999,,,,,1588687200000
28331,55131470100,Census tract,,73,11,,,,,1588687200000
28332,55131470202,Census tract,,96,6,,,,,1588687200000
28333,55131470203,Census tract,,70,-999,,,,,1588687200000
28338,55133200103,Census tract,,53,7,,,,,1588687200000
28340,55133200202,Census tract,,57,5,,,,,1588687200000
28341,55133200300,Census tract,,76,-999,,,,,1588687200000
28345,55133200700,Census tract,,47,5,,,,,1588687200000
28349,55133200901,Census tract,,62,-999,,,,,1588687200000
28350,55133200902,Census tract,,57,-999,,,,,1588687200000
28351,55133201000,Census tract,,93,8,,,,,1588687200000
28352,55133201101,Census tract,,65,-999,,,,,1588687200000
28357,55133201300,Census tract,,42,5,,,,,1588687200000
28358,55133201402,Census tract,,58,-999,,,,,1588687200000
28364,55133201506,Census tract,,77,5,,,,,1588687200000
28365,55133201600,Census tract,,58,10,,,,,1588687200000
28366,55133201701,Census tract,,56,-999,,,,,1588687200000
28367,55133201703,Census tract,,57,9,,,,,1588687200000
28371,55133202001,Census tract,,32,-999,,,,,1588687200000
28372,55133202002,Census tract,,34,5,,,,,1588687200000
28378,55133202301,Census tract,,33,-999,,,,,1588687200000
28379,55133202302,Census tract,,69,11,,,,,1588687200000
28380,55133202400,Census tract,,46,-999,,,,,1588687200000
28381,55133202500,Census tract,,33,7,,,,,1588687200000
28386,55133202902,Census tract,,38,-999,,,,,1588687200000
28388,55133203101,Census tract,,60,7,,,,,1588687200000
28389,55133203102,Census tract,,82,8,,,,,1588687200000
28390,55133203103,Census tract,,53,-999,,,,,1588687200000
28391,55133203200,Census tract,,30,-999,,,,,1588687200000
28394,55133203305,Census tract,,33,6,,,,,1588687200000
28395,55133203306,Census tract,,65,-999,,,,,1588687200000
28396,55133203402,Census tract,,60,-999,,,,,1588687200000
28397,55133203403,Census tract,,64,5,,,,,1588687200000
28401,55133203500,Census tract,,54,-999,,,,,1588687200000
28402,55133203601,Census tract,,42,-999,,,,,1588687200000
28406,55133203704,Census tract,,35,-999,,,,,1588687200000
28407,55133203802,Census tract,,35,-999,,,,,1588687200000
28408,55133203803,Census tract,,25,-999,,,,,1588687200000
28409,55133203804,Census tract,,55,12,,,,,1588687200000
28415,55133204100,Census tract,,38,-999,,,,,1588687200000
28420,55133204501,Census tract,,24,-999,,,,,1588687200000
28421,55133204502,Census tract,,41,-999,,,,,1588687200000
28423,55135100100,Census tract,,37,-999,,,,,1588687200000
28428,55135100600,Census tract,,38,-999,,,,,1588687200000
28433,55135101100,Census tract,,63,-999,,,,,1588687200000
28434,55135101200,Census tract,,30,-999,,,,,1588687200000
28436,55137960100,Census tract,,18,-999,,,,,1588687200000
28441,55137960700,Census tract,,25,-999,,,,,1588687200000
28444,55139000100,Census tract,,26,-999,,,,,1588687200000
28445,55139000200,Census tract,,31,-999,,,,,1588687200000
28450,55139000800,Census tract,,28,-999,,,,,1588687200000
28451,55139000900,Census tract,,30,5,,,,,1588687200000
28452,55139001000,Census tract,,32,-999,,,,,1588687200000
28453,55139001100,Census tract,,33,-999,,,,,1588687200000
28454,55139001200,Census tract,,19,-999,,,,,1588687200000
28457,55139001500,Census tract,,24,-999,,,,,1588687200000
