Day of Epi Dt,Measure Names,7 Day Average (conf+prob) (TT),7 Day Average (conf+prob),7 Day Average (conf+prob),Prelim end date,Prelim start date,7 Day Average (TT Text),County Parameter Cum Curve,Max. Window Max Daily Cases,Measure Values,Confirmed Cases By Epi Dt,Probable By Epi Dt,Stacked Confirm + Probable cases
4-Jul-20,7-day average,687,687,687,7/5/2020,6/21/2020,confirmed plus probable cases,Wisconsin,9574,,442,20,462
5-Jul-20,7-day average,712,712,712,7/6/2020,6/22/2020,confirmed plus probable cases,Wisconsin,9574,,602,18,620
6-Jul-20,7-day average,737,737,737,7/7/2020,6/23/2020,confirmed plus probable cases,Wisconsin,9574,,1000,41,1041
7-Jul-20,7-day average,768,768,768,7/8/2020,6/24/2020,confirmed plus probable cases,Wisconsin,9574,,999,33,1032
8-Jul-20,7-day average,787,787,787,7/9/2020,6/25/2020,confirmed plus probable cases,Wisconsin,9574,,961,36,997
9-Jul-20,7-day average,817,817,817,7/10/2020,6/26/2020,confirmed plus probable cases,Wisconsin,9574,,889,36,925
10-Jul-20,7-day average,848,848,848,7/11/2020,6/27/2020,confirmed plus probable cases,Wisconsin,9574,,815,50,865
11-Jul-20,7-day average,873,873,873,7/12/2020,6/28/2020,confirmed plus probable cases,Wisconsin,9574,,619,16,635
12-Jul-20,7-day average,877,877,877,7/13/2020,6/29/2020,confirmed plus probable cases,Wisconsin,9574,,618,26,644
13-Jul-20,7-day average,888,888,888,7/14/2020,6/30/2020,confirmed plus probable cases,Wisconsin,9574,,1084,40,1124
14-Jul-20,7-day average,893,893,893,7/15/2020,7/1/2020,confirmed plus probable cases,Wisconsin,9574,,1021,42,1063
15-Jul-20,7-day average,900,900,900,7/16/2020,7/2/2020,confirmed plus probable cases,Wisconsin,9574,,1007,41,1048
16-Jul-20,7-day average,905,905,905,7/17/2020,7/3/2020,confirmed plus probable cases,Wisconsin,9574,,930,32,962
17-Jul-20,7-day average,910,910,910,7/18/2020,7/4/2020,confirmed plus probable cases,Wisconsin,9574,,834,62,896
18-Jul-20,7-day average,915,915,915,7/19/2020,7/5/2020,confirmed plus probable cases,Wisconsin,9574,,651,19,670
19-Jul-20,7-day average,909,909,909,7/20/2020,7/6/2020,confirmed plus probable cases,Wisconsin,9574,,581,19,600
20-Jul-20,7-day average,907,907,907,7/21/2020,7/7/2020,confirmed plus probable cases,Wisconsin,9574,,1058,58,1116
21-Jul-20,7-day average,900,900,900,7/22/2020,7/8/2020,confirmed plus probable cases,Wisconsin,9574,,969,42,1011
22-Jul-20,7-day average,896,896,896,7/23/2020,7/9/2020,confirmed plus probable cases,Wisconsin,9574,,976,46,1022
23-Jul-20,7-day average,875,875,875,7/24/2020,7/10/2020,confirmed plus probable cases,Wisconsin,9574,,789,22,811
24-Jul-20,7-day average,864,864,864,7/25/2020,7/11/2020,confirmed plus probable cases,Wisconsin,9574,,773,45,818
25-Jul-20,7-day average,856,856,856,7/26/2020,7/12/2020,confirmed plus probable cases,Wisconsin,9574,,595,22,617
26-Jul-20,7-day average,851,851,851,7/27/2020,7/13/2020,confirmed plus probable cases,Wisconsin,9574,,545,21,566
27-Jul-20,7-day average,848,848,848,7/28/2020,7/14/2020,confirmed plus probable cases,Wisconsin,9574,,1059,34,1093
28-Jul-20,7-day average,842,842,842,7/29/2020,7/15/2020,confirmed plus probable cases,Wisconsin,9574,,926,41,967
29-Jul-20,7-day average,821,821,821,7/30/2020,7/16/2020,confirmed plus probable cases,Wisconsin,9574,,851,29,880
30-Jul-20,7-day average,820,820,820,7/31/2020,7/17/2020,confirmed plus probable cases,Wisconsin,9574,,767,32,799
31-Jul-20,7-day average,812,812,812,8/1/2020,7/18/2020,confirmed plus probable cases,Wisconsin,9574,,732,31,763
1-Aug-20,7-day average,822,822,822,8/2/2020,7/19/2020,confirmed plus probable cases,Wisconsin,9574,,666,22,688
2-Aug-20,7-day average,816,816,816,8/3/2020,7/20/2020,confirmed plus probable cases,Wisconsin,9574,,506,22,528
3-Aug-20,7-day average,804,804,804,8/4/2020,7/21/2020,confirmed plus probable cases,Wisconsin,9574,,975,33,1008
4-Aug-20,7-day average,802,802,802,8/5/2020,7/22/2020,confirmed plus probable cases,Wisconsin,9574,,908,41,949
5-Aug-20,7-day average,810,810,810,8/6/2020,7/23/2020,confirmed plus probable cases,Wisconsin,9574,,897,41,938
6-Aug-20,7-day average,807,807,807,8/7/2020,7/24/2020,confirmed plus probable cases,Wisconsin,9574,,744,32,776
7-Aug-20,7-day average,807,807,807,8/8/2020,7/25/2020,confirmed plus probable cases,Wisconsin,9574,,736,27,763
8-Aug-20,7-day average,788,788,788,8/9/2020,7/26/2020,confirmed plus probable cases,Wisconsin,9574,,540,17,557
9-Aug-20,7-day average,793,793,793,8/10/2020,7/27/2020,confirmed plus probable cases,Wisconsin,9574,,549,15,564
10-Aug-20,7-day average,771,771,771,8/11/2020,7/28/2020,confirmed plus probable cases,Wisconsin,9574,,813,39,852
11-Aug-20,7-day average,760,760,760,8/12/2020,7/29/2020,confirmed plus probable cases,Wisconsin,9574,,854,22,876
12-Aug-20,7-day average,749,749,749,8/13/2020,7/30/2020,confirmed plus probable cases,Wisconsin,9574,,824,34,858
13-Aug-20,7-day average,734,734,734,8/14/2020,7/31/2020,confirmed plus probable cases,Wisconsin,9574,,637,35,672
14-Aug-20,7-day average,717,717,717,8/15/2020,8/1/2020,confirmed plus probable cases,Wisconsin,9574,,619,22,641
15-Aug-20,7-day average,714,714,714,8/16/2020,8/2/2020,confirmed plus probable cases,Wisconsin,9574,,518,22,540
16-Aug-20,7-day average,706,706,706,8/17/2020,8/3/2020,confirmed plus probable cases,Wisconsin,9574,,490,16,506
17-Aug-20,7-day average,695,695,695,8/18/2020,8/4/2020,confirmed plus probable cases,Wisconsin,9574,,741,36,777
18-Aug-20,7-day average,695,695,695,8/19/2020,8/5/2020,confirmed plus probable cases,Wisconsin,9574,,845,30,875
19-Aug-20,7-day average,682,682,682,8/20/2020,8/6/2020,confirmed plus probable cases,Wisconsin,9574,,731,38,769
20-Aug-20,7-day average,678,678,678,8/21/2020,8/7/2020,confirmed plus probable cases,Wisconsin,9574,,607,34,641
21-Aug-20,7-day average,683,683,683,8/22/2020,8/8/2020,confirmed plus probable cases,Wisconsin,9574,,641,35,676
22-Aug-20,7-day average,678,678,678,8/23/2020,8/9/2020,confirmed plus probable cases,Wisconsin,9574,,484,20,504
23-Aug-20,7-day average,682,682,682,8/24/2020,8/10/2020,confirmed plus probable cases,Wisconsin,9574,,515,18,533
24-Aug-20,7-day average,694,694,694,8/25/2020,8/11/2020,confirmed plus probable cases,Wisconsin,9574,,842,22,864
25-Aug-20,7-day average,704,704,704,8/26/2020,8/12/2020,confirmed plus probable cases,Wisconsin,9574,,904,41,945
26-Aug-20,7-day average,720,720,720,8/27/2020,8/13/2020,confirmed plus probable cases,Wisconsin,9574,,840,43,883
27-Aug-20,7-day average,754,754,754,8/28/2020,8/14/2020,confirmed plus probable cases,Wisconsin,9574,,842,31,873
28-Aug-20,7-day average,772,772,772,8/29/2020,8/15/2020,confirmed plus probable cases,Wisconsin,9574,,760,47,807
29-Aug-20,7-day average,786,786,786,8/30/2020,8/16/2020,confirmed plus probable cases,Wisconsin,9574,,579,21,600
30-Aug-20,7-day average,798,798,798,8/31/2020,8/17/2020,confirmed plus probable cases,Wisconsin,9574,,601,14,615
31-Aug-20,7-day average,831,831,831,9/1/2020,8/18/2020,confirmed plus probable cases,Wisconsin,9574,,1065,31,1096
1-Sep-20,7-day average,866,866,866,9/2/2020,8/19/2020,confirmed plus probable cases,Wisconsin,9574,,1158,36,1194
2-Sep-20,7-day average,898,898,898,9/3/2020,8/20/2020,confirmed plus probable cases,Wisconsin,9574,,1053,51,1104
3-Sep-20,7-day average,931,931,931,9/4/2020,8/21/2020,confirmed plus probable cases,Wisconsin,9574,,1052,54,1106
4-Sep-20,7-day average,975,975,975,9/5/2020,8/22/2020,confirmed plus probable cases,Wisconsin,9574,,1056,58,1114
5-Sep-20,7-day average,1014,1014,1014,9/6/2020,8/23/2020,confirmed plus probable cases,Wisconsin,9574,,852,21,873
6-Sep-20,7-day average,1052,1052,1052,9/7/2020,8/24/2020,confirmed plus probable cases,Wisconsin,9574,,851,31,882
7-Sep-20,7-day average,1064,1064,1064,9/8/2020,8/25/2020,confirmed plus probable cases,Wisconsin,9574,,1135,42,1177
8-Sep-20,7-day average,1173,1173,1173,9/9/2020,8/26/2020,confirmed plus probable cases,Wisconsin,9574,,1881,77,1958
9-Sep-20,7-day average,1278,1278,1278,9/10/2020,8/27/2020,confirmed plus probable cases,Wisconsin,9574,,1750,88,1838
10-Sep-20,7-day average,1368,1368,1368,9/11/2020,8/28/2020,confirmed plus probable cases,Wisconsin,9574,,1645,92,1737
11-Sep-20,7-day average,1452,1452,1452,9/12/2020,8/29/2020,confirmed plus probable cases,Wisconsin,9574,,1586,115,1701
12-Sep-20,7-day average,1509,1509,1509,9/13/2020,8/30/2020,confirmed plus probable cases,Wisconsin,9574,,1220,55,1275
13-Sep-20,7-day average,1562,1562,1562,9/14/2020,8/31/2020,confirmed plus probable cases,Wisconsin,9574,,1207,47,1254
14-Sep-20,7-day average,1728,1728,1728,9/15/2020,9/1/2020,confirmed plus probable cases,Wisconsin,9574,,2216,117,2333
15-Sep-20,7-day average,1769,1769,1769,9/16/2020,9/2/2020,confirmed plus probable cases,Wisconsin,9574,,2128,118,2246
16-Sep-20,7-day average,1850,1850,1850,9/17/2020,9/3/2020,confirmed plus probable cases,Wisconsin,9574,,2280,128,2408
17-Sep-20,7-day average,1908,1908,1908,9/18/2020,9/4/2020,confirmed plus probable cases,Wisconsin,9574,,2027,113,2140
18-Sep-20,7-day average,1955,1955,1955,9/19/2020,9/5/2020,confirmed plus probable cases,Wisconsin,9574,,1898,136,2034
19-Sep-20,7-day average,2002,2002,2002,9/20/2020,9/6/2020,confirmed plus probable cases,Wisconsin,9574,,1537,68,1605
20-Sep-20,7-day average,2036,2036,2036,9/21/2020,9/7/2020,confirmed plus probable cases,Wisconsin,9574,,1433,57,1490
21-Sep-20,7-day average,2112,2112,2112,9/22/2020,9/8/2020,confirmed plus probable cases,Wisconsin,9574,,2720,144,2864
22-Sep-20,7-day average,2180,2180,2180,9/23/2020,9/9/2020,confirmed plus probable cases,Wisconsin,9574,,2617,104,2721
23-Sep-20,7-day average,2303,2303,2303,9/24/2020,9/10/2020,confirmed plus probable cases,Wisconsin,9574,,3168,100,3268
24-Sep-20,7-day average,2364,2364,2364,9/25/2020,9/11/2020,confirmed plus probable cases,Wisconsin,9574,,2475,96,2571
25-Sep-20,7-day average,2432,2432,2432,9/26/2020,9/12/2020,confirmed plus probable cases,Wisconsin,9574,,2414,92,2506
26-Sep-20,7-day average,2475,2475,2475,9/27/2020,9/13/2020,confirmed plus probable cases,Wisconsin,9574,,1837,70,1907
27-Sep-20,7-day average,2501,2501,2501,9/28/2020,9/14/2020,confirmed plus probable cases,Wisconsin,9574,,1607,66,1673
28-Sep-20,7-day average,2581,2581,2581,9/29/2020,9/15/2020,confirmed plus probable cases,Wisconsin,9574,,3292,132,3424
29-Sep-20,7-day average,2596,2596,2596,9/30/2020,9/16/2020,confirmed plus probable cases,Wisconsin,9574,,2725,101,2826
30-Sep-20,7-day average,2557,2557,2557,10/1/2020,9/17/2020,confirmed plus probable cases,Wisconsin,9574,,2895,100,2995
1-Oct-20,7-day average,2600,2600,2600,10/2/2020,9/18/2020,confirmed plus probable cases,Wisconsin,9574,,2762,108,2870
2-Oct-20,7-day average,2631,2631,2631,10/3/2020,9/19/2020,confirmed plus probable cases,Wisconsin,9574,,2597,125,2722
3-Oct-20,7-day average,2656,2656,2656,10/4/2020,9/20/2020,confirmed plus probable cases,Wisconsin,9574,,2013,75,2088
4-Oct-20,7-day average,2694,2694,2694,10/5/2020,9/21/2020,confirmed plus probable cases,Wisconsin,9574,,1849,85,1934
5-Oct-20,7-day average,2733,2733,2733,10/6/2020,9/22/2020,confirmed plus probable cases,Wisconsin,9574,,3531,166,3697
6-Oct-20,7-day average,2867,2867,2867,10/7/2020,9/23/2020,confirmed plus probable cases,Wisconsin,9574,,3596,170,3766
7-Oct-20,7-day average,2972,2972,2972,10/8/2020,9/24/2020,confirmed plus probable cases,Wisconsin,9574,,3548,183,3731
8-Oct-20,7-day average,3067,3067,3067,10/9/2020,9/25/2020,confirmed plus probable cases,Wisconsin,9574,,3354,182,3536
9-Oct-20,7-day average,3175,3175,3175,10/10/2020,9/26/2020,confirmed plus probable cases,Wisconsin,9574,,3277,201,3478
10-Oct-20,7-day average,3237,3237,3237,10/11/2020,9/27/2020,confirmed plus probable cases,Wisconsin,9574,,2417,103,2520
11-Oct-20,7-day average,3303,3303,3303,10/12/2020,9/28/2020,confirmed plus probable cases,Wisconsin,9574,,2243,150,2393
12-Oct-20,7-day average,3399,3399,3399,10/13/2020,9/29/2020,confirmed plus probable cases,Wisconsin,9574,,4133,241,4374
13-Oct-20,7-day average,3419,3419,3419,10/14/2020,9/30/2020,confirmed plus probable cases,Wisconsin,9574,,3695,212,3907
14-Oct-20,7-day average,3450,3450,3450,10/15/2020,10/1/2020,confirmed plus probable cases,Wisconsin,9574,,3728,219,3947
15-Oct-20,7-day average,3498,3498,3498,10/16/2020,10/2/2020,confirmed plus probable cases,Wisconsin,9574,,3622,248,3870
16-Oct-20,7-day average,3533,3533,3533,10/17/2020,10/3/2020,confirmed plus probable cases,Wisconsin,9574,,3533,190,3723
17-Oct-20,7-day average,3544,3544,3544,10/18/2020,10/4/2020,confirmed plus probable cases,Wisconsin,9574,,2471,124,2595
18-Oct-20,7-day average,3567,3567,3567,10/19/2020,10/5/2020,confirmed plus probable cases,Wisconsin,9574,,2418,138,2556
19-Oct-20,7-day average,3661,3661,3661,10/20/2020,10/6/2020,confirmed plus probable cases,Wisconsin,9574,,4789,241,5030
20-Oct-20,7-day average,3792,3792,3792,10/21/2020,10/7/2020,confirmed plus probable cases,Wisconsin,9574,,4619,210,4829
21-Oct-20,7-day average,3935,3935,3935,10/22/2020,10/8/2020,confirmed plus probable cases,Wisconsin,9574,,4709,238,4947
22-Oct-20,7-day average,4051,4051,4051,10/23/2020,10/9/2020,confirmed plus probable cases,Wisconsin,9574,,4393,289,4682
23-Oct-20,7-day average,4189,4189,4189,10/24/2020,10/10/2020,confirmed plus probable cases,Wisconsin,9574,,4412,272,4684
24-Oct-20,7-day average,4305,4305,4305,10/25/2020,10/11/2020,confirmed plus probable cases,Wisconsin,9574,,3234,176,3410
25-Oct-20,7-day average,4398,4398,4398,10/26/2020,10/12/2020,confirmed plus probable cases,Wisconsin,9574,,3013,197,3210
26-Oct-20,7-day average,4586,4586,4586,10/27/2020,10/13/2020,confirmed plus probable cases,Wisconsin,9574,,6038,304,6342
27-Oct-20,7-day average,4783,4783,4783,10/28/2020,10/14/2020,confirmed plus probable cases,Wisconsin,9574,,5911,298,6209
28-Oct-20,7-day average,4968,4968,4968,10/29/2020,10/15/2020,confirmed plus probable cases,Wisconsin,9574,,5988,251,6239
29-Oct-20,7-day average,5133,5133,5133,10/30/2020,10/16/2020,confirmed plus probable cases,Wisconsin,9574,,5538,302,5840
30-Oct-20,7-day average,5305,5305,5305,10/31/2020,10/17/2020,confirmed plus probable cases,Wisconsin,9574,,5597,293,5890
31-Oct-20,7-day average,5434,5434,5434,11/1/2020,10/18/2020,confirmed plus probable cases,Wisconsin,9574,,4141,169,4310
1-Nov-20,7-day average,5628,5628,5628,11/2/2020,10/19/2020,confirmed plus probable cases,Wisconsin,9574,,4320,249,4569
2-Nov-20,7-day average,5955,5955,5955,11/3/2020,10/20/2020,confirmed plus probable cases,Wisconsin,9574,,8220,412,8632
3-Nov-20,7-day average,6243,6243,6243,11/4/2020,10/21/2020,confirmed plus probable cases,Wisconsin,9574,,7841,386,8227
4-Nov-20,7-day average,6512,6512,6512,11/5/2020,10/22/2020,confirmed plus probable cases,Wisconsin,9574,,7748,373,8121
5-Nov-20,7-day average,6774,6774,6774,11/6/2020,10/23/2020,confirmed plus probable cases,Wisconsin,9574,,7248,424,7672
6-Nov-20,7-day average,7048,7048,7048,11/7/2020,10/24/2020,confirmed plus probable cases,Wisconsin,9574,,7397,410,7807
7-Nov-20,7-day average,7208,7208,7208,11/8/2020,10/25/2020,confirmed plus probable cases,Wisconsin,9574,,5139,292,5431
8-Nov-20,7-day average,7227,7227,7227,11/9/2020,10/26/2020,confirmed plus probable cases,Wisconsin,9574,,4427,277,4704
9-Nov-20,7-day average,7362,7362,7362,11/10/2020,10/27/2020,confirmed plus probable cases,Wisconsin,9574,,8944,630,9574
10-Nov-20,7-day average,7377,7377,7377,11/11/2020,10/28/2020,confirmed plus probable cases,Wisconsin,9574,,7814,518,8332
11-Nov-20,7-day average,7195,7195,7195,11/12/2020,10/29/2020,confirmed plus probable cases,Wisconsin,9574,,6109,738,6847
12-Nov-20,7-day average,7148,7148,7148,11/13/2020,10/30/2020,confirmed plus probable cases,Wisconsin,9574,,6610,733,7343
13-Nov-20,7-day average,6942,6942,6942,11/14/2020,10/31/2020,confirmed plus probable cases,Wisconsin,9574,,5735,634,6369
14-Nov-20,7-day average,6762,6762,6762,11/15/2020,11/1/2020,confirmed plus probable cases,Wisconsin,9574,,3836,331,4167
15-Nov-20,7-day average,6607,6607,6607,11/16/2020,11/2/2020,confirmed plus probable cases,Wisconsin,9574,,3313,310,3623
16-Nov-20,7-day average,6255,6255,6255,11/17/2020,11/3/2020,confirmed plus probable cases,Wisconsin,9574,,6379,726,7105
17-Nov-20,7-day average,5944,5944,5944,11/18/2020,11/4/2020,confirmed plus probable cases,Wisconsin,9574,,5529,627,6156
18-Nov-20,7-day average,5774,5774,5774,11/19/2020,11/5/2020,confirmed plus probable cases,Wisconsin,9574,,5066,592,5658
19-Nov-20,7-day average,5442,5442,5442,11/20/2020,11/6/2020,confirmed plus probable cases,Wisconsin,9574,,4472,549,5021
20-Nov-20,7-day average,5200,5200,5200,11/21/2020,11/7/2020,confirmed plus probable cases,Wisconsin,9574,,4107,567,4674
21-Nov-20,7-day average,5066,5066,5066,11/22/2020,11/8/2020,confirmed plus probable cases,Wisconsin,9574,,2920,307,3227
22-Nov-20,7-day average,4931,4931,4931,11/23/2020,11/9/2020,confirmed plus probable cases,Wisconsin,9574,,2442,238,2680
23-Nov-20,7-day average,4661,4661,4661,11/24/2020,11/10/2020,confirmed plus probable cases,Wisconsin,9574,,4649,566,5215
24-Nov-20,7-day average,4458,4458,4458,11/25/2020,11/11/2020,confirmed plus probable cases,Wisconsin,9574,,4257,479,4736
25-Nov-20,7-day average,4287,4287,4287,11/26/2020,11/12/2020,confirmed plus probable cases,Wisconsin,9574,,3991,466,4457
26-Nov-20,7-day average,3879,3879,3879,11/27/2020,11/13/2020,confirmed plus probable cases,Wisconsin,9574,,1949,217,2166
27-Nov-20,7-day average,3797,3797,3797,11/28/2020,11/14/2020,confirmed plus probable cases,Wisconsin,9574,,3762,341,4103
28-Nov-20,7-day average,3797,3797,3797,11/29/2020,11/15/2020,confirmed plus probable cases,Wisconsin,9574,,2961,267,3228
29-Nov-20,7-day average,3882,3882,3882,11/30/2020,11/16/2020,confirmed plus probable cases,Wisconsin,9574,,2948,324,3272
30-Nov-20,7-day average,4025,4025,4025,12/1/2020,11/17/2020,confirmed plus probable cases,Wisconsin,9574,,5484,730,6214
1-Dec-20,7-day average,4069,4069,4069,12/2/2020,11/18/2020,confirmed plus probable cases,Wisconsin,9574,,4396,653,5049
2-Dec-20,7-day average,4096,4096,4096,12/3/2020,11/19/2020,confirmed plus probable cases,Wisconsin,9574,,4006,637,4643
3-Dec-20,7-day average,4364,4364,4364,12/4/2020,11/20/2020,confirmed plus probable cases,Wisconsin,9574,,3417,628,4045
4-Dec-20,7-day average,4323,4323,4323,12/5/2020,11/21/2020,confirmed plus probable cases,Wisconsin,9574,,3294,517,3811
5-Dec-20,7-day average,4249,4249,4249,12/6/2020,11/22/2020,confirmed plus probable cases,Wisconsin,9574,,2413,297,2710
6-Dec-20,7-day average,4132,4132,4132,12/7/2020,11/23/2020,confirmed plus probable cases,Wisconsin,9574,,2150,306,2456
7-Dec-20,7-day average,3917,3917,3917,12/8/2020,11/24/2020,confirmed plus probable cases,Wisconsin,9574,,4051,658,4709
8-Dec-20,7-day average,3738,3738,3738,12/9/2020,11/25/2020,confirmed plus probable cases,Wisconsin,9574,,3283,514,3797
9-Dec-20,7-day average,3588,3588,3588,12/10/2020,11/26/2020,confirmed plus probable cases,Wisconsin,9574,,3087,504,3591
10-Dec-20,7-day average,3480,3480,3480,12/11/2020,11/27/2020,confirmed plus probable cases,Wisconsin,9574,,2811,480,3291
11-Dec-20,7-day average,3434,3434,3434,12/12/2020,11/28/2020,confirmed plus probable cases,Wisconsin,9574,,3011,478,3489
12-Dec-20,7-day average,3422,3422,3422,12/13/2020,11/29/2020,confirmed plus probable cases,Wisconsin,9574,,2300,323,2623
13-Dec-20,7-day average,3390,3390,3390,12/14/2020,11/30/2020,confirmed plus probable cases,Wisconsin,9574,,1900,331,2231
14-Dec-20,7-day average,3289,3289,3289,12/15/2020,12/1/2020,confirmed plus probable cases,Wisconsin,9574,,3340,664,4004
15-Dec-20,7-day average,3229,3229,3229,12/16/2020,12/2/2020,confirmed plus probable cases,Wisconsin,9574,,2828,547,3375
16-Dec-20,7-day average,3144,3144,3144,12/17/2020,12/3/2020,confirmed plus probable cases,Wisconsin,9574,,2525,475,3000
17-Dec-20,7-day average,3085,3085,3085,12/18/2020,12/4/2020,confirmed plus probable cases,Wisconsin,9574,,2404,473,2877
18-Dec-20,7-day average,2970,2970,2970,12/19/2020,12/5/2020,confirmed plus probable cases,Wisconsin,9574,,2286,398,2684
19-Dec-20,7-day average,2887,2887,2887,12/20/2020,12/6/2020,confirmed plus probable cases,Wisconsin,9574,,1761,282,2043
20-Dec-20,7-day average,2828,2828,2828,12/21/2020,12/7/2020,confirmed plus probable cases,Wisconsin,9574,,1568,248,1816
21-Dec-20,7-day average,2731,2731,2731,12/22/2020,12/8/2020,confirmed plus probable cases,Wisconsin,9574,,2850,478,3328
22-Dec-20,7-day average,2637,2637,2637,12/23/2020,12/9/2020,confirmed plus probable cases,Wisconsin,9574,,2371,345,2716
23-Dec-20,7-day average,2595,2595,2595,12/24/2020,12/10/2020,confirmed plus probable cases,Wisconsin,9574,,2349,357,2706
24-Dec-20,7-day average,2445,2445,2445,12/25/2020,12/11/2020,confirmed plus probable cases,Wisconsin,9574,,1600,224,1824
25-Dec-20,7-day average,2274,2274,2274,12/26/2020,12/12/2020,confirmed plus probable cases,Wisconsin,9574,,1342,149,1491
26-Dec-20,7-day average,2337,2337,2337,12/27/2020,12/13/2020,confirmed plus probable cases,Wisconsin,9574,,2208,272,2480
27-Dec-20,7-day average,2408,2408,2408,12/28/2020,12/14/2020,confirmed plus probable cases,Wisconsin,9574,,2022,289,2311
28-Dec-20,7-day average,2504,2504,2504,12/29/2020,12/15/2020,confirmed plus probable cases,Wisconsin,9574,,3538,466,4004
29-Dec-20,7-day average,2586,2586,2586,12/30/2020,12/16/2020,confirmed plus probable cases,Wisconsin,9574,,2921,371,3292
30-Dec-20,7-day average,2641,2641,2641,12/31/2020,12/17/2020,confirmed plus probable cases,Wisconsin,9574,,2740,347,3087
31-Dec-20,7-day average,2765,2765,2765,1/1/2021,12/18/2020,confirmed plus probable cases,Wisconsin,9574,,2328,364,2692
1-Jan-21,7-day average,2841,2841,2841,1/2/2021,12/19/2020,confirmed plus probable cases,Wisconsin,9574,,1717,309,2026
2-Jan-21,7-day average,2879,2879,2879,1/3/2021,12/20/2020,confirmed plus probable cases,Wisconsin,9574,,2406,337,2743
3-Jan-21,7-day average,2901,2901,2901,1/4/2021,12/21/2020,confirmed plus probable cases,Wisconsin,9574,,2071,396,2467
4-Jan-21,7-day average,2943,2943,2943,1/5/2021,12/22/2020,confirmed plus probable cases,Wisconsin,9574,,3622,676,4298
5-Jan-21,7-day average,2967,2967,2967,1/6/2021,12/23/2020,confirmed plus probable cases,Wisconsin,9574,,2894,564,3458
6-Jan-21,7-day average,2956,2956,2956,1/7/2021,12/24/2020,confirmed plus probable cases,Wisconsin,9574,,2540,472,3012
7-Jan-21,7-day average,2947,2947,2947,1/8/2021,12/25/2020,confirmed plus probable cases,Wisconsin,9574,,2180,448,2628
8-Jan-21,7-day average,3020,3020,3020,1/9/2021,12/26/2020,confirmed plus probable cases,Wisconsin,9574,,2167,372,2539
9-Jan-21,7-day average,2908,2908,2908,1/10/2021,12/27/2020,confirmed plus probable cases,Wisconsin,9574,,1681,274,1955
10-Jan-21,7-day average,2798,2798,2798,1/11/2021,12/28/2020,confirmed plus probable cases,Wisconsin,9574,,1445,256,1701
11-Jan-21,7-day average,2668,2668,2668,1/12/2021,12/29/2020,confirmed plus probable cases,Wisconsin,9574,,2808,575,3383
12-Jan-21,7-day average,2523,2523,2523,1/13/2021,12/30/2020,confirmed plus probable cases,Wisconsin,9574,,2061,387,2448
13-Jan-21,7-day average,2429,2429,2429,1/14/2021,12/31/2020,confirmed plus probable cases,Wisconsin,9574,,1948,401,2349
14-Jan-21,7-day average,2346,2346,2346,1/15/2021,1/1/2021,confirmed plus probable cases,Wisconsin,9574,,1707,346,2053
15-Jan-21,7-day average,2266,2266,2266,1/16/2021,1/2/2021,confirmed plus probable cases,Wisconsin,9574,,1619,359,1978
16-Jan-21,7-day average,2204,2204,2204,1/17/2021,1/3/2021,confirmed plus probable cases,Wisconsin,9574,,1273,246,1519
17-Jan-21,7-day average,2151,2151,2151,1/18/2021,1/4/2021,confirmed plus probable cases,Wisconsin,9574,,1111,221,1332
18-Jan-21,7-day average,1978,1978,1978,1/19/2021,1/5/2021,confirmed plus probable cases,Wisconsin,9574,,1798,370,2168
19-Jan-21,7-day average,1923,1923,1923,1/20/2021,1/6/2021,confirmed plus probable cases,Wisconsin,9574,,1758,306,2064
20-Jan-21,7-day average,1854,1854,1854,1/21/2021,1/7/2021,confirmed plus probable cases,Wisconsin,9574,,1590,276,1866
21-Jan-21,7-day average,1813,1813,1813,1/22/2021,1/8/2021,confirmed plus probable cases,Wisconsin,9574,,1477,292,1769
22-Jan-21,7-day average,1761,1761,1761,1/23/2021,1/9/2021,confirmed plus probable cases,Wisconsin,9574,,1371,244,1615
23-Jan-21,7-day average,1723,1723,1723,1/24/2021,1/10/2021,confirmed plus probable cases,Wisconsin,9574,,1102,146,1248
24-Jan-21,7-day average,1694,1694,1694,1/25/2021,1/11/2021,confirmed plus probable cases,Wisconsin,9574,,990,138,1128
25-Jan-21,7-day average,1656,1656,1656,1/26/2021,1/12/2021,confirmed plus probable cases,Wisconsin,9574,,1634,273,1907
26-Jan-21,7-day average,1575,1575,1575,1/27/2021,1/13/2021,confirmed plus probable cases,Wisconsin,9574,,1304,193,1497
27-Jan-21,7-day average,1534,1534,1534,1/28/2021,1/14/2021,confirmed plus probable cases,Wisconsin,9574,,1328,246,1574
28-Jan-21,7-day average,1469,1469,1469,1/29/2021,1/15/2021,confirmed plus probable cases,Wisconsin,9574,,1125,191,1316
29-Jan-21,7-day average,1433,1433,1433,1/30/2021,1/16/2021,confirmed plus probable cases,Wisconsin,9574,,1159,202,1361
30-Jan-21,7-day average,1394,1394,1394,1/31/2021,1/17/2021,confirmed plus probable cases,Wisconsin,9574,,853,127,980
31-Jan-21,7-day average,1358,1358,1358,2/1/2021,1/18/2021,confirmed plus probable cases,Wisconsin,9574,,756,121,877
1-Feb-21,7-day average,1310,1310,1310,2/2/2021,1/19/2021,confirmed plus probable cases,Wisconsin,9574,,1341,224,1565
2-Feb-21,7-day average,1265,1265,1265,2/3/2021,1/20/2021,confirmed plus probable cases,Wisconsin,9574,,1011,174,1185
